Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2021-03-01 00:00,4,3,1,0,0,0
2021-03-01 00:15,4,1,3,0,0,0
2021-03-01 00:30,1,1,0,0,0,0
2021-03-01 00:45,2,2,0,0,0,0
2021-03-01 01:00,1,0,1,0,0,0
2021-03-01 01:15,0,0,0,0,0,0
2021-03-01 01:30,1,1,0,0,0,0
2021-03-01 01:45,0,0,0,0,0,0
2021-03-01 02:00,1,0,1,0,0,0
2021-03-01 02:15,1,0,1,0,0,0
2021-03-01 02:30,2,1,1,0,0,0
2021-03-01 02:45,0,0,0,0,0,0
2021-03-01 03:00,1,0,1,0,0,0
2021-03-01 03:15,2,0,2,0,0,0
2021-03-01 03:30,0,0,0,0,0,0
2021-03-01 03:45,0,0,0,0,0,0
2021-03-01 04:00,0,0,0,0,0,0
2021-03-01 04:15,1,0,1,0,0,0
2021-03-01 04:30,3,2,1,0,0,0
2021-03-01 04:45,5,3,2,0,0,0
2021-03-01 05:00,2,1,1,0,0,0
2021-03-01 05:15,5,3,2,0,0,0
2021-03-01 05:30,15,6,9,0,0,0
2021-03-01 05:45,11,10,1,0,0,0
2021-03-01 06:00,7,5,2,0,0,0
2021-03-01 06:15,16,7,9,0,0,0
2021-03-01 06:30,18,12,6,0,0,0
2021-03-01 06:45,30,13,17,0,0,0
2021-03-01 07:00,48,22,26,0,0,0
2021-03-01 07:15,48,24,24,0,0,0
2021-03-01 07:30,71,43,28,0,0,0
2021-03-01 07:45,85,59,26,0,0,0
2021-03-01 08:00,69,41,28,0,0,0
2021-03-01 08:15,56,33,23,0,0,0
2021-03-01 08:30,48,31,17,0,0,0
2021-03-01 08:45,40,22,18,0,0,0
2021-03-01 09:00,29,19,10,0,0,0
2021-03-01 09:15,28,19,9,0,0,0
2021-03-01 09:30,23,15,8,0,0,0
2021-03-01 09:45,32,24,8,0,0,0
2021-03-01 10:00,24,14,10,0,0,0
2021-03-01 10:15,30,18,12,0,0,0
2021-03-01 10:30,31,20,11,0,0,0
2021-03-01 10:45,34,22,12,0,0,0
2021-03-01 11:00,28,16,12,0,0,0
2021-03-01 11:15,36,21,15,0,0,0
2021-03-01 11:30,18,9,9,0,0,0
2021-03-01 11:45,28,17,11,0,0,0
2021-03-01 12:00,29,15,14,0,0,0
2021-03-01 12:15,25,14,11,0,0,0
2021-03-01 12:30,29,19,10,0,0,0
2021-03-01 12:45,37,16,21,0,0,0
2021-03-01 13:00,27,12,15,0,0,0
2021-03-01 13:15,30,15,15,0,0,0
2021-03-01 13:30,35,21,14,0,0,0
2021-03-01 13:45,46,24,22,0,0,0
2021-03-01 14:00,27,14,13,0,0,0
2021-03-01 14:15,37,24,13,0,0,0
2021-03-01 14:30,47,27,20,0,0,0
2021-03-01 14:45,37,20,17,0,0,0
2021-03-01 15:00,63,36,27,0,0,0
2021-03-01 15:15,50,38,12,0,0,0
2021-03-01 15:30,42,27,15,0,0,0
2021-03-01 15:45,55,35,20,0,0,0
2021-03-01 16:00,58,41,17,0,0,0
2021-03-01 16:15,77,51,26,0,0,0
2021-03-01 16:30,42,27,15,0,0,0
2021-03-01 16:45,45,30,15,0,0,0
2021-03-01 17:00,57,26,31,0,0,0
2021-03-01 17:15,52,31,21,0,0,0
2021-03-01 17:30,55,30,25,0,0,0
2021-03-01 17:45,50,28,22,0,0,0
2021-03-01 18:00,52,23,29,0,0,0
2021-03-01 18:15,44,27,17,0,0,0
2021-03-01 18:30,24,18,6,0,0,0
2021-03-01 18:45,31,16,15,0,0,0
2021-03-01 19:00,23,13,10,0,0,0
2021-03-01 19:15,20,10,10,0,0,0
2021-03-01 19:30,20,14,6,0,0,0
2021-03-01 19:45,18,9,9,0,0,0
2021-03-01 20:00,25,11,14,0,0,0
2021-03-01 20:15,18,10,8,0,0,0
2021-03-01 20:30,8,4,4,0,0,0
2021-03-01 20:45,15,9,6,0,0,0
