Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2019-09-01 00:00,20,7,13,0,0,0
2019-09-01 00:15,10,5,5,0,0,0
2019-09-01 00:30,13,7,6,0,0,0
2019-09-01 00:45,17,7,10,0,0,0
2019-09-01 01:00,16,9,7,0,0,0
2019-09-01 01:15,10,5,5,0,0,0
2019-09-01 01:30,13,8,5,0,0,0
2019-09-01 01:45,17,8,9,0,0,0
2019-09-01 02:00,3,2,1,0,0,0
2019-09-01 02:15,8,2,6,0,0,0
2019-09-01 02:30,6,1,5,0,0,0
2019-09-01 02:45,5,1,4,0,0,0
2019-09-01 03:00,3,1,2,0,0,0
2019-09-01 03:15,7,3,4,0,0,0
2019-09-01 03:30,1,1,0,0,0,0
2019-09-01 03:45,1,0,1,0,0,0
2019-09-01 04:00,6,1,5,0,0,0
2019-09-01 04:15,6,2,4,0,0,0
2019-09-01 04:30,4,0,4,0,0,0
2019-09-01 04:45,4,1,3,0,0,0
2019-09-01 05:00,1,1,0,0,0,0
2019-09-01 05:15,3,2,1,0,0,0
2019-09-01 05:30,4,1,3,0,0,0
2019-09-01 05:45,2,0,2,0,0,0
2019-09-01 06:00,3,1,2,0,0,0
2019-09-01 06:15,5,4,1,0,0,0
2019-09-01 06:30,4,1,3,0,0,0
2019-09-01 06:45,6,6,0,0,0,0
2019-09-01 07:00,2,1,1,0,0,0
2019-09-01 07:15,0,0,0,0,0,0
2019-09-01 07:30,2,1,1,0,0,0
2019-09-01 07:45,7,5,2,0,0,0
2019-09-01 08:00,7,3,4,0,0,0
2019-09-01 08:15,6,4,2,0,0,0
2019-09-01 08:30,6,4,2,0,0,0
2019-09-01 08:45,13,9,4,0,0,0
2019-09-01 09:00,5,4,1,0,0,0
2019-09-01 09:15,11,7,4,0,0,0
2019-09-01 09:30,22,14,8,0,0,0
2019-09-01 09:45,41,27,14,0,0,0
2019-09-01 10:00,18,15,3,0,0,0
2019-09-01 10:15,13,8,5,0,0,0
2019-09-01 10:30,13,9,4,0,0,0
2019-09-01 10:45,27,22,5,0,0,0
2019-09-01 11:00,27,21,6,0,0,0
2019-09-01 11:15,37,28,9,0,0,0
2019-09-01 11:30,25,24,1,0,0,0
2019-09-01 11:45,19,10,9,0,0,0
2019-09-01 12:00,32,22,10,0,0,0
2019-09-01 12:15,26,14,12,0,0,0
2019-09-01 12:30,28,23,5,0,0,0
2019-09-01 12:45,36,21,15,0,0,0
2019-09-01 13:00,38,22,16,0,0,0
2019-09-01 13:15,37,19,18,0,0,0
2019-09-01 13:30,34,21,13,0,0,0
2019-09-01 13:45,45,30,15,0,0,0
2019-09-01 14:00,23,12,11,0,0,0
2019-09-01 14:15,41,30,11,0,0,0
2019-09-01 14:30,24,13,11,0,0,0
2019-09-01 14:45,23,12,11,0,0,0
2019-09-01 15:00,28,19,9,0,0,0
2019-09-01 15:15,38,24,14,0,0,0
2019-09-01 15:30,30,20,10,0,0,0
2019-09-01 15:45,38,24,14,0,0,0
2019-09-01 16:00,38,24,14,0,0,0
2019-09-01 16:15,42,28,14,0,0,0
2019-09-01 16:30,35,16,19,0,0,0
2019-09-01 16:45,35,20,15,0,0,0
2019-09-01 17:00,43,23,20,0,0,0
2019-09-01 17:15,43,23,20,0,0,0
2019-09-01 17:30,46,22,24,0,0,0
2019-09-01 17:45,48,29,19,0,0,0
2019-09-01 18:00,31,20,11,0,0,0
2019-09-01 18:15,44,29,15,0,0,0
2019-09-01 18:30,40,18,22,0,0,0
2019-09-01 18:45,32,21,11,0,0,0
2019-09-01 19:00,47,22,25,0,0,0
2019-09-01 19:15,24,9,15,0,0,0
2019-09-01 19:30,26,10,16,0,0,0
2019-09-01 19:45,31,15,16,0,0,0
2019-09-01 20:00,31,17,14,0,0,0
2019-09-01 20:15,23,15,8,0,0,0
2019-09-01 20:30,19,6,13,0,0,0
2019-09-01 20:45,17,12,5,0,0,0
2019-09-01 21:00,13,3,10,0,0,0
2019-09-01 21:15,21,5,16,0,0,0
2019-09-01 21:30,14,5,9,0,0,0
2019-09-01 21:45,17,5,12,0,0,0
2019-09-01 22:00,10,7,3,0,0,0
2019-09-01 22:15,11,1,10,0,0,0
2019-09-01 22:30,13,3,10,0,0,0
2019-09-01 22:45,6,2,4,0,0,0
2019-09-01 23:00,6,0,6,0,0,0
2019-09-01 23:15,5,1,4,0,0,0
2019-09-01 23:30,7,2,5,0,0,0
2019-09-01 23:45,4,2,2,0,0,0
2019-09-02 00:00,3,1,2,0,0,0
2019-09-02 00:15,6,3,3,0,0,0
2019-09-02 00:30,1,1,0,0,0,0
2019-09-02 00:45,0,0,0,0,0,0
2019-09-02 01:00,6,4,2,0,0,0
2019-09-02 01:15,1,0,1,0,0,0
2019-09-02 01:30,1,0,1,0,0,0
2019-09-02 01:45,0,0,0,0,0,0
2019-09-02 02:00,3,0,3,0,0,0
2019-09-02 02:15,1,1,0,0,0,0
2019-09-02 02:30,4,1,3,0,0,0
2019-09-02 02:45,0,0,0,0,0,0
2019-09-02 03:00,1,0,1,0,0,0
2019-09-02 03:15,0,0,0,0,0,0
2019-09-02 03:30,0,0,0,0,0,0
2019-09-02 03:45,3,1,2,0,0,0
2019-09-02 04:00,0,0,0,0,0,0
2019-09-02 04:15,1,0,1,0,0,0
2019-09-02 04:30,0,0,0,0,0,0
2019-09-02 04:45,2,2,0,0,0,0
2019-09-02 05:00,1,0,1,0,0,0
2019-09-02 05:15,3,2,1,0,0,0
2019-09-02 05:30,9,2,7,0,0,0
2019-09-02 05:45,13,9,4,0,0,0
2019-09-02 06:00,16,11,5,0,0,0
2019-09-02 06:15,17,11,6,0,0,0
2019-09-02 06:30,33,15,18,0,0,0
2019-09-02 06:45,57,19,38,0,0,0
2019-09-02 07:00,55,20,35,0,0,0
2019-09-02 07:15,112,67,45,0,0,0
