Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2021-02-01 00:00,4,2,2,0,0,0
2021-02-01 00:15,1,1,0,0,0,0
2021-02-01 00:30,1,1,0,0,0,0
2021-02-01 00:45,2,2,0,0,0,0
2021-02-01 01:00,1,1,0,0,0,0
2021-02-01 01:15,1,1,0,0,0,0
2021-02-01 01:30,0,0,0,0,0,0
2021-02-01 01:45,0,0,0,0,0,0
2021-02-01 02:00,2,1,1,0,0,0
2021-02-01 02:15,0,0,0,0,0,0
2021-02-01 02:30,1,0,1,0,0,0
2021-02-01 02:45,1,1,0,0,0,0
2021-02-01 03:00,0,0,0,0,0,0
2021-02-01 03:15,1,0,1,0,0,0
2021-02-01 03:30,0,0,0,0,0,0
2021-02-01 03:45,0,0,0,0,0,0
2021-02-01 04:00,1,0,1,0,0,0
2021-02-01 04:15,1,1,0,0,0,0
2021-02-01 04:30,1,1,0,0,0,0
2021-02-01 04:45,6,5,1,0,0,0
2021-02-01 05:00,4,0,4,0,0,0
2021-02-01 05:15,0,0,0,0,0,0
2021-02-01 05:30,8,4,4,0,0,0
2021-02-01 05:45,6,3,3,0,0,0
2021-02-01 06:00,5,4,1,0,0,0
2021-02-01 06:15,18,8,10,0,0,0
2021-02-01 06:30,17,9,8,0,0,0
2021-02-01 06:45,26,11,15,0,0,0
2021-02-01 07:00,17,8,9,0,0,0
2021-02-01 07:15,26,14,12,0,0,0
2021-02-01 07:30,52,31,21,0,0,0
2021-02-01 07:45,44,29,15,0,0,0
2021-02-01 08:00,41,24,17,0,0,0
2021-02-01 08:15,25,18,7,0,0,0
2021-02-01 08:30,27,20,7,0,0,0
2021-02-01 08:45,46,30,16,0,0,0
2021-02-01 09:00,26,19,7,0,0,0
2021-02-01 09:15,22,13,9,0,0,0
2021-02-01 09:30,13,7,6,0,0,0
2021-02-01 09:45,25,15,10,0,0,0
2021-02-01 10:00,18,9,9,0,0,0
2021-02-01 10:15,13,10,3,0,0,0
2021-02-01 10:30,23,14,9,0,0,0
2021-02-01 10:45,26,19,7,0,0,0
2021-02-01 11:00,15,9,6,0,0,0
2021-02-01 11:15,18,8,10,0,0,0
2021-02-01 11:30,14,8,6,0,0,0
2021-02-01 11:45,19,8,11,0,0,0
2021-02-01 12:00,15,10,5,0,0,0
2021-02-01 12:15,14,14,0,0,0,0
2021-02-01 12:30,8,8,0,0,0,0
2021-02-01 12:45,10,10,0,0,0,0
2021-02-01 13:00,16,13,3,0,0,0
2021-02-01 13:15,32,15,17,0,0,0
2021-02-01 13:30,32,20,12,0,0,0
2021-02-01 13:45,32,19,13,0,0,0
2021-02-01 14:00,25,17,8,0,0,0
2021-02-01 14:15,30,24,6,0,0,0
2021-02-01 14:30,24,12,12,0,0,0
2021-02-01 14:45,36,25,11,0,0,0
2021-02-01 15:00,30,19,11,0,0,0
2021-02-01 15:15,34,21,13,0,0,0
2021-02-01 15:30,45,26,19,0,0,0
2021-02-01 15:45,40,20,20,0,0,0
2021-02-01 16:00,50,32,18,0,0,0
2021-02-01 16:15,46,29,17,0,0,0
2021-02-01 16:30,38,23,15,0,0,0
2021-02-01 16:45,58,31,27,0,0,0
2021-02-01 17:00,33,17,16,0,0,0
2021-02-01 17:15,32,23,9,0,0,0
2021-02-01 17:30,31,15,16,0,0,0
2021-02-01 17:45,30,19,11,0,0,0
2021-02-01 18:00,47,24,23,0,0,0
2021-02-01 18:15,35,21,14,0,0,0
2021-02-01 18:30,21,13,8,0,0,0
2021-02-01 18:45,17,11,6,0,0,0
2021-02-01 19:00,16,9,7,0,0,0
2021-02-01 19:15,20,11,9,0,0,0
2021-02-01 19:30,18,11,7,0,0,0
2021-02-01 19:45,15,10,5,0,0,0
2021-02-01 20:00,15,6,9,0,0,0
2021-02-01 20:15,14,9,5,0,0,0
2021-02-01 20:30,15,7,8,0,0,0
2021-02-01 20:45,11,8,3,0,0,0
2021-02-01 21:00,9,5,4,0,0,0
2021-02-01 21:15,7,5,2,0,0,0
2021-02-01 21:30,12,3,9,0,0,0
2021-02-01 21:45,5,4,1,0,0,0
2021-02-01 22:00,5,2,3,0,0,0
2021-02-01 22:15,9,6,3,0,0,0
2021-02-01 22:30,3,1,2,0,0,0
2021-02-01 22:45,4,3,1,0,0,0
2021-02-01 23:00,6,1,5,0,0,0
2021-02-01 23:15,5,4,1,0,0,0
2021-02-01 23:30,1,0,1,0,0,0
2021-02-01 23:45,2,1,1,0,0,0
2021-02-02 00:00,1,1,0,0,0,0
2021-02-02 00:15,5,3,2,0,0,0
2021-02-02 00:30,0,0,0,0,0,0
2021-02-02 00:45,2,2,0,0,0,0
2021-02-02 01:00,0,0,0,0,0,0
2021-02-02 01:15,0,0,0,0,0,0
2021-02-02 01:30,2,2,0,0,0,0
2021-02-02 01:45,1,1,0,0,0,0
2021-02-02 02:00,0,0,0,0,0,0
2021-02-02 02:15,2,2,0,0,0,0
2021-02-02 02:30,1,0,1,0,0,0
2021-02-02 02:45,2,1,1,0,0,0
2021-02-02 03:00,1,0,1,0,0,0
2021-02-02 03:15,1,1,0,0,0,0
2021-02-02 03:30,0,0,0,0,0,0
2021-02-02 03:45,0,0,0,0,0,0
2021-02-02 04:00,1,0,1,0,0,0
2021-02-02 04:15,2,1,1,0,0,0
2021-02-02 04:30,4,4,0,0,0,0
2021-02-02 04:45,3,2,1,0,0,0
2021-02-02 05:00,1,0,1,0,0,0
2021-02-02 05:15,6,3,3,0,0,0
2021-02-02 05:30,7,4,3,0,0,0
2021-02-02 05:45,6,4,2,0,0,0
2021-02-02 06:00,6,3,3,0,0,0
2021-02-02 06:15,13,11,2,0,0,0
2021-02-02 06:30,8,4,4,0,0,0
2021-02-02 06:45,22,12,10,0,0,0
2021-02-02 07:00,24,12,12,0,0,0
2021-02-02 07:15,39,19,20,0,0,0
2021-02-02 07:30,44,27,17,0,0,0
2021-02-02 07:45,53,34,19,0,0,0
2021-02-02 08:00,36,21,15,0,0,0
2021-02-02 08:15,43,27,16,0,0,0
2021-02-02 08:30,32,22,10,0,0,0
2021-02-02 08:45,35,17,18,0,0,0
2021-02-02 09:00,21,17,4,0,0,0
2021-02-02 09:15,19,12,7,0,0,0
2021-02-02 09:30,20,12,8,0,0,0
2021-02-02 09:45,24,19,5,0,0,0
2021-02-02 10:00,13,10,3,0,0,0
2021-02-02 10:15,16,9,7,0,0,0
2021-02-02 10:30,18,16,2,0,0,0
2021-02-02 10:45,12,10,2,0,0,0
2021-02-02 11:00,15,9,6,0,0,0
2021-02-02 11:15,18,15,3,0,0,0
2021-02-02 11:30,11,4,7,0,0,0
2021-02-02 11:45,12,7,5,0,0,0
2021-02-02 12:00,14,7,7,0,0,0
2021-02-02 12:15,21,11,10,0,0,0
2021-02-02 12:30,16,12,4,0,0,0
2021-02-02 12:45,19,9,10,0,0,0
2021-02-02 13:00,12,6,6,0,0,0
2021-02-02 13:15,22,17,5,0,0,0
2021-02-02 13:30,16,10,6,0,0,0
2021-02-02 13:45,24,12,12,0,0,0
2021-02-02 14:00,25,13,12,0,0,0
2021-02-02 14:15,23,13,10,0,0,0
2021-02-02 14:30,21,14,7,0,0,0
2021-02-02 14:45,29,18,11,0,0,0
2021-02-02 15:00,27,15,12,0,0,0
2021-02-02 15:15,14,11,3,0,0,0
2021-02-02 15:30,36,25,11,0,0,0
2021-02-02 15:45,36,21,15,0,0,0
2021-02-02 16:00,35,20,15,0,0,0
2021-02-02 16:15,33,21,12,0,0,0
2021-02-02 16:30,33,20,13,0,0,0
2021-02-02 16:45,38,19,19,0,0,0
2021-02-02 17:00,29,24,5,0,0,0
2021-02-02 17:15,32,23,9,0,0,0
2021-02-02 17:30,33,23,10,0,0,0
2021-02-02 17:45,32,19,13,0,0,0
2021-02-02 18:00,30,21,9,0,0,0
2021-02-02 18:15,21,11,10,0,0,0
2021-02-02 18:30,26,13,13,0,0,0
2021-02-02 18:45,21,8,13,0,0,0
2021-02-02 19:00,24,9,15,0,0,0
2021-02-02 19:15,12,7,5,0,0,0
2021-02-02 19:30,22,13,9,0,0,0
2021-02-02 19:45,12,4,8,0,0,0
2021-02-02 20:00,16,7,9,0,0,0
2021-02-02 20:15,14,8,6,0,0,0
2021-02-02 20:30,7,5,2,0,0,0
2021-02-02 20:45,12,10,2,0,0,0
2021-02-02 21:00,7,4,3,0,0,0
2021-02-02 21:15,10,6,4,0,0,0
2021-02-02 21:30,5,4,1,0,0,0
2021-02-02 21:45,5,0,5,0,0,0
2021-02-02 22:00,10,5,5,0,0,0
2021-02-02 22:15,11,7,4,0,0,0
2021-02-02 22:30,6,5,1,0,0,0
2021-02-02 22:45,4,4,0,0,0,0
