Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2020-08-01 00:00,15,9,6,0,0,0
2020-08-01 00:15,18,3,15,0,0,0
2020-08-01 00:30,33,6,27,0,0,0
2020-08-01 00:45,20,4,16,0,0,0
2020-08-01 01:00,23,9,14,0,0,0
2020-08-01 01:15,9,3,6,0,0,0
2020-08-01 01:30,11,3,8,0,0,0
2020-08-01 01:45,17,10,7,0,0,0
2020-08-01 02:00,9,3,6,0,0,0
2020-08-01 02:15,5,0,5,0,0,0
2020-08-01 02:30,7,0,7,0,0,0
2020-08-01 02:45,14,5,9,0,0,0
2020-08-01 03:00,13,2,11,0,0,0
2020-08-01 03:15,7,3,4,0,0,0
2020-08-01 03:30,8,1,7,0,0,0
2020-08-01 03:45,3,2,1,0,0,0
2020-08-01 04:00,4,2,2,0,0,0
2020-08-01 04:15,3,0,3,0,0,0
2020-08-01 04:30,8,2,6,0,0,0
2020-08-01 04:45,2,1,1,0,0,0
2020-08-01 05:00,0,0,0,0,0,0
2020-08-01 05:15,3,0,3,0,0,0
2020-08-01 05:30,7,6,1,0,0,0
2020-08-01 05:45,5,2,3,0,0,0
2020-08-01 06:00,2,2,0,0,0,0
2020-08-01 06:15,6,5,1,0,0,0
2020-08-01 06:30,2,1,1,0,0,0
2020-08-01 06:45,5,2,3,0,0,0
2020-08-01 07:00,6,5,1,0,0,0
2020-08-01 07:15,12,4,8,0,0,0
2020-08-01 07:30,18,13,5,0,0,0
2020-08-01 07:45,23,14,9,0,0,0
2020-08-01 08:00,13,10,3,0,0,0
2020-08-01 08:15,13,8,5,0,0,0
2020-08-01 08:30,18,10,8,0,0,0
2020-08-01 08:45,9,6,3,0,0,0
2020-08-01 09:00,35,28,7,0,0,0
2020-08-01 09:15,21,13,8,0,0,0
2020-08-01 09:30,30,23,7,0,0,0
2020-08-01 09:45,35,28,7,0,0,0
2020-08-01 10:00,30,23,7,0,0,0
2020-08-01 10:15,24,16,8,0,0,0
2020-08-01 10:30,37,31,6,0,0,0
2020-08-01 10:45,26,8,18,0,0,0
2020-08-01 11:00,35,23,12,0,0,0
2020-08-01 11:15,37,23,14,0,0,0
2020-08-01 11:30,42,34,8,0,0,0
2020-08-01 11:45,45,31,14,0,0,0
2020-08-01 12:00,34,23,11,0,0,0
2020-08-01 12:15,35,23,12,0,0,0
2020-08-01 12:30,50,31,19,0,0,0
2020-08-01 12:45,34,19,15,0,0,0
2020-08-01 13:00,47,30,17,0,0,0
2020-08-01 13:15,46,30,16,0,0,0
2020-08-01 13:30,41,34,7,0,0,0
2020-08-01 13:45,50,32,18,0,0,0
2020-08-01 14:00,29,17,12,0,0,0
2020-08-01 14:15,49,33,16,0,0,0
2020-08-01 14:30,41,30,11,0,0,0
2020-08-01 14:45,53,39,14,0,0,0
2020-08-01 15:00,38,28,10,0,0,0
2020-08-01 15:15,51,31,20,0,0,0
2020-08-01 15:30,28,13,15,0,0,0
2020-08-01 15:45,41,22,19,0,0,0
2020-08-01 16:00,45,29,16,0,0,0
2020-08-01 16:15,45,34,11,0,0,0
2020-08-01 16:30,39,24,15,0,0,0
2020-08-01 16:45,56,36,20,0,0,0
2020-08-01 17:00,27,17,10,0,0,0
2020-08-01 17:15,39,20,19,0,0,0
2020-08-01 17:30,46,28,18,0,0,0
2020-08-01 17:45,45,33,12,0,0,0
2020-08-01 18:00,60,29,31,0,0,0
2020-08-01 18:15,49,16,33,0,0,0
2020-08-01 18:30,37,24,13,0,0,0
2020-08-01 18:45,54,36,18,0,0,0
2020-08-01 19:00,44,30,14,0,0,0
2020-08-01 19:15,51,34,17,0,0,0
2020-08-01 19:30,30,19,11,0,0,0
2020-08-01 19:45,38,27,11,0,0,0
2020-08-01 20:00,36,18,18,0,0,0
2020-08-01 20:15,21,15,6,0,0,0
2020-08-01 20:30,28,17,11,0,0,0
2020-08-01 20:45,24,12,12,0,0,0
2020-08-01 21:00,30,20,10,0,0,0
2020-08-01 21:15,23,11,12,0,0,0
2020-08-01 21:30,29,18,11,0,0,0
2020-08-01 21:45,26,14,12,0,0,0
2020-08-01 22:00,26,16,10,0,0,0
2020-08-01 22:15,24,9,15,0,0,0
2020-08-01 22:30,16,7,9,0,0,0
2020-08-01 22:45,23,7,16,0,0,0
2020-08-01 23:00,12,3,9,0,0,0
2020-08-01 23:15,24,11,13,0,0,0
2020-08-01 23:30,22,9,13,0,0,0
2020-08-01 23:45,29,11,18,0,0,0
2020-08-02 00:00,25,12,13,0,0,0
2020-08-02 00:15,10,4,6,0,0,0
2020-08-02 00:30,7,2,5,0,0,0
2020-08-02 00:45,13,5,8,0,0,0
2020-08-02 01:00,23,7,16,0,0,0
2020-08-02 01:15,11,7,4,0,0,0
2020-08-02 01:30,9,1,8,0,0,0
2020-08-02 01:45,13,2,11,0,0,0
2020-08-02 02:00,10,6,4,0,0,0
2020-08-02 02:15,6,0,6,0,0,0
2020-08-02 02:30,7,3,4,0,0,0
2020-08-02 02:45,4,3,1,0,0,0
2020-08-02 03:00,4,2,2,0,0,0
