Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2019-07-01 00:00,5,0,5,0,0,0
2019-07-01 00:15,7,2,5,0,0,0
2019-07-01 00:30,3,2,1,0,0,0
2019-07-01 00:45,2,1,1,0,0,0
2019-07-01 01:00,2,0,2,0,0,0
2019-07-01 01:15,5,1,4,0,0,0
2019-07-01 01:30,0,0,0,0,0,0
2019-07-01 01:45,0,0,0,0,0,0
2019-07-01 02:00,0,0,0,0,0,0
2019-07-01 02:15,1,0,1,0,0,0
2019-07-01 02:30,2,2,0,0,0,0
2019-07-01 02:45,3,0,3,0,0,0
2019-07-01 03:00,0,0,0,0,0,0
2019-07-01 03:15,1,0,1,0,0,0
2019-07-01 03:30,5,2,3,0,0,0
2019-07-01 03:45,0,0,0,0,0,0
2019-07-01 04:00,0,0,0,0,0,0
2019-07-01 04:15,0,0,0,0,0,0
2019-07-01 04:30,2,2,0,0,0,0
2019-07-01 04:45,2,2,0,0,0,0
2019-07-01 05:00,6,2,4,0,0,0
2019-07-01 05:15,7,4,3,0,0,0
2019-07-01 05:30,12,4,8,0,0,0
2019-07-01 05:45,16,9,7,0,0,0
2019-07-01 06:00,12,8,4,0,0,0
2019-07-01 06:15,27,14,13,0,0,0
2019-07-01 06:30,46,18,28,0,0,0
2019-07-01 06:45,59,23,36,0,0,0
2019-07-01 07:00,61,26,35,0,0,0
2019-07-01 07:15,80,50,30,0,0,0
2019-07-01 07:30,134,75,59,0,0,0
2019-07-01 07:45,128,89,39,0,0,0
2019-07-01 08:00,111,75,36,0,0,0
2019-07-01 08:15,83,48,35,0,0,0
2019-07-01 08:30,86,47,39,0,0,0
2019-07-01 08:45,99,66,33,0,0,0
2019-07-01 09:00,59,39,20,0,0,0
2019-07-01 09:15,59,42,17,0,0,0
2019-07-01 09:30,58,41,17,0,0,0
2019-07-01 09:45,76,47,29,0,0,0
2019-07-01 10:00,65,46,19,0,0,0
2019-07-01 10:15,50,32,18,0,0,0
2019-07-01 10:30,51,39,12,0,0,0
2019-07-01 10:45,46,28,18,0,0,0
2019-07-01 11:00,53,43,10,0,0,0
2019-07-01 11:15,57,42,15,0,0,0
2019-07-01 11:30,37,22,15,0,0,0
2019-07-01 11:45,60,37,23,0,0,0
2019-07-01 12:00,61,35,26,0,0,0
2019-07-01 12:15,66,33,33,0,0,0
2019-07-01 12:30,65,34,31,0,0,0
2019-07-01 12:45,64,44,20,0,0,0
2019-07-01 13:00,62,26,36,0,0,0
2019-07-01 13:15,47,21,26,0,0,0
2019-07-01 13:30,60,34,26,0,0,0
2019-07-01 13:45,74,46,28,0,0,0
2019-07-01 14:00,68,47,21,0,0,0
2019-07-01 14:15,63,38,25,0,0,0
2019-07-01 14:30,66,44,22,0,0,0
2019-07-01 14:45,60,35,25,0,0,0
2019-07-01 15:00,82,42,40,0,0,0
2019-07-01 15:15,74,48,26,0,0,0
2019-07-01 15:30,91,62,29,0,0,0
2019-07-01 15:45,106,68,38,0,0,0
2019-07-01 16:00,93,54,39,0,0,0
2019-07-01 16:15,107,73,34,0,0,0
2019-07-01 16:30,135,87,48,0,0,0
2019-07-01 16:45,89,58,31,0,0,0
2019-07-01 17:00,91,55,36,0,0,0
2019-07-01 17:15,108,64,44,0,0,0
2019-07-01 17:30,111,72,39,0,0,0
2019-07-01 17:45,106,60,46,0,0,0
2019-07-01 18:00,101,48,53,0,0,0
2019-07-01 18:15,95,53,42,0,0,0
2019-07-01 18:30,109,52,57,0,0,0
2019-07-01 18:45,89,57,32,0,0,0
2019-07-01 19:00,81,43,38,0,0,0
2019-07-01 19:15,70,35,35,0,0,0
2019-07-01 19:30,48,26,22,0,0,0
2019-07-01 19:45,71,30,41,0,0,0
2019-07-01 20:00,75,36,39,0,0,0
2019-07-01 20:15,55,29,26,0,0,0
2019-07-01 20:30,39,18,21,0,0,0
2019-07-01 20:45,33,25,8,0,0,0
2019-07-01 21:00,37,18,19,0,0,0
2019-07-01 21:15,53,32,21,0,0,0
2019-07-01 21:30,44,23,21,0,0,0
2019-07-01 21:45,32,18,14,0,0,0
2019-07-01 22:00,42,20,22,0,0,0
2019-07-01 22:15,25,8,17,0,0,0
2019-07-01 22:30,29,11,18,0,0,0
2019-07-01 22:45,17,5,12,0,0,0
2019-07-01 23:00,13,4,9,0,0,0
2019-07-01 23:15,16,4,12,0,0,0
2019-07-01 23:30,9,3,6,0,0,0
2019-07-01 23:45,9,4,5,0,0,0
2019-07-02 00:00,5,2,3,0,0,0
2019-07-02 00:15,6,1,5,0,0,0
2019-07-02 00:30,2,1,1,0,0,0
2019-07-02 00:45,3,2,1,0,0,0
2019-07-02 01:00,3,1,2,0,0,0
2019-07-02 01:15,3,1,2,0,0,0
2019-07-02 01:30,3,1,2,0,0,0
2019-07-02 01:45,2,1,1,0,0,0
2019-07-02 02:00,2,2,0,0,0,0
2019-07-02 02:15,1,0,1,0,0,0
2019-07-02 02:30,3,0,3,0,0,0
2019-07-02 02:45,1,1,0,0,0,0
2019-07-02 03:00,1,1,0,0,0,0
2019-07-02 03:15,1,0,1,0,0,0
2019-07-02 03:30,2,1,1,0,0,0
2019-07-02 03:45,0,0,0,0,0,0
2019-07-02 04:00,0,0,0,0,0,0
2019-07-02 04:15,4,2,2,0,0,0
2019-07-02 04:30,1,0,1,0,0,0
2019-07-02 04:45,2,2,0,0,0,0
2019-07-02 05:00,5,2,3,0,0,0
2019-07-02 05:15,3,1,2,0,0,0
2019-07-02 05:30,9,7,2,0,0,0
2019-07-02 05:45,11,6,5,0,0,0
2019-07-02 06:00,6,4,2,0,0,0
2019-07-02 06:15,26,17,9,0,0,0
2019-07-02 06:30,43,12,31,0,0,0
2019-07-02 06:45,67,32,35,0,0,0
2019-07-02 07:00,59,27,32,0,0,0
2019-07-02 07:15,92,56,36,0,0,0
2019-07-02 07:30,134,81,53,0,0,0
2019-07-02 07:45,124,81,43,0,0,0
2019-07-02 08:00,128,89,39,0,0,0
2019-07-02 08:15,91,64,27,0,0,0
2019-07-02 08:30,84,51,33,0,0,0
2019-07-02 08:45,87,58,29,0,0,0
2019-07-02 09:00,60,42,18,0,0,0
2019-07-02 09:15,61,40,21,0,0,0
2019-07-02 09:30,51,44,7,0,0,0
2019-07-02 09:45,76,57,19,0,0,0
2019-07-02 10:00,57,48,9,0,0,0
2019-07-02 10:15,52,31,21,0,0,0
2019-07-02 10:30,31,27,4,0,0,0
2019-07-02 10:45,50,41,9,0,0,0
