Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2020-09-01 00:00,1,0,1,0,0,0,0,0,0,0
2020-09-01 00:15,0,0,0,0,0,0,0,0,0,0
2020-09-01 00:30,0,0,0,0,0,0,0,0,0,0
2020-09-01 00:45,0,0,0,0,0,0,0,0,0,0
2020-09-01 01:00,0,0,0,0,0,0,0,0,0,0
2020-09-01 01:15,1,0,0,1,0,0,0,0,0,0
2020-09-01 01:30,0,0,0,0,0,0,0,0,0,0
2020-09-01 01:45,0,0,0,0,0,0,0,0,0,0
2020-09-01 02:00,0,0,0,0,0,0,0,0,0,0
2020-09-01 02:15,0,0,0,0,0,0,0,0,0,0
2020-09-01 02:30,0,0,0,0,0,0,0,0,0,0
2020-09-01 02:45,1,0,1,0,0,0,0,0,0,0
2020-09-01 03:00,0,0,0,0,0,0,0,0,0,0
2020-09-01 03:15,0,0,0,0,0,0,0,0,0,0
2020-09-01 03:30,0,0,0,0,0,0,0,0,0,0
2020-09-01 03:45,0,0,0,0,0,0,0,0,0,0
2020-09-01 04:00,0,0,0,0,0,0,0,0,0,0
2020-09-01 04:15,0,0,0,0,0,0,0,0,0,0
2020-09-01 04:30,1,0,0,1,0,0,0,0,0,0
2020-09-01 04:45,0,0,0,0,0,0,0,0,0,0
2020-09-01 05:00,3,0,1,2,0,0,0,0,0,0
2020-09-01 05:15,3,0,3,0,0,0,0,0,0,0
2020-09-01 05:30,6,0,3,3,0,0,0,0,0,0
2020-09-01 05:45,5,0,4,1,0,0,0,0,0,0
2020-09-01 06:00,5,0,4,1,0,0,0,0,0,0
2020-09-01 06:15,6,1,3,2,0,0,0,0,0,0
2020-09-01 06:30,24,0,17,7,0,0,0,0,0,0
2020-09-01 06:45,29,1,22,6,0,0,0,0,0,0
2020-09-01 07:00,23,0,18,5,0,0,0,0,0,0
2020-09-01 07:15,32,2,20,8,2,0,0,0,0,0
2020-09-01 07:30,48,5,25,18,0,0,0,0,0,0
2020-09-01 07:45,21,0,16,5,0,0,0,0,0,0
2020-09-01 08:00,10,0,6,4,0,0,0,0,0,0
2020-09-01 08:15,16,1,12,3,0,0,0,0,0,0
2020-09-01 08:30,15,1,5,9,0,0,0,0,0,0
2020-09-01 08:45,3,0,3,0,0,0,0,0,0,0
2020-09-01 09:00,6,0,4,2,0,0,0,0,0,0
2020-09-01 09:15,10,0,7,3,0,0,0,0,0,0
2020-09-01 09:30,7,0,3,4,0,0,0,0,0,0
2020-09-01 09:45,9,0,6,3,0,0,0,0,0,0
2020-09-01 10:00,15,1,6,8,0,0,0,0,0,0
2020-09-01 10:15,2,0,0,1,1,0,0,0,0,0
2020-09-01 10:30,5,0,4,1,0,0,0,0,0,0
2020-09-01 10:45,17,2,4,11,0,0,0,0,0,0
2020-09-01 11:00,5,0,3,2,0,0,0,0,0,0
2020-09-01 11:15,4,0,2,2,0,0,0,0,0,0
2020-09-01 11:30,9,1,5,3,0,0,0,0,0,0
2020-09-01 11:45,11,1,7,3,0,0,0,0,0,0
2020-09-01 12:00,10,1,1,7,1,0,0,0,0,0
2020-09-01 12:15,14,0,6,7,1,0,0,0,0,0
2020-09-01 12:30,8,0,4,2,2,0,0,0,0,0
2020-09-01 12:45,11,0,4,7,0,0,0,0,0,0
2020-09-01 13:00,14,1,4,9,0,0,0,0,0,0
