Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2019-10-01 00:00,84,20,64,0,0,0
2019-10-01 00:15,67,13,54,0,0,0
2019-10-01 00:30,54,6,48,0,0,0
2019-10-01 00:45,46,9,37,0,0,0
2019-10-01 01:00,50,12,38,0,0,0
2019-10-01 01:15,54,1,53,0,0,0
2019-10-01 01:30,31,6,25,0,0,0
2019-10-01 01:45,36,5,31,0,0,0
2019-10-01 02:00,45,2,43,0,0,0
2019-10-01 02:15,22,4,18,0,0,0
2019-10-01 02:30,18,4,14,0,0,0
2019-10-01 02:45,10,1,9,0,0,0
2019-10-01 03:00,7,3,4,0,0,0
2019-10-01 03:15,9,5,4,0,0,0
2019-10-01 03:30,14,4,10,0,0,0
2019-10-01 03:45,1,1,0,0,0,0
2019-10-01 04:00,2,0,2,0,0,0
2019-10-01 04:15,1,1,0,0,0,0
2019-10-01 04:30,6,4,2,0,0,0
2019-10-01 04:45,10,8,2,0,0,0
2019-10-01 05:00,5,2,3,0,0,0
2019-10-01 05:15,8,5,3,0,0,0
2019-10-01 05:30,13,8,5,0,0,0
2019-10-01 05:45,15,11,4,0,0,0
2019-10-01 06:00,22,16,6,0,0,0
2019-10-01 06:15,29,23,6,0,0,0
2019-10-01 06:30,52,30,22,0,0,0
2019-10-01 06:45,57,38,19,0,0,0
2019-10-01 07:00,74,45,29,0,0,0
2019-10-01 07:15,149,110,39,0,0,0
2019-10-01 07:30,231,184,47,0,0,0
2019-10-01 07:45,346,227,119,0,0,0
2019-10-01 08:00,205,121,84,0,0,0
2019-10-01 08:15,200,120,80,0,0,0
2019-10-01 08:30,209,118,91,0,0,0
2019-10-01 08:45,216,111,105,0,0,0
2019-10-01 09:00,117,68,49,0,0,0
2019-10-01 09:15,139,72,67,0,0,0
2019-10-01 09:30,149,73,76,0,0,0
2019-10-01 09:45,214,104,110,0,0,0
2019-10-01 10:00,105,45,60,0,0,0
2019-10-01 10:15,99,49,50,0,0,0
2019-10-01 10:30,93,38,55,0,0,0
2019-10-01 10:45,125,61,64,0,0,0
2019-10-01 11:00,99,62,37,0,0,0
2019-10-01 11:15,83,47,36,0,0,0
2019-10-01 11:30,100,48,52,0,0,0
2019-10-01 11:45,136,86,50,0,0,0
2019-10-01 12:00,122,74,48,0,0,0
2019-10-01 12:15,132,51,81,0,0,0
2019-10-01 12:30,149,74,75,0,0,0
