Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2022-02-01 00:00,6,3,3,0,0,0
2022-02-01 00:15,17,8,9,0,0,0
2022-02-01 00:30,7,2,5,0,0,0
2022-02-01 00:45,7,2,5,0,0,0
2022-02-01 01:00,4,4,0,0,0,0
2022-02-01 01:15,9,1,8,0,0,0
2022-02-01 01:30,6,4,2,0,0,0
2022-02-01 01:45,1,1,0,0,0,0
2022-02-01 02:00,6,2,4,0,0,0
2022-02-01 02:15,2,2,0,0,0,0
2022-02-01 02:30,1,1,0,0,0,0
2022-02-01 02:45,1,0,1,0,0,0
2022-02-01 03:00,2,1,1,0,0,0
2022-02-01 03:15,2,1,1,0,0,0
2022-02-01 03:30,1,0,1,0,0,0
2022-02-01 03:45,0,0,0,0,0,0
2022-02-01 04:00,2,1,1,0,0,0
2022-02-01 04:15,6,3,3,0,0,0
2022-02-01 04:30,5,3,2,0,0,0
2022-02-01 04:45,4,3,1,0,0,0
2022-02-01 05:00,1,0,1,0,0,0
2022-02-01 05:15,13,10,3,0,0,0
2022-02-01 05:30,17,9,8,0,0,0
2022-02-01 05:45,15,13,2,0,0,0
2022-02-01 06:00,19,13,6,0,0,0
2022-02-01 06:15,39,27,12,0,0,0
2022-02-01 06:30,40,26,14,0,0,0
2022-02-01 06:45,59,37,22,0,0,0
2022-02-01 07:00,70,46,24,0,0,0
2022-02-01 07:15,140,102,38,0,0,0
2022-02-01 07:30,227,164,63,0,0,0
2022-02-01 07:45,265,177,88,0,0,0
2022-02-01 08:00,159,94,65,0,0,0
2022-02-01 08:15,173,133,40,0,0,0
2022-02-01 08:30,165,102,63,0,0,0
2022-02-01 08:45,172,116,56,0,0,0
2022-02-01 09:00,133,84,49,0,0,0
2022-02-01 09:15,114,74,40,0,0,0
2022-02-01 09:30,132,69,63,0,0,0
2022-02-01 09:45,134,76,58,0,0,0
2022-02-01 10:00,122,64,58,0,0,0
2022-02-01 10:15,96,47,49,0,0,0
2022-02-01 10:30,72,41,31,0,0,0
2022-02-01 10:45,95,46,49,0,0,0
2022-02-01 11:00,98,45,53,0,0,0
2022-02-01 11:15,104,51,53,0,0,0
2022-02-01 11:30,74,39,35,0,0,0
2022-02-01 11:45,105,63,42,0,0,0
2022-02-01 12:00,123,51,72,0,0,0
2022-02-01 12:15,111,61,50,0,0,0
2022-02-01 12:30,109,51,58,0,0,0
2022-02-01 12:45,150,68,82,0,0,0
2022-02-01 13:00,165,59,106,0,0,0
2022-02-01 13:15,127,53,74,0,0,0
2022-02-01 13:30,134,60,74,0,0,0
2022-02-01 13:45,129,68,61,0,0,0
2022-02-01 14:00,143,53,90,0,0,0
2022-02-01 14:15,111,63,48,0,0,0
2022-02-01 14:30,91,42,49,0,0,0
2022-02-01 14:45,131,54,77,0,0,0
2022-02-01 15:00,107,44,63,0,0,0
2022-02-01 15:15,125,54,71,0,0,0
2022-02-01 15:30,120,67,53,0,0,0
2022-02-01 15:45,149,75,74,0,0,0
2022-02-01 16:00,154,67,87,0,0,0
2022-02-01 16:15,202,105,97,0,0,0
2022-02-01 16:30,198,86,112,0,0,0
2022-02-01 16:45,186,87,99,0,0,0
2022-02-01 17:00,184,94,90,0,0,0
2022-02-01 17:15,165,77,88,0,0,0
2022-02-01 17:30,161,65,96,0,0,0
2022-02-01 17:45,167,84,83,0,0,0
2022-02-01 18:00,168,91,77,0,0,0
2022-02-01 18:15,181,75,106,0,0,0
2022-02-01 18:30,172,71,101,0,0,0
2022-02-01 18:45,174,80,94,0,0,0
2022-02-01 19:00,131,62,69,0,0,0
2022-02-01 19:15,127,57,70,0,0,0
2022-02-01 19:30,118,46,72,0,0,0
2022-02-01 19:45,130,58,72,0,0,0
2022-02-01 20:00,126,58,68,0,0,0
2022-02-01 20:15,112,45,67,0,0,0
2022-02-01 20:30,80,35,45,0,0,0
2022-02-01 20:45,75,26,49,0,0,0
2022-02-01 21:00,68,28,40,0,0,0
2022-02-01 21:15,55,28,27,0,0,0
2022-02-01 21:30,48,24,24,0,0,0
2022-02-01 21:45,53,17,36,0,0,0
2022-02-01 22:00,59,24,35,0,0,0
2022-02-01 22:15,57,32,25,0,0,0
2022-02-01 22:30,46,23,23,0,0,0
2022-02-01 22:45,50,25,25,0,0,0
2022-02-01 23:00,44,20,24,0,0,0
2022-02-01 23:15,36,15,21,0,0,0
2022-02-01 23:30,42,14,28,0,0,0
2022-02-01 23:45,25,11,14,0,0,0
2022-02-02 00:00,21,6,15,0,0,0
2022-02-02 00:15,19,13,6,0,0,0
2022-02-02 00:30,5,2,3,0,0,0
2022-02-02 00:45,10,2,8,0,0,0
2022-02-02 01:00,17,9,8,0,0,0
2022-02-02 01:15,5,3,2,0,0,0
2022-02-02 01:30,4,1,3,0,0,0
2022-02-02 01:45,8,5,3,0,0,0
2022-02-02 02:00,5,2,3,0,0,0
2022-02-02 02:15,8,2,6,0,0,0
2022-02-02 02:30,2,2,0,0,0,0
2022-02-02 02:45,2,2,0,0,0,0
2022-02-02 03:00,1,1,0,0,0,0
2022-02-02 03:15,4,2,2,0,0,0
2022-02-02 03:30,1,0,1,0,0,0
2022-02-02 03:45,2,1,1,0,0,0
2022-02-02 04:00,5,1,4,0,0,0
2022-02-02 04:15,11,8,3,0,0,0
2022-02-02 04:30,3,3,0,0,0,0
2022-02-02 04:45,9,7,2,0,0,0
2022-02-02 05:00,3,0,3,0,0,0
2022-02-02 05:15,13,8,5,0,0,0
2022-02-02 05:30,15,10,5,0,0,0
2022-02-02 05:45,15,10,5,0,0,0
2022-02-02 06:00,30,19,11,0,0,0
2022-02-02 06:15,44,33,11,0,0,0
2022-02-02 06:30,41,23,18,0,0,0
2022-02-02 06:45,66,46,20,0,0,0
2022-02-02 07:00,75,50,25,0,0,0
2022-02-02 07:15,163,132,31,0,0,0
2022-02-02 07:30,246,190,56,0,0,0
2022-02-02 07:45,251,150,101,0,0,0
2022-02-02 08:00,192,120,72,0,0,0
2022-02-02 08:15,173,125,48,0,0,0
2022-02-02 08:30,182,109,73,0,0,0
2022-02-02 08:45,184,112,72,0,0,0
2022-02-02 09:00,153,92,61,0,0,0
2022-02-02 09:15,131,79,52,0,0,0
2022-02-02 09:30,131,80,51,0,0,0
2022-02-02 09:45,154,97,57,0,0,0
2022-02-02 10:00,124,80,44,0,0,0
2022-02-02 10:15,126,81,45,0,0,0
2022-02-02 10:30,117,65,52,0,0,0
2022-02-02 10:45,127,67,60,0,0,0
