Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2019-12-01 00:00,65,18,47,0,0,0
2019-12-01 00:15,60,22,38,0,0,0
2019-12-01 00:30,56,15,41,0,0,0
2019-12-01 00:45,54,13,41,0,0,0
2019-12-01 01:00,73,22,51,0,0,0
2019-12-01 01:15,29,13,16,0,0,0
2019-12-01 01:30,52,19,33,0,0,0
2019-12-01 01:45,42,9,33,0,0,0
2019-12-01 02:00,51,15,36,0,0,0
2019-12-01 02:15,35,18,17,0,0,0
2019-12-01 02:30,24,7,17,0,0,0
2019-12-01 02:45,37,6,31,0,0,0
2019-12-01 03:00,29,5,24,0,0,0
2019-12-01 03:15,31,3,28,0,0,0
2019-12-01 03:30,26,16,10,0,0,0
2019-12-01 03:45,23,6,17,0,0,0
2019-12-01 04:00,24,1,23,0,0,0
2019-12-01 04:15,21,0,21,0,0,0
2019-12-01 04:30,11,3,8,0,0,0
2019-12-01 04:45,12,3,9,0,0,0
2019-12-01 05:00,12,1,11,0,0,0
2019-12-01 05:15,12,5,7,0,0,0
2019-12-01 05:30,15,7,8,0,0,0
2019-12-01 05:45,5,2,3,0,0,0
2019-12-01 06:00,6,3,3,0,0,0
2019-12-01 06:15,7,3,4,0,0,0
2019-12-01 06:30,6,4,2,0,0,0
2019-12-01 06:45,8,4,4,0,0,0
2019-12-01 07:00,5,5,0,0,0,0
2019-12-01 07:15,8,5,3,0,0,0
2019-12-01 07:30,10,4,6,0,0,0
2019-12-01 07:45,12,8,4,0,0,0
2019-12-01 08:00,13,10,3,0,0,0
2019-12-01 08:15,16,7,9,0,0,0
2019-12-01 08:30,12,9,3,0,0,0
2019-12-01 08:45,28,21,7,0,0,0
2019-12-01 09:00,35,20,15,0,0,0
2019-12-01 09:15,29,22,7,0,0,0
2019-12-01 09:30,54,40,14,0,0,0
2019-12-01 09:45,94,76,18,0,0,0
2019-12-01 10:00,64,41,23,0,0,0
2019-12-01 10:15,57,39,18,0,0,0
2019-12-01 10:30,64,43,21,0,0,0
2019-12-01 10:45,69,56,13,0,0,0
2019-12-01 11:00,65,39,26,0,0,0
2019-12-01 11:15,45,26,19,0,0,0
2019-12-01 11:30,63,31,32,0,0,0
2019-12-01 11:45,99,56,43,0,0,0
2019-12-01 12:00,73,45,28,0,0,0
2019-12-01 12:15,74,36,38,0,0,0
2019-12-01 12:30,79,42,37,0,0,0
2019-12-01 12:45,91,38,53,0,0,0
2019-12-01 13:00,73,35,38,0,0,0
2019-12-01 13:15,95,51,44,0,0,0
2019-12-01 13:30,87,50,37,0,0,0
2019-12-01 13:45,98,44,54,0,0,0
2019-12-01 14:00,108,59,49,0,0,0
2019-12-01 14:15,131,83,48,0,0,0
2019-12-01 14:30,117,55,62,0,0,0
2019-12-01 14:45,133,75,58,0,0,0
2019-12-01 15:00,98,51,47,0,0,0
2019-12-01 15:15,120,69,51,0,0,0
2019-12-01 15:30,115,68,47,0,0,0
2019-12-01 15:45,129,80,49,0,0,0
2019-12-01 16:00,124,72,52,0,0,0
2019-12-01 16:15,108,64,44,0,0,0
2019-12-01 16:30,117,71,46,0,0,0
2019-12-01 16:45,102,55,47,0,0,0
2019-12-01 17:00,115,64,51,0,0,0
2019-12-01 17:15,144,75,69,0,0,0
2019-12-01 17:30,140,68,72,0,0,0
2019-12-01 17:45,140,71,69,0,0,0
2019-12-01 18:00,116,46,70,0,0,0
2019-12-01 18:15,112,47,65,0,0,0
2019-12-01 18:30,99,54,45,0,0,0
2019-12-01 18:45,109,53,56,0,0,0
2019-12-01 19:00,70,34,36,0,0,0
2019-12-01 19:15,107,34,73,0,0,0
2019-12-01 19:30,90,40,50,0,0,0
2019-12-01 19:45,121,40,81,0,0,0
2019-12-01 20:00,111,39,72,0,0,0
2019-12-01 20:15,123,42,81,0,0,0
2019-12-01 20:30,84,24,60,0,0,0
2019-12-01 20:45,61,16,45,0,0,0
2019-12-01 21:00,74,22,52,0,0,0
2019-12-01 21:15,55,24,31,0,0,0
2019-12-01 21:30,52,9,43,0,0,0
2019-12-01 21:45,58,9,49,0,0,0
2019-12-01 22:00,57,20,37,0,0,0
2019-12-01 22:15,61,25,36,0,0,0
2019-12-01 22:30,32,10,22,0,0,0
2019-12-01 22:45,28,10,18,0,0,0
2019-12-01 23:00,39,11,28,0,0,0
2019-12-01 23:15,22,5,17,0,0,0
2019-12-01 23:30,16,8,8,0,0,0
2019-12-01 23:45,16,2,14,0,0,0
2019-12-02 00:00,18,3,15,0,0,0
2019-12-02 00:15,10,6,4,0,0,0
2019-12-02 00:30,15,2,13,0,0,0
2019-12-02 00:45,10,3,7,0,0,0
2019-12-02 01:00,12,3,9,0,0,0
2019-12-02 01:15,7,0,7,0,0,0
2019-12-02 01:30,9,5,4,0,0,0
2019-12-02 01:45,11,7,4,0,0,0
2019-12-02 02:00,3,2,1,0,0,0
2019-12-02 02:15,2,0,2,0,0,0
2019-12-02 02:30,1,0,1,0,0,0
2019-12-02 02:45,2,1,1,0,0,0
2019-12-02 03:00,0,0,0,0,0,0
2019-12-02 03:15,2,0,2,0,0,0
2019-12-02 03:30,2,0,2,0,0,0
2019-12-02 03:45,1,1,0,0,0,0
2019-12-02 04:00,3,0,3,0,0,0
2019-12-02 04:15,2,2,0,0,0,0
2019-12-02 04:30,6,2,4,0,0,0
2019-12-02 04:45,7,4,3,0,0,0
2019-12-02 05:00,4,3,1,0,0,0
2019-12-02 05:15,10,8,2,0,0,0
2019-12-02 05:30,11,9,2,0,0,0
2019-12-02 05:45,29,16,13,0,0,0
2019-12-02 06:00,35,28,7,0,0,0
2019-12-02 06:15,44,32,12,0,0,0
2019-12-02 06:30,52,40,12,0,0,0
2019-12-02 06:45,61,45,16,0,0,0
2019-12-02 07:00,89,55,34,0,0,0
2019-12-02 07:15,137,81,56,0,0,0
