Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2022-08-01 00:00,14,5,9,0,0,0
2022-08-01 00:15,15,11,4,0,0,0
2022-08-01 00:30,8,3,5,0,0,0
2022-08-01 00:45,9,1,8,0,0,0
2022-08-01 01:00,7,0,7,0,0,0
2022-08-01 01:15,10,0,10,0,0,0
2022-08-01 01:30,4,0,4,0,0,0
2022-08-01 01:45,5,1,4,0,0,0
2022-08-01 02:00,7,5,2,0,0,0
2022-08-01 02:15,4,1,3,0,0,0
2022-08-01 02:30,4,4,0,0,0,0
2022-08-01 02:45,2,1,1,0,0,0
2022-08-01 03:00,1,1,0,0,0,0
2022-08-01 03:15,1,1,0,0,0,0
2022-08-01 03:30,1,1,0,0,0,0
2022-08-01 03:45,7,3,4,0,0,0
2022-08-01 04:00,1,0,1,0,0,0
2022-08-01 04:15,5,2,3,0,0,0
2022-08-01 04:30,4,0,4,0,0,0
2022-08-01 04:45,8,4,4,0,0,0
2022-08-01 05:00,9,5,4,0,0,0
2022-08-01 05:15,12,8,4,0,0,0
2022-08-01 05:30,18,14,4,0,0,0
2022-08-01 05:45,21,14,7,0,0,0
2022-08-01 06:00,33,19,14,0,0,0
2022-08-01 06:15,31,20,11,0,0,0
2022-08-01 06:30,69,44,25,0,0,0
2022-08-01 06:45,67,43,24,0,0,0
2022-08-01 07:00,60,37,23,0,0,0
2022-08-01 07:15,106,73,33,0,0,0
2022-08-01 07:30,127,71,56,0,0,0
2022-08-01 07:45,187,122,65,0,0,0
2022-08-01 08:00,126,86,40,0,0,0
2022-08-01 08:15,119,67,52,0,0,0
2022-08-01 08:30,94,53,41,0,0,0
2022-08-01 08:45,106,65,41,0,0,0
2022-08-01 09:00,85,54,31,0,0,0
2022-08-01 09:15,102,71,31,0,0,0
2022-08-01 09:30,126,84,42,0,0,0
2022-08-01 09:45,119,69,50,0,0,0
2022-08-01 10:00,90,67,23,0,0,0
2022-08-01 10:15,73,42,31,0,0,0
2022-08-01 10:30,90,56,34,0,0,0
2022-08-01 10:45,88,43,45,0,0,0
2022-08-01 11:00,79,42,37,0,0,0
2022-08-01 11:15,74,42,32,0,0,0
2022-08-01 11:30,76,41,35,0,0,0
2022-08-01 11:45,74,40,34,0,0,0
2022-08-01 12:00,85,35,50,0,0,0
2022-08-01 12:15,64,28,36,0,0,0
2022-08-01 12:30,69,42,27,0,0,0
2022-08-01 12:45,86,46,40,0,0,0
2022-08-01 13:00,93,46,47,0,0,0
2022-08-01 13:15,91,44,47,0,0,0
2022-08-01 13:30,115,62,53,0,0,0
2022-08-01 13:45,105,57,48,0,0,0
2022-08-01 14:00,100,58,42,0,0,0
2022-08-01 14:15,148,83,65,0,0,0
2022-08-01 14:30,126,61,65,0,0,0
2022-08-01 14:45,146,81,65,0,0,0
2022-08-01 15:00,123,61,62,0,0,0
2022-08-01 15:15,124,59,65,0,0,0
2022-08-01 15:30,144,65,79,0,0,0
2022-08-01 15:45,152,86,66,0,0,0
2022-08-01 16:00,145,68,77,0,0,0
2022-08-01 16:15,209,92,117,0,0,0
