Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2021-03-01 00:00,6,0,6,0,0,0
2021-03-01 00:15,4,0,4,0,0,0
2021-03-01 00:30,3,0,3,0,0,0
2021-03-01 00:45,1,0,1,0,0,0
2021-03-01 01:00,1,0,1,0,0,0
2021-03-01 01:15,3,0,3,0,0,0
2021-03-01 01:30,1,0,1,0,0,0
2021-03-01 01:45,1,0,1,0,0,0
2021-03-01 02:00,1,0,1,0,0,0
2021-03-01 02:15,2,0,2,0,0,0
2021-03-01 02:30,2,0,2,0,0,0
2021-03-01 02:45,0,0,0,0,0,0
2021-03-01 03:00,0,0,0,0,0,0
2021-03-01 03:15,0,0,0,0,0,0
2021-03-01 03:30,1,0,1,0,0,0
2021-03-01 03:45,1,0,1,0,0,0
2021-03-01 04:00,0,0,0,0,0,0
2021-03-01 04:15,0,0,0,0,0,0
2021-03-01 04:30,1,0,1,0,0,0
2021-03-01 04:45,3,0,3,0,0,0
2021-03-01 05:00,1,0,1,0,0,0
2021-03-01 05:15,0,0,0,0,0,0
2021-03-01 05:30,10,0,10,0,0,0
2021-03-01 05:45,6,0,6,0,0,0
2021-03-01 06:00,5,0,5,0,0,0
2021-03-01 06:15,19,0,19,0,0,0
2021-03-01 06:30,17,0,17,0,0,0
2021-03-01 06:45,17,0,17,0,0,0
2021-03-01 07:00,34,0,34,0,0,0
2021-03-01 07:15,49,1,48,0,0,0
2021-03-01 07:30,55,1,54,0,0,0
2021-03-01 07:45,76,0,76,0,0,0
2021-03-01 08:00,70,0,70,0,0,0
2021-03-01 08:15,64,0,64,0,0,0
2021-03-01 08:30,80,0,80,0,0,0
2021-03-01 08:45,53,0,53,0,0,0
2021-03-01 09:00,36,0,36,0,0,0
2021-03-01 09:15,41,0,41,0,0,0
2021-03-01 09:30,30,0,30,0,0,0
2021-03-01 09:45,50,0,50,0,0,0
2021-03-01 10:00,35,0,35,0,0,0
2021-03-01 10:15,28,0,28,0,0,0
2021-03-01 10:30,49,0,49,0,0,0
2021-03-01 10:45,34,0,34,0,0,0
2021-03-01 11:00,28,0,28,0,0,0
2021-03-01 11:15,29,0,29,0,0,0
2021-03-01 11:30,46,0,46,0,0,0
2021-03-01 11:45,35,0,35,0,0,0
2021-03-01 12:00,47,0,47,0,0,0
2021-03-01 12:15,61,0,61,0,0,0
2021-03-01 12:30,48,0,48,0,0,0
2021-03-01 12:45,63,0,63,0,0,0
2021-03-01 13:00,56,1,55,0,0,0
2021-03-01 13:15,56,0,56,0,0,0
2021-03-01 13:30,79,0,79,0,0,0
2021-03-01 13:45,56,0,56,0,0,0
2021-03-01 14:00,56,0,56,0,0,0
2021-03-01 14:15,61,0,61,0,0,0
2021-03-01 14:30,60,0,60,0,0,0
2021-03-01 14:45,80,0,80,0,0,0
2021-03-01 15:00,79,0,79,0,0,0
2021-03-01 15:15,82,0,82,0,0,0
2021-03-01 15:30,82,0,82,0,0,0
2021-03-01 15:45,88,0,88,0,0,0
2021-03-01 16:00,100,0,100,0,0,0
2021-03-01 16:15,95,0,95,0,0,0
2021-03-01 16:30,81,0,81,0,0,0
2021-03-01 16:45,91,0,91,0,0,0
2021-03-01 17:00,115,0,115,0,0,0
2021-03-01 17:15,88,0,88,0,0,0
2021-03-01 17:30,96,0,96,0,0,0
2021-03-01 17:45,80,0,80,0,0,0
2021-03-01 18:00,115,0,115,0,0,0
2021-03-01 18:15,91,0,91,0,0,0
2021-03-01 18:30,84,0,84,0,0,0
2021-03-01 18:45,73,0,73,0,0,0
2021-03-01 19:00,47,0,47,0,0,0
2021-03-01 19:15,54,0,54,0,0,0
2021-03-01 19:30,44,0,44,0,0,0
2021-03-01 19:45,33,0,33,0,0,0
2021-03-01 20:00,33,0,33,0,0,0
2021-03-01 20:15,19,0,19,0,0,0
2021-03-01 20:30,20,0,20,0,0,0
2021-03-01 20:45,21,0,21,0,0,0
2021-03-01 21:00,17,0,17,0,0,0
2021-03-01 21:15,19,0,19,0,0,0
2021-03-01 21:30,17,0,17,0,0,0
2021-03-01 21:45,14,0,14,0,0,0
2021-03-01 22:00,12,0,12,0,0,0
2021-03-01 22:15,15,0,15,0,0,0
2021-03-01 22:30,12,0,12,0,0,0
2021-03-01 22:45,8,0,8,0,0,0
2021-03-01 23:00,8,0,8,0,0,0
2021-03-01 23:15,9,0,9,0,0,0
2021-03-01 23:30,7,0,7,0,0,0
2021-03-01 23:45,9,0,9,0,0,0
2021-03-02 00:00,6,0,6,0,0,0
2021-03-02 00:15,11,0,11,0,0,0
2021-03-02 00:30,3,0,3,0,0,0
2021-03-02 00:45,0,0,0,0,0,0
2021-03-02 01:00,1,0,1,0,0,0
2021-03-02 01:15,2,0,2,0,0,0
2021-03-02 01:30,2,0,2,0,0,0
2021-03-02 01:45,5,0,5,0,0,0
2021-03-02 02:00,4,0,4,0,0,0
2021-03-02 02:15,0,0,0,0,0,0
2021-03-02 02:30,0,0,0,0,0,0
2021-03-02 02:45,0,0,0,0,0,0
2021-03-02 03:00,0,0,0,0,0,0
2021-03-02 03:15,2,0,2,0,0,0
2021-03-02 03:30,0,0,0,0,0,0
2021-03-02 03:45,0,0,0,0,0,0
2021-03-02 04:00,3,0,3,0,0,0
2021-03-02 04:15,0,0,0,0,0,0
2021-03-02 04:30,2,0,2,0,0,0
2021-03-02 04:45,4,0,4,0,0,0
2021-03-02 05:00,1,0,1,0,0,0
2021-03-02 05:15,0,0,0,0,0,0
2021-03-02 05:30,9,0,9,0,0,0
2021-03-02 05:45,4,0,4,0,0,0
2021-03-02 06:00,6,0,6,0,0,0
2021-03-02 06:15,17,0,17,0,0,0
2021-03-02 06:30,23,0,23,0,0,0
2021-03-02 06:45,23,0,23,0,0,0
2021-03-02 07:00,30,0,30,0,0,0
2021-03-02 07:15,44,0,44,0,0,0
2021-03-02 07:30,41,0,41,0,0,0
2021-03-02 07:45,89,0,89,0,0,0
2021-03-02 08:00,59,0,59,0,0,0
2021-03-02 08:15,51,0,51,0,0,0
2021-03-02 08:30,56,0,56,0,0,0
2021-03-02 08:45,69,1,68,0,0,0
2021-03-02 09:00,46,1,45,0,0,0
2021-03-02 09:15,31,0,31,0,0,0
2021-03-02 09:30,46,0,46,0,0,0
2021-03-02 09:45,44,0,44,0,0,0
2021-03-02 10:00,37,0,37,0,0,0
2021-03-02 10:15,29,0,29,0,0,0
2021-03-02 10:30,52,2,50,0,0,0
2021-03-02 10:45,55,0,55,0,0,0
2021-03-02 11:00,52,0,52,0,0,0
2021-03-02 11:15,42,0,42,0,0,0
2021-03-02 11:30,68,0,68,0,0,0
2021-03-02 11:45,50,4,46,0,0,0
2021-03-02 12:00,56,0,56,0,0,0
2021-03-02 12:15,54,0,54,0,0,0
2021-03-02 12:30,75,1,74,0,0,0
2021-03-02 12:45,68,0,68,0,0,0
2021-03-02 13:00,89,1,88,0,0,0
2021-03-02 13:15,59,1,58,0,0,0
2021-03-02 13:30,63,0,63,0,0,0
2021-03-02 13:45,66,0,66,0,0,0
2021-03-02 14:00,78,1,77,0,0,0
2021-03-02 14:15,66,0,66,0,0,0
2021-03-02 14:30,82,0,82,0,0,0
2021-03-02 14:45,78,0,78,0,0,0
2021-03-02 15:00,81,0,81,0,0,0
2021-03-02 15:15,99,0,99,0,0,0
2021-03-02 15:30,81,0,81,0,0,0
2021-03-02 15:45,71,1,70,0,0,0
2021-03-02 16:00,88,0,88,0,0,0
2021-03-02 16:15,120,0,120,0,0,0
2021-03-02 16:30,111,0,111,0,0,0
2021-03-02 16:45,108,4,104,0,0,0
2021-03-02 17:00,130,3,127,0,0,0
2021-03-02 17:15,106,0,106,0,0,0
2021-03-02 17:30,122,0,122,0,0,0
2021-03-02 17:45,102,0,102,0,0,0
2021-03-02 18:00,113,0,113,0,0,0
2021-03-02 18:15,78,0,78,0,0,0
2021-03-02 18:30,99,0,99,0,0,0
2021-03-02 18:45,93,0,93,0,0,0
2021-03-02 19:00,72,0,72,0,0,0
2021-03-02 19:15,64,0,64,0,0,0
2021-03-02 19:30,43,0,43,0,0,0
2021-03-02 19:45,42,0,42,0,0,0
2021-03-02 20:00,41,1,40,0,0,0
2021-03-02 20:15,53,0,53,0,0,0
2021-03-02 20:30,32,0,32,0,0,0
2021-03-02 20:45,24,0,24,0,0,0
2021-03-02 21:00,16,0,16,0,0,0
2021-03-02 21:15,29,0,29,0,0,0
2021-03-02 21:30,21,0,21,0,0,0
2021-03-02 21:45,16,0,16,0,0,0
2021-03-02 22:00,14,0,14,0,0,0
2021-03-02 22:15,22,0,22,0,0,0
2021-03-02 22:30,10,1,9,0,0,0
2021-03-02 22:45,32,0,32,0,0,0
2021-03-02 23:00,19,0,19,0,0,0
2021-03-02 23:15,13,0,13,0,0,0
2021-03-02 23:30,7,0,7,0,0,0
2021-03-02 23:45,9,0,9,0,0,0
2021-03-03 00:00,15,0,15,0,0,0
2021-03-03 00:15,2,0,2,0,0,0
2021-03-03 00:30,2,0,2,0,0,0
2021-03-03 00:45,5,0,5,0,0,0
2021-03-03 01:00,3,0,3,0,0,0
2021-03-03 01:15,5,0,5,0,0,0
2021-03-03 01:30,7,0,7,0,0,0
2021-03-03 01:45,2,0,2,0,0,0
2021-03-03 02:00,3,0,3,0,0,0
2021-03-03 02:15,5,0,5,0,0,0
2021-03-03 02:30,1,0,1,0,0,0
2021-03-03 02:45,3,0,3,0,0,0
2021-03-03 03:00,0,0,0,0,0,0
2021-03-03 03:15,2,0,2,0,0,0
2021-03-03 03:30,0,0,0,0,0,0
2021-03-03 03:45,1,0,1,0,0,0
2021-03-03 04:00,1,0,1,0,0,0
2021-03-03 04:15,1,0,1,0,0,0
2021-03-03 04:30,3,0,3,0,0,0
2021-03-03 04:45,2,0,2,0,0,0
2021-03-03 05:00,1,0,1,0,0,0
2021-03-03 05:15,2,0,2,0,0,0
2021-03-03 05:30,10,0,10,0,0,0
2021-03-03 05:45,5,0,5,0,0,0
2021-03-03 06:00,6,0,6,0,0,0
2021-03-03 06:15,15,0,15,0,0,0
2021-03-03 06:30,28,0,28,0,0,0
2021-03-03 06:45,31,0,31,0,0,0
2021-03-03 07:00,28,0,28,0,0,0
2021-03-03 07:15,46,0,46,0,0,0
2021-03-03 07:30,65,0,65,0,0,0
2021-03-03 07:45,93,0,93,0,0,0
2021-03-03 08:00,61,0,61,0,0,0
2021-03-03 08:15,65,0,65,0,0,0
2021-03-03 08:30,63,0,63,0,0,0
2021-03-03 08:45,89,0,89,0,0,0
2021-03-03 09:00,53,0,53,0,0,0
2021-03-03 09:15,66,0,66,0,0,0
2021-03-03 09:30,38,0,38,0,0,0
2021-03-03 09:45,58,0,58,0,0,0
2021-03-03 10:00,27,0,27,0,0,0
2021-03-03 10:15,63,0,63,0,0,0
2021-03-03 10:30,54,0,54,0,0,0
