Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2019-02-01 00:00,10,5,5,0,0,0
2019-02-01 00:15,7,4,3,0,0,0
2019-02-01 00:30,5,4,1,0,0,0
2019-02-01 00:45,12,7,5,0,0,0
2019-02-01 01:00,9,3,6,0,0,0
2019-02-01 01:15,4,1,3,0,0,0
2019-02-01 01:30,3,0,3,0,0,0
2019-02-01 01:45,5,3,2,0,0,0
2019-02-01 02:00,6,3,3,0,0,0
2019-02-01 02:15,3,0,3,0,0,0
2019-02-01 02:30,3,2,1,0,0,0
2019-02-01 02:45,1,0,1,0,0,0
2019-02-01 03:00,2,2,0,0,0,0
2019-02-01 03:15,1,1,0,0,0,0
2019-02-01 03:30,2,2,0,0,0,0
2019-02-01 03:45,1,1,0,0,0,0
2019-02-01 04:00,2,0,2,0,0,0
2019-02-01 04:15,2,2,0,0,0,0
2019-02-01 04:30,1,0,1,0,0,0
2019-02-01 04:45,0,0,0,0,0,0
2019-02-01 05:00,0,0,0,0,0,0
2019-02-01 05:15,2,2,0,0,0,0
2019-02-01 05:30,12,8,4,0,0,0
2019-02-01 05:45,18,11,7,0,0,0
2019-02-01 06:00,11,5,6,0,0,0
2019-02-01 06:15,27,16,11,0,0,0
2019-02-01 06:30,38,26,12,0,0,0
2019-02-01 06:45,51,30,21,0,0,0
2019-02-01 07:00,60,38,22,0,0,0
2019-02-01 07:15,106,81,25,0,0,0
2019-02-01 07:30,250,204,46,0,0,0
2019-02-01 07:45,186,124,62,0,0,0
2019-02-01 08:00,120,82,38,0,0,0
2019-02-01 08:15,105,70,35,0,0,0
2019-02-01 08:30,100,71,29,0,0,0
2019-02-01 08:45,130,89,41,0,0,0
2019-02-01 09:00,78,54,24,0,0,0
2019-02-01 09:15,65,50,15,0,0,0
2019-02-01 09:30,89,64,25,0,0,0
2019-02-01 09:45,94,72,22,0,0,0
2019-02-01 10:00,73,62,11,0,0,0
2019-02-01 10:15,64,30,34,0,0,0
2019-02-01 10:30,49,32,17,0,0,0
2019-02-01 10:45,42,32,10,0,0,0
2019-02-01 11:00,65,39,26,0,0,0
2019-02-01 11:15,78,44,34,0,0,0
2019-02-01 11:30,68,50,18,0,0,0
2019-02-01 11:45,65,49,16,0,0,0
2019-02-01 12:00,72,50,22,0,0,0
2019-02-01 12:15,84,44,40,0,0,0
2019-02-01 12:30,90,42,48,0,0,0
2019-02-01 12:45,116,66,50,0,0,0
2019-02-01 13:00,99,45,54,0,0,0
2019-02-01 13:15,111,42,69,0,0,0
2019-02-01 13:30,66,12,54,0,0,0
2019-02-01 13:45,67,14,53,0,0,0
2019-02-01 14:00,115,37,78,0,0,0
2019-02-01 14:15,114,70,44,0,0,0
2019-02-01 14:30,104,48,56,0,0,0
2019-02-01 14:45,108,52,56,0,0,0
2019-02-01 15:00,131,67,64,0,0,0
2019-02-01 15:15,110,58,52,0,0,0
2019-02-01 15:30,121,71,50,0,0,0
2019-02-01 15:45,110,67,43,0,0,0
2019-02-01 16:00,105,51,54,0,0,0
2019-02-01 16:15,110,65,45,0,0,0
2019-02-01 16:30,125,71,54,0,0,0
2019-02-01 16:45,127,71,56,0,0,0
2019-02-01 17:00,120,55,65,0,0,0
2019-02-01 17:15,121,63,58,0,0,0
2019-02-01 17:30,109,53,56,0,0,0
2019-02-01 17:45,131,68,63,0,0,0
2019-02-01 18:00,101,48,53,0,0,0
2019-02-01 18:15,94,57,37,0,0,0
2019-02-01 18:30,72,31,41,0,0,0
2019-02-01 18:45,76,33,43,0,0,0
2019-02-01 19:00,98,47,51,0,0,0
2019-02-01 19:15,117,69,48,0,0,0
2019-02-01 19:30,106,67,39,0,0,0
2019-02-01 19:45,100,50,50,0,0,0
