Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2020-01-01 00:00,7,4,3,0,0,0
2020-01-01 00:15,7,0,7,0,0,0
2020-01-01 00:30,30,15,15,0,0,0
2020-01-01 00:45,18,10,8,0,0,0
2020-01-01 01:00,22,9,13,0,0,0
2020-01-01 01:15,22,16,6,0,0,0
2020-01-01 01:30,36,22,14,0,0,0
2020-01-01 01:45,24,11,13,0,0,0
2020-01-01 02:00,42,30,12,0,0,0
2020-01-01 02:15,38,27,11,0,0,0
2020-01-01 02:30,50,30,20,0,0,0
2020-01-01 02:45,52,32,20,0,0,0
2020-01-01 03:00,35,21,14,0,0,0
2020-01-01 03:15,46,27,19,0,0,0
2020-01-01 03:30,32,12,20,0,0,0
2020-01-01 03:45,43,29,14,0,0,0
2020-01-01 04:00,22,9,13,0,0,0
2020-01-01 04:15,14,8,6,0,0,0
2020-01-01 04:30,23,18,5,0,0,0
2020-01-01 04:45,22,6,16,0,0,0
2020-01-01 05:00,6,0,6,0,0,0
2020-01-01 05:15,8,5,3,0,0,0
2020-01-01 05:30,13,10,3,0,0,0
2020-01-01 05:45,11,6,5,0,0,0
2020-01-01 06:00,6,3,3,0,0,0
2020-01-01 06:15,2,0,2,0,0,0
2020-01-01 06:30,4,4,0,0,0,0
2020-01-01 06:45,9,9,0,0,0,0
2020-01-01 07:00,5,2,3,0,0,0
2020-01-01 07:15,2,1,1,0,0,0
2020-01-01 07:30,5,5,0,0,0,0
2020-01-01 07:45,3,1,2,0,0,0
2020-01-01 08:00,0,0,0,0,0,0
2020-01-01 08:15,4,1,3,0,0,0
2020-01-01 08:30,1,1,0,0,0,0
2020-01-01 08:45,4,2,2,0,0,0
2020-01-01 09:00,5,1,4,0,0,0
2020-01-01 09:15,5,2,3,0,0,0
2020-01-01 09:30,8,4,4,0,0,0
2020-01-01 09:45,5,4,1,0,0,0
2020-01-01 10:00,12,8,4,0,0,0
2020-01-01 10:15,7,1,6,0,0,0
2020-01-01 10:30,9,9,0,0,0,0
2020-01-01 10:45,21,14,7,0,0,0
2020-01-01 11:00,19,12,7,0,0,0
2020-01-01 11:15,9,7,2,0,0,0
