Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2020-12-01 00:00,7,5,2,0,0,0
2020-12-01 00:15,3,1,2,0,0,0
2020-12-01 00:30,2,1,1,0,0,0
2020-12-01 00:45,3,0,3,0,0,0
2020-12-01 01:00,0,0,0,0,0,0
2020-12-01 01:15,1,0,1,0,0,0
2020-12-01 01:30,0,0,0,0,0,0
2020-12-01 01:45,5,2,3,0,0,0
2020-12-01 02:00,0,0,0,0,0,0
2020-12-01 02:15,0,0,0,0,0,0
2020-12-01 02:30,1,0,1,0,0,0
2020-12-01 02:45,1,1,0,0,0,0
2020-12-01 03:00,1,1,0,0,0,0
2020-12-01 03:15,0,0,0,0,0,0
2020-12-01 03:30,0,0,0,0,0,0
2020-12-01 03:45,0,0,0,0,0,0
2020-12-01 04:00,2,1,1,0,0,0
2020-12-01 04:15,1,0,1,0,0,0
2020-12-01 04:30,2,2,0,0,0,0
2020-12-01 04:45,0,0,0,0,0,0
2020-12-01 05:00,0,0,0,0,0,0
2020-12-01 05:15,5,4,1,0,0,0
2020-12-01 05:30,9,7,2,0,0,0
2020-12-01 05:45,12,5,7,0,0,0
2020-12-01 06:00,15,8,7,0,0,0
2020-12-01 06:15,28,18,10,0,0,0
2020-12-01 06:30,38,28,10,0,0,0
2020-12-01 06:45,63,46,17,0,0,0
2020-12-01 07:00,61,42,19,0,0,0
2020-12-01 07:15,95,58,37,0,0,0
2020-12-01 07:30,120,81,39,0,0,0
2020-12-01 07:45,252,194,58,0,0,0
2020-12-01 08:00,228,198,30,0,0,0
2020-12-01 08:15,138,106,32,0,0,0
2020-12-01 08:30,107,81,26,0,0,0
2020-12-01 08:45,120,100,20,0,0,0
2020-12-01 09:00,82,57,25,0,0,0
2020-12-01 09:15,75,54,21,0,0,0
2020-12-01 09:30,81,62,19,0,0,0
2020-12-01 09:45,87,70,17,0,0,0
2020-12-01 10:00,72,48,24,0,0,0
2020-12-01 10:15,59,39,20,0,0,0
2020-12-01 10:30,66,41,25,0,0,0
2020-12-01 10:45,56,33,23,0,0,0
2020-12-01 11:00,37,25,12,0,0,0
2020-12-01 11:15,50,21,29,0,0,0
2020-12-01 11:30,57,29,28,0,0,0
2020-12-01 11:45,65,36,29,0,0,0
2020-12-01 12:00,66,38,28,0,0,0
2020-12-01 12:15,64,37,27,0,0,0
2020-12-01 12:30,65,33,32,0,0,0
2020-12-01 12:45,82,41,41,0,0,0
2020-12-01 13:00,96,44,52,0,0,0
2020-12-01 13:15,102,50,52,0,0,0
2020-12-01 13:30,79,41,38,0,0,0
2020-12-01 13:45,112,57,55,0,0,0
2020-12-01 14:00,122,71,51,0,0,0
2020-12-01 14:15,115,54,61,0,0,0
2020-12-01 14:30,108,52,56,0,0,0
2020-12-01 14:45,130,78,52,0,0,0
2020-12-01 15:00,84,38,46,0,0,0
2020-12-01 15:15,119,57,62,0,0,0
2020-12-01 15:30,109,57,52,0,0,0
2020-12-01 15:45,130,64,66,0,0,0
2020-12-01 16:00,114,52,62,0,0,0
2020-12-01 16:15,100,58,42,0,0,0
2020-12-01 16:30,133,63,70,0,0,0
2020-12-01 16:45,111,57,54,0,0,0
2020-12-01 17:00,125,44,81,0,0,0
2020-12-01 17:15,129,61,68,0,0,0
2020-12-01 17:30,96,49,47,0,0,0
2020-12-01 17:45,89,38,51,0,0,0
2020-12-01 18:00,84,36,48,0,0,0
2020-12-01 18:15,65,27,38,0,0,0
2020-12-01 18:30,62,30,32,0,0,0
2020-12-01 18:45,65,38,27,0,0,0
2020-12-01 19:00,47,20,27,0,0,0
2020-12-01 19:15,40,18,22,0,0,0
2020-12-01 19:30,36,13,23,0,0,0
2020-12-01 19:45,41,19,22,0,0,0
2020-12-01 20:00,43,17,26,0,0,0
2020-12-01 20:15,32,14,18,0,0,0
2020-12-01 20:30,31,17,14,0,0,0
2020-12-01 20:45,16,9,7,0,0,0
2020-12-01 21:00,21,12,9,0,0,0
2020-12-01 21:15,21,12,9,0,0,0
2020-12-01 21:30,17,8,9,0,0,0
2020-12-01 21:45,16,7,9,0,0,0
2020-12-01 22:00,13,4,9,0,0,0
2020-12-01 22:15,19,11,8,0,0,0
2020-12-01 22:30,12,8,4,0,0,0
2020-12-01 22:45,6,4,2,0,0,0
2020-12-01 23:00,9,5,4,0,0,0
2020-12-01 23:15,10,8,2,0,0,0
2020-12-01 23:30,7,4,3,0,0,0
2020-12-01 23:45,9,5,4,0,0,0
2020-12-02 00:00,2,1,1,0,0,0
2020-12-02 00:15,10,7,3,0,0,0
2020-12-02 00:30,6,4,2,0,0,0
2020-12-02 00:45,1,1,0,0,0,0
2020-12-02 01:00,1,0,1,0,0,0
2020-12-02 01:15,1,0,1,0,0,0
2020-12-02 01:30,6,3,3,0,0,0
2020-12-02 01:45,2,2,0,0,0,0
2020-12-02 02:00,3,2,1,0,0,0
2020-12-02 02:15,1,1,0,0,0,0
2020-12-02 02:30,0,0,0,0,0,0
2020-12-02 02:45,1,0,1,0,0,0
2020-12-02 03:00,0,0,0,0,0,0
2020-12-02 03:15,1,1,0,0,0,0
2020-12-02 03:30,0,0,0,0,0,0
2020-12-02 03:45,2,1,1,0,0,0
2020-12-02 04:00,0,0,0,0,0,0
2020-12-02 04:15,1,0,1,0,0,0
2020-12-02 04:30,1,1,0,0,0,0
2020-12-02 04:45,0,0,0,0,0,0
2020-12-02 05:00,2,2,0,0,0,0
2020-12-02 05:15,5,5,0,0,0,0
2020-12-02 05:30,16,12,4,0,0,0
2020-12-02 05:45,14,5,9,0,0,0
2020-12-02 06:00,10,6,4,0,0,0
2020-12-02 06:15,29,20,9,0,0,0
2020-12-02 06:30,37,24,13,0,0,0
2020-12-02 06:45,51,36,15,0,0,0
2020-12-02 07:00,61,43,18,0,0,0
2020-12-02 07:15,118,86,32,0,0,0
2020-12-02 07:30,141,101,40,0,0,0
2020-12-02 07:45,251,190,61,0,0,0
2020-12-02 08:00,263,231,32,0,0,0
2020-12-02 08:15,177,133,44,0,0,0
2020-12-02 08:30,125,93,32,0,0,0
2020-12-02 08:45,164,119,45,0,0,0
2020-12-02 09:00,86,65,21,0,0,0
2020-12-02 09:15,97,69,28,0,0,0
2020-12-02 09:30,107,80,27,0,0,0
2020-12-02 09:45,110,84,26,0,0,0
2020-12-02 10:00,78,59,19,0,0,0
2020-12-02 10:15,101,70,31,0,0,0
2020-12-02 10:30,113,82,31,0,0,0
