Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2023-05-01 00:00,14,7,7,0,0,0
2023-05-01 00:15,27,17,10,0,0,0
2023-05-01 00:30,16,3,13,0,0,0
2023-05-01 00:45,24,9,15,0,0,0
2023-05-01 01:00,27,11,16,0,0,0
2023-05-01 01:15,14,5,9,0,0,0
2023-05-01 01:30,9,3,6,0,0,0
2023-05-01 01:45,20,5,15,0,0,0
2023-05-01 02:00,13,2,11,0,0,0
2023-05-01 02:15,16,10,6,0,0,0
2023-05-01 02:30,6,4,2,0,0,0
2023-05-01 02:45,11,6,5,0,0,0
2023-05-01 03:00,9,0,9,0,0,0
2023-05-01 03:15,14,5,9,0,0,0
2023-05-01 03:30,3,0,3,0,0,0
2023-05-01 03:45,2,2,0,0,0,0
2023-05-01 04:00,6,0,6,0,0,0
2023-05-01 04:15,3,1,2,0,0,0
2023-05-01 04:30,1,0,1,0,0,0
2023-05-01 04:45,5,0,5,0,0,0
2023-05-01 05:00,1,0,1,0,0,0
2023-05-01 05:15,6,6,0,0,0,0
2023-05-01 05:30,8,5,3,0,0,0
2023-05-01 05:45,5,2,3,0,0,0
2023-05-01 06:00,3,3,0,0,0,0
2023-05-01 06:15,6,4,2,0,0,0
2023-05-01 06:30,8,4,4,0,0,0
2023-05-01 06:45,11,10,1,0,0,0
2023-05-01 07:00,4,1,3,0,0,0
2023-05-01 07:15,10,6,4,0,0,0
2023-05-01 07:30,10,5,5,0,0,0
2023-05-01 07:45,20,13,7,0,0,0
2023-05-01 08:00,7,4,3,0,0,0
2023-05-01 08:15,13,6,7,0,0,0
2023-05-01 08:30,15,7,8,0,0,0
2023-05-01 08:45,20,11,9,0,0,0
2023-05-01 09:00,20,15,5,0,0,0
2023-05-01 09:15,33,27,6,0,0,0
2023-05-01 09:30,31,18,13,0,0,0
2023-05-01 09:45,44,33,11,0,0,0
2023-05-01 10:00,41,26,15,0,0,0
2023-05-01 10:15,49,32,17,0,0,0
2023-05-01 10:30,59,33,26,0,0,0
2023-05-01 10:45,73,48,25,0,0,0
2023-05-01 11:00,67,40,27,0,0,0
2023-05-01 11:15,75,43,32,0,0,0
2023-05-01 11:30,64,37,27,0,0,0
2023-05-01 11:45,82,57,25,0,0,0
2023-05-01 12:00,76,46,30,0,0,0
2023-05-01 12:15,73,51,22,0,0,0
2023-05-01 12:30,100,64,36,0,0,0
2023-05-01 12:45,89,57,32,0,0,0
2023-05-01 13:00,77,45,32,0,0,0
2023-05-01 13:15,88,54,34,0,0,0
2023-05-01 13:30,92,61,31,0,0,0
2023-05-01 13:45,135,93,42,0,0,0
2023-05-01 14:00,110,82,28,0,0,0
2023-05-01 14:15,109,62,47,0,0,0
2023-05-01 14:30,107,64,43,0,0,0
2023-05-01 14:45,108,80,28,0,0,0
2023-05-01 15:00,96,67,29,0,0,0
2023-05-01 15:15,89,66,23,0,0,0
2023-05-01 15:30,90,63,27,0,0,0
2023-05-01 15:45,93,60,33,0,0,0
2023-05-01 16:00,96,70,26,0,0,0
2023-05-01 16:15,76,60,16,0,0,0
2023-05-01 16:30,97,63,34,0,0,0
2023-05-01 16:45,120,81,39,0,0,0
2023-05-01 17:00,69,53,16,0,0,0
2023-05-01 17:15,81,51,30,0,0,0
2023-05-01 17:30,95,66,29,0,0,0
2023-05-01 17:45,65,37,28,0,0,0
2023-05-01 18:00,103,61,42,0,0,0
2023-05-01 18:15,86,56,30,0,0,0
2023-05-01 18:30,86,52,34,0,0,0
2023-05-01 18:45,74,41,33,0,0,0
2023-05-01 19:00,49,25,24,0,0,0
2023-05-01 19:15,19,7,12,0,0,0
2023-05-01 19:30,29,20,9,0,0,0
2023-05-01 19:45,33,14,19,0,0,0
2023-05-01 20:00,31,19,12,0,0,0
2023-05-01 20:15,33,15,18,0,0,0
2023-05-01 20:30,28,10,18,0,0,0
2023-05-01 20:45,27,18,9,0,0,0
2023-05-01 21:00,48,32,16,0,0,0
2023-05-01 21:15,34,20,14,0,0,0
2023-05-01 21:30,33,22,11,0,0,0
2023-05-01 21:45,28,21,7,0,0,0
2023-05-01 22:00,29,13,16,0,0,0
2023-05-01 22:15,19,11,8,0,0,0
2023-05-01 22:30,9,5,4,0,0,0
2023-05-01 22:45,20,13,7,0,0,0
2023-05-01 23:00,14,4,10,0,0,0
2023-05-01 23:15,10,5,5,0,0,0
2023-05-01 23:30,6,4,2,0,0,0
2023-05-01 23:45,7,4,3,0,0,0
