Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2022-09-01 00:00,11,4,7,0,0,0
2022-09-01 00:15,7,4,3,0,0,0
2022-09-01 00:30,8,5,3,0,0,0
2022-09-01 00:45,10,7,3,0,0,0
2022-09-01 01:00,7,2,5,0,0,0
2022-09-01 01:15,8,0,8,0,0,0
2022-09-01 01:30,3,2,1,0,0,0
2022-09-01 01:45,6,1,5,0,0,0
2022-09-01 02:00,0,0,0,0,0,0
2022-09-01 02:15,10,1,9,0,0,0
2022-09-01 02:30,5,2,3,0,0,0
2022-09-01 02:45,1,0,1,0,0,0
2022-09-01 03:00,3,0,3,0,0,0
2022-09-01 03:15,5,0,5,0,0,0
2022-09-01 03:30,6,0,6,0,0,0
2022-09-01 03:45,1,0,1,0,0,0
2022-09-01 04:00,0,0,0,0,0,0
2022-09-01 04:15,3,2,1,0,0,0
2022-09-01 04:30,2,1,1,0,0,0
2022-09-01 04:45,4,2,2,0,0,0
2022-09-01 05:00,2,2,0,0,0,0
2022-09-01 05:15,6,5,1,0,0,0
2022-09-01 05:30,13,11,2,0,0,0
2022-09-01 05:45,23,11,12,0,0,0
2022-09-01 06:00,24,15,9,0,0,0
2022-09-01 06:15,36,21,15,0,0,0
2022-09-01 06:30,54,39,15,0,0,0
2022-09-01 06:45,75,54,21,0,0,0
2022-09-01 07:00,117,77,40,0,0,0
2022-09-01 07:15,218,154,64,0,0,0
2022-09-01 07:30,374,297,77,0,0,0
2022-09-01 07:45,267,177,90,0,0,0
2022-09-01 08:00,167,132,35,0,0,0
2022-09-01 08:15,164,119,45,0,0,0
2022-09-01 08:30,171,128,43,0,0,0
2022-09-01 08:45,161,123,38,0,0,0
2022-09-01 09:00,139,105,34,0,0,0
2022-09-01 09:15,109,69,40,0,0,0
2022-09-01 09:30,136,99,37,0,0,0
2022-09-01 09:45,146,93,53,0,0,0
2022-09-01 10:00,121,83,38,0,0,0
2022-09-01 10:15,99,66,33,0,0,0
2022-09-01 10:30,147,105,42,0,0,0
2022-09-01 10:45,138,90,48,0,0,0
2022-09-01 11:00,120,70,50,0,0,0
2022-09-01 11:15,141,87,54,0,0,0
2022-09-01 11:30,132,80,52,0,0,0
2022-09-01 11:45,127,69,58,0,0,0
2022-09-01 12:00,133,78,55,0,0,0
2022-09-01 12:15,122,65,57,0,0,0
2022-09-01 12:30,136,80,56,0,0,0
2022-09-01 12:45,140,84,56,0,0,0
2022-09-01 13:00,137,72,65,0,0,0
2022-09-01 13:15,143,84,59,0,0,0
2022-09-01 13:30,111,71,40,0,0,0
2022-09-01 13:45,152,93,59,0,0,0
2022-09-01 14:00,146,76,70,0,0,0
2022-09-01 14:15,156,93,63,0,0,0
2022-09-01 14:30,138,95,43,0,0,0
2022-09-01 14:45,188,106,82,0,0,0
2022-09-01 15:00,156,89,67,0,0,0
2022-09-01 15:15,182,101,81,0,0,0
2022-09-01 15:30,189,113,76,0,0,0
2022-09-01 15:45,186,111,75,0,0,0
2022-09-01 16:00,191,124,67,0,0,0
2022-09-01 16:15,159,105,54,0,0,0
2022-09-01 16:30,217,140,77,0,0,0
2022-09-01 16:45,190,109,81,0,0,0
2022-09-01 17:00,167,91,76,0,0,0
2022-09-01 17:15,204,129,75,0,0,0
2022-09-01 17:30,195,120,75,0,0,0
2022-09-01 17:45,183,104,79,0,0,0
2022-09-01 18:00,194,103,91,0,0,0
2022-09-01 18:15,172,86,86,0,0,0
2022-09-01 18:30,165,101,64,0,0,0
2022-09-01 18:45,205,119,86,0,0,0
2022-09-01 19:00,138,77,61,0,0,0
2022-09-01 19:15,104,66,38,0,0,0
2022-09-01 19:30,100,53,47,0,0,0
2022-09-01 19:45,111,54,57,0,0,0
2022-09-01 20:00,106,45,61,0,0,0
2022-09-01 20:15,85,44,41,0,0,0
2022-09-01 20:30,67,40,27,0,0,0
2022-09-01 20:45,70,39,31,0,0,0
2022-09-01 21:00,75,31,44,0,0,0
2022-09-01 21:15,68,39,29,0,0,0
2022-09-01 21:30,89,39,50,0,0,0
2022-09-01 21:45,47,22,25,0,0,0
2022-09-01 22:00,53,29,24,0,0,0
2022-09-01 22:15,49,24,25,0,0,0
2022-09-01 22:30,44,12,32,0,0,0
2022-09-01 22:45,39,19,20,0,0,0
2022-09-01 23:00,24,7,17,0,0,0
2022-09-01 23:15,23,6,17,0,0,0
2022-09-01 23:30,24,9,15,0,0,0
2022-09-01 23:45,18,9,9,0,0,0
2022-09-02 00:00,10,5,5,0,0,0
2022-09-02 00:15,18,5,13,0,0,0
2022-09-02 00:30,3,0,3,0,0,0
2022-09-02 00:45,8,3,5,0,0,0
2022-09-02 01:00,4,2,2,0,0,0
2022-09-02 01:15,1,0,1,0,0,0
2022-09-02 01:30,4,3,1,0,0,0
2022-09-02 01:45,6,1,5,0,0,0
2022-09-02 02:00,4,3,1,0,0,0
2022-09-02 02:15,3,0,3,0,0,0
2022-09-02 02:30,3,0,3,0,0,0
2022-09-02 02:45,2,0,2,0,0,0
2022-09-02 03:00,2,0,2,0,0,0
2022-09-02 03:15,0,0,0,0,0,0
2022-09-02 03:30,2,0,2,0,0,0
2022-09-02 03:45,1,0,1,0,0,0
2022-09-02 04:00,1,1,0,0,0,0
2022-09-02 04:15,2,1,1,0,0,0
2022-09-02 04:30,4,2,2,0,0,0
2022-09-02 04:45,4,1,3,0,0,0
2022-09-02 05:00,3,2,1,0,0,0
2022-09-02 05:15,3,2,1,0,0,0
2022-09-02 05:30,14,10,4,0,0,0
2022-09-02 05:45,26,10,16,0,0,0
2022-09-02 06:00,22,14,8,0,0,0
2022-09-02 06:15,40,24,16,0,0,0
2022-09-02 06:30,49,29,20,0,0,0
2022-09-02 06:45,60,44,16,0,0,0
2022-09-02 07:00,102,66,36,0,0,0
2022-09-02 07:15,194,147,47,0,0,0
2022-09-02 07:30,352,287,65,0,0,0
2022-09-02 07:45,241,150,91,0,0,0
2022-09-02 08:00,149,115,34,0,0,0
2022-09-02 08:15,173,134,39,0,0,0
2022-09-02 08:30,158,103,55,0,0,0
2022-09-02 08:45,151,108,43,0,0,0
2022-09-02 09:00,93,63,30,0,0,0
2022-09-02 09:15,133,96,37,0,0,0
2022-09-02 09:30,127,92,35,0,0,0
2022-09-02 09:45,138,99,39,0,0,0
2022-09-02 10:00,126,92,34,0,0,0
2022-09-02 10:15,121,74,47,0,0,0
2022-09-02 10:30,126,70,56,0,0,0
2022-09-02 10:45,143,89,54,0,0,0
2022-09-02 11:00,129,81,48,0,0,0
2022-09-02 11:15,135,85,50,0,0,0
2022-09-02 11:30,112,80,32,0,0,0
2022-09-02 11:45,145,83,62,0,0,0
2022-09-02 12:00,142,77,65,0,0,0
2022-09-02 12:15,145,65,80,0,0,0
2022-09-02 12:30,143,67,76,0,0,0
2022-09-02 12:45,158,84,74,0,0,0
2022-09-02 13:00,192,102,90,0,0,0
2022-09-02 13:15,147,85,62,0,0,0
2022-09-02 13:30,123,77,46,0,0,0
2022-09-02 13:45,166,88,78,0,0,0
2022-09-02 14:00,158,80,78,0,0,0
2022-09-02 14:15,146,90,56,0,0,0
2022-09-02 14:30,163,99,64,0,0,0
2022-09-02 14:45,185,105,80,0,0,0
2022-09-02 15:00,168,99,69,0,0,0
2022-09-02 15:15,192,129,63,0,0,0
2022-09-02 15:30,163,104,59,0,0,0
2022-09-02 15:45,165,101,64,0,0,0
2022-09-02 16:00,159,105,54,0,0,0
2022-09-02 16:15,165,94,71,0,0,0
2022-09-02 16:30,129,68,61,0,0,0
2022-09-02 16:45,152,80,72,0,0,0
2022-09-02 17:00,138,80,58,0,0,0
2022-09-02 17:15,167,98,69,0,0,0
2022-09-02 17:30,186,128,58,0,0,0
2022-09-02 17:45,224,178,46,0,0,0
2022-09-02 18:00,162,101,61,0,0,0
2022-09-02 18:15,139,92,47,0,0,0
2022-09-02 18:30,153,88,65,0,0,0
2022-09-02 18:45,167,104,63,0,0,0
2022-09-02 19:00,142,76,66,0,0,0
2022-09-02 19:15,135,81,54,0,0,0
2022-09-02 19:30,96,57,39,0,0,0
2022-09-02 19:45,105,56,49,0,0,0
2022-09-02 20:00,139,72,67,0,0,0
2022-09-02 20:15,110,62,48,0,0,0
2022-09-02 20:30,87,48,39,0,0,0
2022-09-02 20:45,79,43,36,0,0,0
2022-09-02 21:00,90,45,45,0,0,0
2022-09-02 21:15,62,27,35,0,0,0
2022-09-02 21:30,67,29,38,0,0,0
2022-09-02 21:45,62,32,30,0,0,0
2022-09-02 22:00,63,29,34,0,0,0
2022-09-02 22:15,48,23,25,0,0,0
2022-09-02 22:30,41,20,21,0,0,0
2022-09-02 22:45,49,24,25,0,0,0
2022-09-02 23:00,46,18,28,0,0,0
2022-09-02 23:15,49,16,33,0,0,0
2022-09-02 23:30,37,12,25,0,0,0
2022-09-02 23:45,40,16,24,0,0,0
2022-09-03 00:00,45,17,28,0,0,0
2022-09-03 00:15,35,21,14,0,0,0
2022-09-03 00:30,29,23,6,0,0,0
2022-09-03 00:45,32,11,21,0,0,0
2022-09-03 01:00,25,13,12,0,0,0
2022-09-03 01:15,40,15,25,0,0,0
2022-09-03 01:30,20,12,8,0,0,0
2022-09-03 01:45,20,9,11,0,0,0
2022-09-03 02:00,25,10,15,0,0,0
2022-09-03 02:15,14,3,11,0,0,0
2022-09-03 02:30,13,5,8,0,0,0
2022-09-03 02:45,18,7,11,0,0,0
2022-09-03 03:00,18,7,11,0,0,0
2022-09-03 03:15,8,2,6,0,0,0
2022-09-03 03:30,9,2,7,0,0,0
2022-09-03 03:45,6,4,2,0,0,0
2022-09-03 04:00,10,4,6,0,0,0
2022-09-03 04:15,2,1,1,0,0,0
2022-09-03 04:30,3,0,3,0,0,0
2022-09-03 04:45,2,1,1,0,0,0
2022-09-03 05:00,5,3,2,0,0,0
2022-09-03 05:15,4,1,3,0,0,0
2022-09-03 05:30,10,8,2,0,0,0
2022-09-03 05:45,15,6,9,0,0,0
2022-09-03 06:00,8,4,4,0,0,0
2022-09-03 06:15,9,6,3,0,0,0
2022-09-03 06:30,12,8,4,0,0,0
2022-09-03 06:45,22,16,6,0,0,0
2022-09-03 07:00,22,19,3,0,0,0
2022-09-03 07:15,18,11,7,0,0,0
2022-09-03 07:30,26,13,13,0,0,0
2022-09-03 07:45,26,14,12,0,0,0
2022-09-03 08:00,41,28,13,0,0,0
2022-09-03 08:15,42,30,12,0,0,0
2022-09-03 08:30,55,37,18,0,0,0
2022-09-03 08:45,73,57,16,0,0,0
2022-09-03 09:00,72,56,16,0,0,0
2022-09-03 09:15,94,72,22,0,0,0
2022-09-03 09:30,92,71,21,0,0,0
2022-09-03 09:45,149,110,39,0,0,0
2022-09-03 10:00,107,82,25,0,0,0
2022-09-03 10:15,131,96,35,0,0,0
2022-09-03 10:30,145,105,40,0,0,0
2022-09-03 10:45,122,78,44,0,0,0
2022-09-03 11:00,121,78,43,0,0,0
2022-09-03 11:15,165,111,54,0,0,0
2022-09-03 11:30,166,116,50,0,0,0
2022-09-03 11:45,189,120,69,0,0,0
2022-09-03 12:00,170,96,74,0,0,0
2022-09-03 12:15,160,96,64,0,0,0
2022-09-03 12:30,169,103,66,0,0,0
2022-09-03 12:45,199,109,90,0,0,0
2022-09-03 13:00,183,98,85,0,0,0
2022-09-03 13:15,164,88,76,0,0,0
2022-09-03 13:30,145,89,56,0,0,0
2022-09-03 13:45,125,81,44,0,0,0
2022-09-03 14:00,162,92,70,0,0,0
2022-09-03 14:15,125,67,58,0,0,0
2022-09-03 14:30,130,72,58,0,0,0
2022-09-03 14:45,128,80,48,0,0,0
2022-09-03 15:00,107,58,49,0,0,0
2022-09-03 15:15,139,94,45,0,0,0
2022-09-03 15:30,110,62,48,0,0,0
2022-09-03 15:45,135,80,55,0,0,0
2022-09-03 16:00,112,68,44,0,0,0
2022-09-03 16:15,109,57,52,0,0,0
2022-09-03 16:30,123,73,50,0,0,0
2022-09-03 16:45,136,72,64,0,0,0
2022-09-03 17:00,140,100,40,0,0,0
2022-09-03 17:15,122,74,48,0,0,0
