Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2019-11-01 00:00,31,19,12,0,0,0
2019-11-01 00:15,21,15,6,0,0,0
2019-11-01 00:30,56,41,15,0,0,0
2019-11-01 00:45,25,13,12,0,0,0
2019-11-01 01:00,36,21,15,0,0,0
2019-11-01 01:15,20,8,12,0,0,0
2019-11-01 01:30,27,11,16,0,0,0
2019-11-01 01:45,21,11,10,0,0,0
2019-11-01 02:00,43,18,25,0,0,0
2019-11-01 02:15,32,14,18,0,0,0
2019-11-01 02:30,26,9,17,0,0,0
2019-11-01 02:45,18,3,15,0,0,0
2019-11-01 03:00,26,9,17,0,0,0
2019-11-01 03:15,12,4,8,0,0,0
2019-11-01 03:30,23,6,17,0,0,0
2019-11-01 03:45,13,5,8,0,0,0
2019-11-01 04:00,7,4,3,0,0,0
2019-11-01 04:15,10,3,7,0,0,0
2019-11-01 04:30,12,1,11,0,0,0
2019-11-01 04:45,13,5,8,0,0,0
2019-11-01 05:00,3,0,3,0,0,0
2019-11-01 05:15,2,0,2,0,0,0
2019-11-01 05:30,7,4,3,0,0,0
2019-11-01 05:45,8,4,4,0,0,0
2019-11-01 06:00,9,5,4,0,0,0
2019-11-01 06:15,6,3,3,0,0,0
2019-11-01 06:30,5,5,0,0,0,0
2019-11-01 06:45,8,6,2,0,0,0
2019-11-01 07:00,5,2,3,0,0,0
2019-11-01 07:15,7,2,5,0,0,0
2019-11-01 07:30,11,7,4,0,0,0
2019-11-01 07:45,14,10,4,0,0,0
2019-11-01 08:00,4,4,0,0,0,0
2019-11-01 08:15,6,4,2,0,0,0
2019-11-01 08:30,18,13,5,0,0,0
2019-11-01 08:45,20,17,3,0,0,0
2019-11-01 09:00,14,10,4,0,0,0
2019-11-01 09:15,25,19,6,0,0,0
2019-11-01 09:30,23,17,6,0,0,0
2019-11-01 09:45,35,24,11,0,0,0
2019-11-01 10:00,31,22,9,0,0,0
2019-11-01 10:15,27,21,6,0,0,0
2019-11-01 10:30,35,23,12,0,0,0
2019-11-01 10:45,39,27,12,0,0,0
2019-11-01 11:00,26,16,10,0,0,0
2019-11-01 11:15,31,20,11,0,0,0
2019-11-01 11:30,30,20,10,0,0,0
2019-11-01 11:45,35,22,13,0,0,0
2019-11-01 12:00,31,19,12,0,0,0
2019-11-01 12:15,43,30,13,0,0,0
2019-11-01 12:30,25,12,13,0,0,0
2019-11-01 12:45,34,22,12,0,0,0
2019-11-01 13:00,25,14,11,0,0,0
2019-11-01 13:15,38,27,11,0,0,0
2019-11-01 13:30,33,21,12,0,0,0
2019-11-01 13:45,35,25,10,0,0,0
