Datetime,100031297 (Promenade),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2020-12-01 00:00,7,0,0,4,1,2,0,0,0,0,0,0,0,0
2020-12-01 00:15,3,0,1,1,0,1,0,0,0,0,0,0,0,0
2020-12-01 00:30,10,0,4,1,0,5,0,0,0,0,0,0,0,0
2020-12-01 00:45,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-12-01 01:00,5,0,1,1,1,2,0,0,0,0,0,0,0,0
2020-12-01 01:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01 01:45,4,0,2,1,0,1,0,0,0,0,0,0,0,0
2020-12-01 02:00,3,0,1,1,0,1,0,0,0,0,0,0,0,0
2020-12-01 02:15,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2020-12-01 02:30,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-12-01 02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01 03:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01 03:30,2,0,0,1,0,1,0,0,0,0,0,0,0,0
2020-12-01 03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01 04:00,5,0,3,0,2,0,0,0,0,0,0,0,0,0
2020-12-01 04:15,5,0,3,0,1,0,1,0,0,0,0,0,0,0
2020-12-01 04:30,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-01 04:45,9,0,5,1,0,3,0,0,0,0,0,0,0,0
2020-12-01 05:00,5,1,3,0,1,0,0,0,0,0,0,0,0,0
2020-12-01 05:15,20,0,14,1,1,4,0,0,0,0,0,0,0,0
2020-12-01 05:30,35,0,19,4,1,11,0,0,0,0,0,0,0,0
2020-12-01 05:45,46,0,23,4,1,18,0,0,0,0,0,0,0,0
2020-12-01 06:00,54,2,25,7,4,15,1,0,0,0,0,0,0,0
2020-12-01 06:15,102,0,63,6,9,24,0,0,0,0,0,0,0,0
2020-12-01 06:30,98,0,58,6,4,30,0,0,0,0,0,0,0,0
2020-12-01 06:45,174,0,112,2,7,53,0,0,0,0,0,0,0,0
2020-12-01 07:00,166,0,105,2,13,46,0,0,0,0,0,0,0,0
2020-12-01 07:15,245,0,143,9,15,76,2,0,0,0,0,0,0,0
2020-12-01 07:30,263,1,128,8,21,105,0,0,0,0,0,0,0,0
2020-12-01 07:45,441,0,233,17,51,138,2,0,0,0,0,0,0,0
2020-12-01 08:00,442,2,218,7,80,134,1,0,0,0,0,0,0,0
2020-12-01 08:15,281,0,156,4,45,74,2,0,0,0,0,0,0,0
2020-12-01 08:30,204,1,100,9,14,67,13,0,0,0,0,0,0,0
2020-12-01 08:45,222,0,133,6,22,61,0,0,0,0,0,0,0,0
2020-12-01 09:00,166,0,87,12,6,61,0,0,0,0,0,0,0,0
2020-12-01 09:15,137,3,81,4,12,35,2,0,0,0,0,0,0,0
2020-12-01 09:30,134,1,73,4,7,48,1,0,0,0,0,0,0,0
2020-12-01 09:45,173,1,92,8,15,56,1,0,0,0,0,0,0,0
2020-12-01 10:00,124,3,75,5,6,35,0,0,0,0,0,0,0,0
2020-12-01 10:15,106,1,62,4,4,35,0,0,0,0,0,0,0,0
2020-12-01 10:30,116,20,59,22,2,13,0,0,0,0,0,0,0,0
2020-12-01 10:45,120,7,63,11,4,35,0,0,0,0,0,0,0,0
2020-12-01 11:00,97,0,55,4,7,31,0,0,0,0,0,0,0,0
2020-12-01 11:15,94,0,47,4,3,40,0,0,0,0,0,0,0,0
2020-12-01 11:30,114,0,55,6,7,46,0,0,0,0,0,0,0,0
2020-12-01 11:45,127,1,63,8,8,47,0,0,0,0,0,0,0,0
2020-12-01 12:00,136,1,60,15,11,48,1,0,0,0,0,0,0,0
2020-12-01 12:15,154,1,72,16,5,60,0,0,0,0,0,0,0,0
2020-12-01 12:30,135,1,66,8,6,54,0,0,0,0,0,0,0,0
2020-12-01 12:45,163,0,66,20,5,71,1,0,0,0,0,0,0,0
2020-12-01 13:00,169,2,78,8,11,69,1,0,0,0,0,0,0,0
2020-12-01 13:15,195,0,99,10,14,69,3,0,0,0,0,0,0,0
2020-12-01 13:30,163,1,70,11,11,70,0,0,0,0,0,0,0,0
2020-12-01 13:45,224,2,94,18,25,83,2,0,0,0,0,0,0,0
2020-12-01 14:00,195,1,89,17,10,74,4,0,0,0,0,0,0,0
2020-12-01 14:15,240,2,84,38,10,103,3,0,0,0,0,0,0,0
2020-12-01 14:30,210,4,78,30,9,88,1,0,0,0,0,0,0,0
2020-12-01 14:45,186,0,71,9,16,90,0,0,0,0,0,0,0,0
2020-12-01 15:00,175,4,78,12,12,69,0,0,0,0,0,0,0,0
2020-12-01 15:15,200,2,94,6,11,86,1,0,0,0,0,0,0,0
2020-12-01 15:30,178,0,80,13,8,76,1,0,0,0,0,0,0,0
2020-12-01 15:45,256,0,130,17,23,86,0,0,0,0,0,0,0,0
2020-12-01 16:00,221,2,101,8,12,98,0,0,0,0,0,0,0,0
2020-12-01 16:15,238,2,110,22,18,85,1,0,0,0,0,0,0,0
2020-12-01 16:30,230,3,93,21,14,98,1,0,0,0,0,0,0,0
2020-12-01 16:45,233,0,106,16,15,95,1,0,0,0,0,0,0,0
2020-12-01 17:00,233,2,99,23,14,94,1,0,0,0,0,0,0,0
2020-12-01 17:15,263,1,119,20,17,106,0,0,0,0,0,0,0,0
2020-12-01 17:30,211,1,88,18,10,94,0,0,0,0,0,0,0,0
2020-12-01 17:45,187,0,76,15,5,88,3,0,0,0,0,0,0,0
2020-12-01 18:00,240,2,93,20,21,103,1,0,0,0,0,0,0,0
2020-12-01 18:15,191,2,83,22,11,73,0,0,0,0,0,0,0,0
2020-12-01 18:30,145,2,53,15,6,67,2,0,0,0,0,0,0,0
2020-12-01 18:45,194,2,82,30,11,68,1,0,0,0,0,0,0,0
2020-12-01 19:00,133,2,56,17,3,53,2,0,0,0,0,0,0,0
2020-12-01 19:15,111,0,43,15,7,46,0,0,0,0,0,0,0,0
2020-12-01 19:30,91,1,43,9,2,36,0,0,0,0,0,0,0,0
2020-12-01 19:45,91,0,35,10,6,39,1,0,0,0,0,0,0,0
2020-12-01 20:00,85,2,34,8,6,35,0,0,0,0,0,0,0,0
2020-12-01 20:15,71,1,31,7,2,30,0,0,0,0,0,0,0,0
2020-12-01 20:30,53,0,25,7,1,20,0,0,0,0,0,0,0,0
2020-12-01 20:45,42,0,15,5,4,18,0,0,0,0,0,0,0,0
2020-12-01 21:00,31,0,13,4,0,14,0,0,0,0,0,0,0,0
2020-12-01 21:15,38,2,16,6,1,12,1,0,0,0,0,0,0,0
2020-12-01 21:30,31,0,11,3,1,16,0,0,0,0,0,0,0,0
2020-12-01 21:45,31,0,17,4,1,9,0,0,0,0,0,0,0,0
2020-12-01 22:00,32,0,12,7,2,10,1,0,0,0,0,0,0,0
2020-12-01 22:15,38,1,16,7,1,13,0,0,0,0,0,0,0,0
2020-12-01 22:30,27,0,13,2,4,7,1,0,0,0,0,0,0,0
2020-12-01 22:45,18,1,6,2,3,6,0,0,0,0,0,0,0,0
2020-12-01 23:00,33,0,19,2,3,8,1,0,0,0,0,0,0,0
2020-12-01 23:15,29,1,3,8,2,15,0,0,0,0,0,0,0,0
2020-12-01 23:30,16,0,6,3,4,3,0,0,0,0,0,0,0,0
2020-12-01 23:45,8,0,5,1,0,2,0,0,0,0,0,0,0,0
