Datetime,100031297 (Promenade),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2021-04-01 00:00,18,1,6,3,0,8,0,0,0,0,0,0,0,0
2021-04-01 00:15,16,1,8,2,1,4,0,0,0,0,0,0,0,0
2021-04-01 00:30,14,0,5,3,1,5,0,0,0,0,0,0,0,0
2021-04-01 00:45,20,4,6,1,2,7,0,0,0,0,0,0,0,0
2021-04-01 01:00,14,0,4,3,2,4,1,0,0,0,0,0,0,0
2021-04-01 01:15,16,0,3,4,1,8,0,0,0,0,0,0,0,0
2021-04-01 01:30,7,1,0,2,1,3,0,0,0,0,0,0,0,0
2021-04-01 01:45,5,0,1,1,1,2,0,0,0,0,0,0,0,0
2021-04-01 02:00,13,1,2,3,3,4,0,0,0,0,0,0,0,0
2021-04-01 02:15,6,0,2,2,1,1,0,0,0,0,0,0,0,0
2021-04-01 02:30,4,0,2,0,1,1,0,0,0,0,0,0,0,0
2021-04-01 02:45,2,0,0,1,0,1,0,0,0,0,0,0,0,0
2021-04-01 03:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-01 03:15,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2021-04-01 03:30,6,0,2,1,1,1,1,0,0,0,0,0,0,0
2021-04-01 03:45,4,0,3,1,0,0,0,0,0,0,0,0,0,0
2021-04-01 04:00,4,0,1,2,1,0,0,0,0,0,0,0,0,0
2021-04-01 04:15,8,2,2,2,1,1,0,0,0,0,0,0,0,0
2021-04-01 04:30,5,1,4,0,0,0,0,0,0,0,0,0,0,0
2021-04-01 04:45,16,0,6,1,1,7,1,0,0,0,0,0,0,0
2021-04-01 05:00,9,0,4,2,1,1,1,0,0,0,0,0,0,0
2021-04-01 05:15,24,0,13,3,2,6,0,0,0,0,0,0,0,0
2021-04-01 05:30,30,0,12,3,2,12,1,0,0,0,0,0,0,0
2021-04-01 05:45,44,0,21,5,3,14,1,0,0,0,0,0,0,0
2021-04-01 06:00,33,0,21,2,0,10,0,0,0,0,0,0,0,0
2021-04-01 06:15,50,0,28,4,1,17,0,0,0,0,0,0,0,0
2021-04-01 06:30,76,1,42,3,5,24,1,0,0,0,0,0,0,0
2021-04-01 06:45,132,0,80,3,12,37,0,0,0,0,0,0,0,0
2021-04-01 07:00,133,0,79,2,9,43,0,0,0,0,0,0,0,0
2021-04-01 07:15,170,0,102,6,16,44,2,0,0,0,0,0,0,0
2021-04-01 07:30,176,0,97,10,18,49,2,0,0,0,0,0,0,0
2021-04-01 07:45,216,1,119,5,20,68,3,0,0,0,0,0,0,0
2021-04-01 08:00,173,3,95,2,12,60,1,0,0,0,0,0,0,0
2021-04-01 08:15,185,2,110,7,17,49,0,0,0,0,0,0,0,0
2021-04-01 08:30,185,1,102,3,20,59,0,0,0,0,0,0,0,0
2021-04-01 08:45,203,1,111,11,20,58,2,0,0,0,0,0,0,0
2021-04-01 09:00,143,0,89,6,11,37,0,0,0,0,0,0,0,0
2021-04-01 09:15,178,1,110,4,12,51,0,0,0,0,0,0,0,0
2021-04-01 09:30,161,2,85,11,11,49,3,0,0,0,0,0,0,0
2021-04-01 09:45,193,1,103,9,22,56,2,0,0,0,0,0,0,0
2021-04-01 10:00,152,0,84,13,7,47,1,0,0,0,0,0,0,0
2021-04-01 10:15,184,4,77,16,22,63,2,0,0,0,0,0,0,0
2021-04-01 10:30,177,1,103,11,16,44,2,0,0,0,0,0,0,0
2021-04-01 10:45,186,4,102,8,14,58,0,0,0,0,0,0,0,0
2021-04-01 11:00,159,1,87,7,16,48,0,0,0,0,0,0,0,0
2021-04-01 11:15,194,3,107,15,16,52,1,0,0,0,0,0,0,0
2021-04-01 11:30,193,2,84,19,17,71,0,0,0,0,0,0,0,0
2021-04-01 11:45,231,2,117,13,19,80,0,0,0,0,0,0,0,0
2021-04-01 12:00,220,0,93,22,12,92,1,0,0,0,0,0,0,0
2021-04-01 12:15,194,3,95,9,11,75,1,0,0,0,0,0,0,0
2021-04-01 12:30,231,1,121,13,24,71,1,0,0,0,0,0,0,0
2021-04-01 12:45,274,2,130,15,24,103,0,0,0,0,0,0,0,0
2021-04-01 13:00,214,0,101,18,15,78,2,0,0,0,0,0,0,0
2021-04-01 13:15,211,0,94,14,12,90,1,0,0,0,0,0,0,0
2021-04-01 13:30,225,1,103,22,13,85,1,0,0,0,0,0,0,0
2021-04-01 13:45,237,1,119,14,19,83,1,0,0,0,0,0,0,0
2021-04-01 14:00,265,1,107,23,22,112,0,0,0,0,0,0,0,0
2021-04-01 14:15,256,0,125,20,19,91,1,0,0,0,0,0,0,0
2021-04-01 14:30,298,0,141,28,25,103,1,0,0,0,0,0,0,0
2021-04-01 14:45,310,1,144,30,36,98,1,0,0,0,0,0,0,0
2021-04-01 15:00,257,4,99,23,32,96,3,0,0,0,0,0,0,0
2021-04-01 15:15,308,1,135,23,31,116,2,0,0,0,0,0,0,0
2021-04-01 15:30,283,1,129,20,29,103,1,0,0,0,0,0,0,0
2021-04-01 15:45,281,1,112,23,16,125,4,0,0,0,0,0,0,0
2021-04-01 16:00,321,3,146,24,24,123,1,0,0,0,0,0,0,0
2021-04-01 16:15,359,4,148,41,28,136,2,0,0,0,0,0,0,0
2021-04-01 16:30,294,1,123,33,20,116,1,0,0,0,0,0,0,0
2021-04-01 16:45,333,0,150,27,24,130,2,0,0,0,0,0,0,0
2021-04-01 17:00,365,0,153,45,20,147,0,0,0,0,0,0,0,0
2021-04-01 17:15,329,0,145,26,35,122,1,0,0,0,0,0,0,0
2021-04-01 17:30,317,2,124,38,23,127,3,0,0,0,0,0,0,0
2021-04-01 17:45,226,2,104,26,14,79,1,0,0,0,0,0,0,0
2021-04-01 18:00,311,4,129,25,28,123,2,0,0,0,0,0,0,0
2021-04-01 18:15,253,2,91,37,17,106,0,0,0,0,0,0,0,0
2021-04-01 18:30,251,2,101,31,13,102,2,0,0,0,0,0,0,0
2021-04-01 18:45,203,0,83,22,15,82,1,0,0,0,0,0,0,0
2021-04-01 19:00,192,3,73,27,6,83,0,0,0,0,0,0,0,0
2021-04-01 19:15,192,0,73,26,14,79,0,0,0,0,0,0,0,0
2021-04-01 19:30,166,0,64,25,11,66,0,0,0,0,0,0,0,0
2021-04-01 19:45,142,3,49,16,13,60,1,0,0,0,0,0,0,0
2021-04-01 20:00,114,1,45,11,7,49,1,0,0,0,0,0,0,0
2021-04-01 20:15,105,4,38,15,8,40,0,0,0,0,0,0,0,0
2021-04-01 20:30,91,5,34,21,3,28,0,0,0,0,0,0,0,0
2021-04-01 20:45,84,0,32,17,5,30,0,0,0,0,0,0,0,0
2021-04-01 21:00,71,0,28,10,4,27,2,0,0,0,0,0,0,0
2021-04-01 21:15,61,2,19,7,8,25,0,0,0,0,0,0,0,0
2021-04-01 21:30,47,2,20,5,4,16,0,0,0,0,0,0,0,0
2021-04-01 21:45,39,0,17,5,0,17,0,0,0,0,0,0,0,0
2021-04-01 22:00,42,0,9,12,2,18,1,0,0,0,0,0,0,0
2021-04-01 22:15,44,2,20,6,3,13,0,0,0,0,0,0,0,0
2021-04-01 22:30,32,0,9,7,4,12,0,0,0,0,0,0,0,0
2021-04-01 22:45,40,2,15,8,3,12,0,0,0,0,0,0,0,0
2021-04-01 23:00,29,3,10,3,7,5,1,0,0,0,0,0,0,0
2021-04-01 23:15,23,2,8,5,1,7,0,0,0,0,0,0,0,0
2021-04-01 23:30,35,0,11,6,3,15,0,0,0,0,0,0,0,0
2021-04-01 23:45,10,1,2,2,1,4,0,0,0,0,0,0,0,0
2021-04-02 00:00,23,0,11,1,3,7,1,0,0,0,0,0,0,0
2021-04-02 00:15,23,0,12,2,2,7,0,0,0,0,0,0,0,0
2021-04-02 00:30,17,0,6,4,1,6,0,0,0,0,0,0,0,0
2021-04-02 00:45,14,0,5,3,0,6,0,0,0,0,0,0,0,0
2021-04-02 01:00,28,1,9,6,4,8,0,0,0,0,0,0,0,0
2021-04-02 01:15,18,1,7,1,2,5,2,0,0,0,0,0,0,0
2021-04-02 01:30,8,0,4,2,0,2,0,0,0,0,0,0,0,0
2021-04-02 01:45,18,0,8,2,4,2,2,0,0,0,0,0,0,0
2021-04-02 02:00,12,0,5,1,2,4,0,0,0,0,0,0,0,0
2021-04-02 02:15,6,0,1,2,1,2,0,0,0,0,0,0,0,0
2021-04-02 02:30,9,1,2,1,2,3,0,0,0,0,0,0,0,0
2021-04-02 02:45,8,0,3,2,0,3,0,0,0,0,0,0,0,0
2021-04-02 03:00,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-04-02 03:15,4,0,1,1,1,1,0,0,0,0,0,0,0,0
2021-04-02 03:30,4,0,1,0,1,2,0,0,0,0,0,0,0,0
2021-04-02 03:45,4,0,2,0,0,2,0,0,0,0,0,0,0,0
2021-04-02 04:00,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2021-04-02 04:15,3,0,1,0,1,1,0,0,0,0,0,0,0,0
2021-04-02 04:30,6,2,0,2,0,2,0,0,0,0,0,0,0,0
2021-04-02 04:45,4,0,1,0,2,1,0,0,0,0,0,0,0,0
2021-04-02 05:00,4,0,2,0,0,1,1,0,0,0,0,0,0,0
2021-04-02 05:15,4,0,3,0,1,0,0,0,0,0,0,0,0,0
2021-04-02 05:30,13,0,8,2,0,3,0,0,0,0,0,0,0,0
2021-04-02 05:45,9,0,3,1,2,3,0,0,0,0,0,0,0,0
2021-04-02 06:00,9,0,3,3,1,2,0,0,0,0,0,0,0,0
2021-04-02 06:15,12,0,8,2,0,2,0,0,0,0,0,0,0,0
2021-04-02 06:30,6,0,3,1,1,1,0,0,0,0,0,0,0,0
2021-04-02 06:45,18,0,8,4,1,5,0,0,0,0,0,0,0,0
2021-04-02 07:00,18,0,10,3,0,5,0,0,0,0,0,0,0,0
2021-04-02 07:15,19,0,11,1,3,4,0,0,0,0,0,0,0,0
2021-04-02 07:30,20,1,9,3,0,7,0,0,0,0,0,0,0,0
2021-04-02 07:45,28,0,16,4,3,5,0,0,0,0,0,0,0,0
2021-04-02 08:00,11,0,7,2,0,1,1,0,0,0,0,0,0,0
2021-04-02 08:15,26,1,15,3,2,5,0,0,0,0,0,0,0,0
2021-04-02 08:30,30,0,16,4,2,8,0,0,0,0,0,0,0,0
2021-04-02 08:45,53,0,22,10,5,16,0,0,0,0,0,0,0,0
2021-04-02 09:00,50,2,25,6,4,13,0,0,0,0,0,0,0,0
2021-04-02 09:15,47,0,26,3,6,12,0,0,0,0,0,0,0,0
2021-04-02 09:30,50,0,28,4,6,12,0,0,0,0,0,0,0,0
2021-04-02 09:45,59,0,32,3,3,21,0,0,0,0,0,0,0,0
2021-04-02 10:00,62,0,33,8,5,16,0,0,0,0,0,0,0,0
2021-04-02 10:15,56,1,33,4,5,12,1,0,0,0,0,0,0,0
2021-04-02 10:30,68,1,26,7,3,31,0,0,0,0,0,0,0,0
2021-04-02 10:45,93,0,45,15,6,27,0,0,0,0,0,0,0,0
2021-04-02 11:00,75,0,32,10,5,27,1,0,0,0,0,0,0,0
2021-04-02 11:15,80,0,38,6,11,25,0,0,0,0,0,0,0,0
2021-04-02 11:30,75,1,26,14,2,32,0,0,0,0,0,0,0,0
2021-04-02 11:45,89,0,31,13,10,34,1,0,0,0,0,0,0,0
2021-04-02 12:00,101,1,50,13,9,27,1,0,0,0,0,0,0,0
2021-04-02 12:15,91,0,49,7,7,28,0,0,0,0,0,0,0,0
2021-04-02 12:30,97,0,40,14,3,38,2,0,0,0,0,0,0,0
2021-04-02 12:45,113,1,58,17,10,27,0,0,0,0,0,0,0,0
2021-04-02 13:00,116,1,40,21,9,43,2,0,0,0,0,0,0,0
2021-04-02 13:15,112,0,58,10,9,35,0,0,0,0,0,0,0,0
2021-04-02 13:30,112,2,47,17,7,38,1,0,0,0,0,0,0,0
2021-04-02 13:45,132,2,50,16,16,45,3,0,0,0,0,0,0,0
2021-04-02 14:00,119,3,49,14,13,39,1,0,0,0,0,0,0,0
2021-04-02 14:15,95,1,44,11,11,28,0,0,0,0,0,0,0,0
2021-04-02 14:30,155,4,65,16,14,53,3,0,0,0,0,0,0,0
2021-04-02 14:45,162,4,63,19,13,61,2,0,0,0,0,0,0,0
2021-04-02 15:00,113,0,53,8,12,40,0,0,0,0,0,0,0,0
2021-04-02 15:15,153,0,73,14,21,44,1,0,0,0,0,0,0,0
2021-04-02 15:30,134,0,53,20,15,40,6,0,0,0,0,0,0,0
2021-04-02 15:45,132,0,55,22,6,48,1,0,0,0,0,0,0,0
2021-04-02 16:00,145,3,57,21,8,56,0,0,0,0,0,0,0,0
2021-04-02 16:15,120,0,50,11,15,43,1,0,0,0,0,0,0,0
2021-04-02 16:30,113,2,42,18,7,43,1,0,0,0,0,0,0,0
2021-04-02 16:45,124,2,50,14,14,44,0,0,0,0,0,0,0,0
2021-04-02 17:00,110,4,44,16,9,36,1,0,0,0,0,0,0,0
2021-04-02 17:15,121,1,43,19,12,46,0,0,0,0,0,0,0,0
2021-04-02 17:30,109,1,43,10,6,48,1,0,0,0,0,0,0,0
2021-04-02 17:45,122,0,54,19,6,42,1,0,0,0,0,0,0,0
2021-04-02 18:00,90,3,38,12,8,28,1,0,0,0,0,0,0,0
2021-04-02 18:15,94,2,35,17,8,30,2,0,0,0,0,0,0,0
2021-04-02 18:30,102,1,52,7,7,35,0,0,0,0,0,0,0,0
2021-04-02 18:45,86,0,34,13,6,33,0,0,0,0,0,0,0,0
2021-04-02 19:00,74,1,33,10,3,26,1,0,0,0,0,0,0,0
2021-04-02 19:15,76,2,28,14,8,21,3,0,0,0,0,0,0,0
2021-04-02 19:30,69,0,30,10,4,24,1,0,0,0,0,0,0,0
2021-04-02 19:45,64,1,21,12,4,26,0,0,0,0,0,0,0,0
2021-04-02 20:00,57,2,23,8,6,17,1,0,0,0,0,0,0,0
2021-04-02 20:15,42,0,18,6,3,15,0,0,0,0,0,0,0,0
2021-04-02 20:30,39,0,16,2,3,18,0,0,0,0,0,0,0,0
2021-04-02 20:45,54,1,19,12,3,18,1,0,0,0,0,0,0,0
2021-04-02 21:00,28,0,14,1,1,12,0,0,0,0,0,0,0,0
2021-04-02 21:15,37,1,14,6,0,16,0,0,0,0,0,0,0,0
2021-04-02 21:30,29,1,11,3,3,11,0,0,0,0,0,0,0,0
2021-04-02 21:45,24,0,8,6,3,7,0,0,0,0,0,0,0,0
2021-04-02 22:00,21,0,9,3,1,8,0,0,0,0,0,0,0,0
2021-04-02 22:15,20,0,10,3,1,6,0,0,0,0,0,0,0,0
2021-04-02 22:30,25,1,11,3,2,8,0,0,0,0,0,0,0,0
2021-04-02 22:45,27,0,8,4,2,13,0,0,0,0,0,0,0,0
2021-04-02 23:00,26,0,6,7,5,8,0,0,0,0,0,0,0,0
2021-04-02 23:15,21,0,12,2,2,5,0,0,0,0,0,0,0,0
2021-04-02 23:30,12,1,2,2,0,7,0,0,0,0,0,0,0,0
2021-04-02 23:45,14,0,7,2,2,2,1,0,0,0,0,0,0,0
2021-04-03 00:00,14,0,4,2,2,6,0,0,0,0,0,0,0,0
2021-04-03 00:15,17,0,5,4,0,7,1,0,0,0,0,0,0,0
2021-04-03 00:30,9,1,4,1,0,3,0,0,0,0,0,0,0,0
2021-04-03 00:45,13,0,4,2,1,5,1,0,0,0,0,0,0,0
2021-04-03 01:00,13,0,3,5,0,4,1,0,0,0,0,0,0,0
2021-04-03 01:15,5,1,2,0,1,1,0,0,0,0,0,0,0,0
2021-04-03 01:30,7,0,3,1,0,3,0,0,0,0,0,0,0,0
2021-04-03 01:45,3,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-04-03 02:00,7,0,2,2,0,3,0,0,0,0,0,0,0,0
2021-04-03 02:15,8,0,4,1,0,3,0,0,0,0,0,0,0,0
2021-04-03 02:30,4,1,1,1,0,1,0,0,0,0,0,0,0,0
2021-04-03 02:45,3,0,1,0,0,2,0,0,0,0,0,0,0,0
2021-04-03 03:00,5,0,5,0,0,0,0,0,0,0,0,0,0,0
2021-04-03 03:15,3,0,1,1,0,1,0,0,0,0,0,0,0,0
2021-04-03 03:30,3,0,2,0,1,0,0,0,0,0,0,0,0,0
2021-04-03 03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-03 04:00,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-04-03 04:15,4,0,1,2,0,1,0,0,0,0,0,0,0,0
2021-04-03 04:30,8,1,2,1,0,4,0,0,0,0,0,0,0,0
2021-04-03 04:45,4,0,2,1,0,1,0,0,0,0,0,0,0,0
2021-04-03 05:00,5,0,3,1,0,1,0,0,0,0,0,0,0,0
2021-04-03 05:15,8,0,7,1,0,0,0,0,0,0,0,0,0,0
2021-04-03 05:30,21,1,15,2,1,2,0,0,0,0,0,0,0,0
2021-04-03 05:45,18,1,5,5,1,6,0,0,0,0,0,0,0,0
2021-04-03 06:00,13,1,4,3,0,5,0,0,0,0,0,0,0,0
2021-04-03 06:15,11,0,9,0,1,1,0,0,0,0,0,0,0,0
2021-04-03 06:30,12,0,7,2,0,3,0,0,0,0,0,0,0,0
2021-04-03 06:45,23,0,19,0,1,3,0,0,0,0,0,0,0,0
2021-04-03 07:00,29,0,17,3,1,8,0,0,0,0,0,0,0,0
2021-04-03 07:15,28,0,19,0,5,4,0,0,0,0,0,0,0,0
2021-04-03 07:30,32,1,15,1,3,12,0,0,0,0,0,0,0,0
2021-04-03 07:45,48,0,27,5,3,13,0,0,0,0,0,0,0,0
2021-04-03 08:00,48,0,24,3,7,14,0,0,0,0,0,0,0,0
2021-04-03 08:15,48,0,30,1,6,11,0,0,0,0,0,0,0,0
2021-04-03 08:30,51,0,23,6,4,18,0,0,0,0,0,0,0,0
2021-04-03 08:45,65,2,42,3,5,13,0,0,0,0,0,0,0,0
2021-04-03 09:00,60,1,25,10,1,23,0,0,0,0,0,0,0,0
2021-04-03 09:15,72,0,48,4,2,17,1,0,0,0,0,0,0,0
2021-04-03 09:30,82,0,43,8,7,23,1,0,0,0,0,0,0,0
2021-04-03 09:45,105,0,66,3,14,21,1,0,0,0,0,0,0,0
2021-04-03 10:00,123,0,70,6,11,33,3,0,0,0,0,0,0,0
2021-04-03 10:15,158,2,89,5,19,43,0,0,0,0,0,0,0,0
2021-04-03 10:30,139,1,65,8,12,52,1,0,0,0,0,0,0,0
2021-04-03 10:45,187,0,87,17,15,67,1,0,0,0,0,0,0,0
2021-04-03 11:00,163,1,78,16,13,54,1,0,0,0,0,0,0,0
2021-04-03 11:15,175,2,79,14,20,58,2,0,0,0,0,0,0,0
2021-04-03 11:30,155,1,71,10,17,51,5,0,0,0,0,0,0,0
2021-04-03 11:45,204,2,100,11,18,71,2,0,0,0,0,0,0,0
2021-04-03 12:00,185,0,91,15,16,62,1,0,0,0,0,0,0,0
2021-04-03 12:15,159,2,71,11,13,62,0,0,0,0,0,0,0,0
2021-04-03 12:30,211,1,89,24,19,76,2,0,0,0,0,0,0,0
2021-04-03 12:45,186,1,87,16,17,65,0,0,0,0,0,0,0,0
2021-04-03 13:00,214,2,98,41,14,57,2,0,0,0,0,0,0,0
2021-04-03 13:15,209,3,99,15,19,72,1,0,0,0,0,0,0,0
2021-04-03 13:30,186,1,68,26,16,70,5,0,0,0,0,0,0,0
2021-04-03 13:45,198,2,80,18,19,76,3,0,0,0,0,0,0,0
2021-04-03 14:00,178,3,74,26,13,61,1,0,0,0,0,0,0,0
2021-04-03 14:15,202,2,85,26,12,75,2,0,0,0,0,0,0,0
2021-04-03 14:30,155,2,65,23,12,53,0,0,0,0,0,0,0,0
2021-04-03 14:45,182,2,72,23,16,66,3,0,0,0,0,0,0,0
2021-04-03 15:00,180,1,78,26,14,59,2,0,0,0,0,0,0,0
2021-04-03 15:15,184,0,74,27,14,68,1,0,0,0,0,0,0,0
2021-04-03 15:30,164,0,72,15,19,58,0,0,0,0,0,0,0,0
2021-04-03 15:45,186,3,76,34,12,60,1,0,0,0,0,0,0,0
2021-04-03 16:00,156,1,74,17,19,44,1,0,0,0,0,0,0,0
2021-04-03 16:15,146,2,52,24,18,49,1,0,0,0,0,0,0,0
2021-04-03 16:30,163,1,68,21,14,58,1,0,0,0,0,0,0,0
2021-04-03 16:45,137,1,59,11,12,54,0,0,0,0,0,0,0,0
2021-04-03 17:00,154,0,66,20,15,50,3,0,0,0,0,0,0,0
2021-04-03 17:15,127,2,51,16,13,43,2,0,0,0,0,0,0,0
2021-04-03 17:30,120,4,48,16,12,40,0,0,0,0,0,0,0,0
2021-04-03 17:45,112,1,52,13,9,36,1,0,0,0,0,0,0,0
2021-04-03 18:00,164,3,61,22,15,62,1,0,0,0,0,0,0,0
2021-04-03 18:15,122,2,44,17,12,46,1,0,0,0,0,0,0,0
2021-04-03 18:30,107,2,39,17,6,42,1,0,0,0,0,0,0,0
2021-04-03 18:45,100,1,39,15,5,39,1,0,0,0,0,0,0,0
2021-04-03 19:00,107,2,44,11,14,34,2,0,0,0,0,0,0,0
2021-04-03 19:15,77,3,33,9,3,27,2,0,0,0,0,0,0,0
2021-04-03 19:30,95,0,36,18,5,34,2,0,0,0,0,0,0,0
2021-04-03 19:45,56,0,29,7,1,19,0,0,0,0,0,0,0,0
2021-04-03 20:00,74,2,28,10,1,33,0,0,0,0,0,0,0,0
2021-04-03 20:15,64,4,27,11,4,17,1,0,0,0,0,0,0,0
2021-04-03 20:30,60,1,28,4,3,24,0,0,0,0,0,0,0,0
2021-04-03 20:45,36,0,16,6,2,12,0,0,0,0,0,0,0,0
2021-04-03 21:00,43,2,14,8,4,13,2,0,0,0,0,0,0,0
2021-04-03 21:15,37,0,12,8,3,14,0,0,0,0,0,0,0,0
2021-04-03 21:30,37,1,13,4,7,11,1,0,0,0,0,0,0,0
2021-04-03 21:45,23,2,10,3,2,5,1,0,0,0,0,0,0,0
2021-04-03 22:00,23,0,6,5,0,12,0,0,0,0,0,0,0,0
2021-04-03 22:15,18,1,3,6,1,7,0,0,0,0,0,0,0,0
2021-04-03 22:30,22,0,10,5,2,5,0,0,0,0,0,0,0,0
2021-04-03 22:45,36,0,13,6,2,15,0,0,0,0,0,0,0,0
2021-04-03 23:00,22,1,7,5,3,6,0,0,0,0,0,0,0,0
2021-04-03 23:15,11,0,5,0,0,6,0,0,0,0,0,0,0,0
2021-04-03 23:30,24,0,13,1,4,6,0,0,0,0,0,0,0,0
2021-04-03 23:45,21,1,3,4,2,11,0,0,0,0,0,0,0,0
2021-04-04 00:00,13,0,4,3,0,6,0,0,0,0,0,0,0,0
2021-04-04 00:15,21,0,8,3,2,8,0,0,0,0,0,0,0,0
2021-04-04 00:30,16,0,5,2,4,5,0,0,0,0,0,0,0,0
2021-04-04 00:45,5,0,1,0,0,4,0,0,0,0,0,0,0,0
2021-04-04 01:00,17,0,6,5,1,5,0,0,0,0,0,0,0,0
2021-04-04 01:15,19,2,3,7,1,6,0,0,0,0,0,0,0,0
2021-04-04 01:30,19,5,6,5,0,3,0,0,0,0,0,0,0,0
2021-04-04 01:45,9,1,4,0,1,3,0,0,0,0,0,0,0,0
2021-04-04 02:00,18,2,12,1,1,2,0,0,0,0,0,0,0,0
2021-04-04 02:15,5,0,2,1,0,2,0,0,0,0,0,0,0,0
2021-04-04 02:30,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-04 02:45,13,0,10,1,2,0,0,0,0,0,0,0,0,0
2021-04-04 03:00,5,0,2,1,1,1,0,0,0,0,0,0,0,0
2021-04-04 03:15,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-04 03:30,6,0,2,1,1,2,0,0,0,0,0,0,0,0
2021-04-04 03:45,2,0,0,1,0,1,0,0,0,0,0,0,0,0
2021-04-04 04:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021-04-04 04:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04 04:30,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2021-04-04 04:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04 05:00,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2021-04-04 05:15,7,1,0,3,0,3,0,0,0,0,0,0,0,0
2021-04-04 05:30,7,0,5,0,1,1,0,0,0,0,0,0,0,0
2021-04-04 05:45,6,0,3,0,1,2,0,0,0,0,0,0,0,0
2021-04-04 06:00,12,1,7,1,1,2,0,0,0,0,0,0,0,0
2021-04-04 06:15,8,0,5,0,0,3,0,0,0,0,0,0,0,0
2021-04-04 06:30,12,0,6,3,1,1,1,0,0,0,0,0,0,0
2021-04-04 06:45,10,0,7,2,0,1,0,0,0,0,0,0,0,0
2021-04-04 07:00,9,0,4,1,3,1,0,0,0,0,0,0,0,0
2021-04-04 07:15,6,0,5,0,1,0,0,0,0,0,0,0,0,0
2021-04-04 07:30,15,1,6,1,1,6,0,0,0,0,0,0,0,0
2021-04-04 07:45,18,0,8,3,3,4,0,0,0,0,0,0,0,0
2021-04-04 08:00,9,0,4,1,0,3,1,0,0,0,0,0,0,0
2021-04-04 08:15,13,0,7,2,2,2,0,0,0,0,0,0,0,0
2021-04-04 08:30,16,0,11,2,0,3,0,0,0,0,0,0,0,0
2021-04-04 08:45,27,0,15,2,2,8,0,0,0,0,0,0,0,0
2021-04-04 09:00,29,0,18,4,2,5,0,0,0,0,0,0,0,0
2021-04-04 09:15,43,0,25,5,2,11,0,0,0,0,0,0,0,0
2021-04-04 09:30,38,0,13,8,3,12,2,0,0,0,0,0,0,0
2021-04-04 09:45,44,1,22,5,5,11,0,0,0,0,0,0,0,0
2021-04-04 10:00,36,0,25,2,3,6,0,0,0,0,0,0,0,0
2021-04-04 10:15,47,1,20,10,1,15,0,0,0,0,0,0,0,0
2021-04-04 10:30,44,1,17,6,3,16,1,0,0,0,0,0,0,0
2021-04-04 10:45,61,0,25,9,3,24,0,0,0,0,0,0,0,0
2021-04-04 11:00,55,3,27,6,7,12,0,0,0,0,0,0,0,0
2021-04-04 11:15,55,0,25,5,6,19,0,0,0,0,0,0,0,0
2021-04-04 11:30,47,2,28,3,1,12,1,0,0,0,0,0,0,0
2021-04-04 11:45,63,0,30,5,10,17,1,0,0,0,0,0,0,0
2021-04-04 12:00,49,1,17,12,3,16,0,0,0,0,0,0,0,0
2021-04-04 12:15,55,0,25,5,8,17,0,0,0,0,0,0,0,0
2021-04-04 12:30,80,1,34,9,8,28,0,0,0,0,0,0,0,0
2021-04-04 12:45,80,0,42,8,8,21,1,0,0,0,0,0,0,0
2021-04-04 13:00,85,1,28,16,10,27,3,0,0,0,0,0,0,0
2021-04-04 13:15,67,1,25,12,5,24,0,0,0,0,0,0,0,0
2021-04-04 13:30,72,0,38,5,8,20,1,0,0,0,0,0,0,0
2021-04-04 13:45,62,0,23,15,1,23,0,0,0,0,0,0,0,0
2021-04-04 14:00,71,0,22,14,4,31,0,0,0,0,0,0,0,0
2021-04-04 14:15,83,1,27,10,5,39,1,0,0,0,0,0,0,0
2021-04-04 14:30,76,2,32,12,2,28,0,0,0,0,0,0,0,0
2021-04-04 14:45,88,0,44,6,9,29,0,0,0,0,0,0,0,0
2021-04-04 15:00,64,2,31,8,5,18,0,0,0,0,0,0,0,0
2021-04-04 15:15,71,3,26,16,6,20,0,0,0,0,0,0,0,0
