Datetime,100031297 (Promenade),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2021-05-01 00:00,35,0,14,6,3,12,0,0,0,0,0,0,0,0
2021-05-01 00:15,35,0,13,4,6,12,0,0,0,0,0,0,0,0
2021-05-01 00:30,25,1,10,4,2,7,1,0,0,0,0,0,0,0
2021-05-01 00:45,21,0,7,5,0,9,0,0,0,0,0,0,0,0
2021-05-01 01:00,26,0,9,5,3,9,0,0,0,0,0,0,0,0
2021-05-01 01:15,20,0,7,3,3,6,1,0,0,0,0,0,0,0
2021-05-01 01:30,19,1,4,5,1,8,0,0,0,0,0,0,0,0
2021-05-01 01:45,17,1,4,4,1,7,0,0,0,0,0,0,0,0
2021-05-01 02:00,4,0,3,0,0,1,0,0,0,0,0,0,0,0
2021-05-01 02:15,9,0,2,2,1,4,0,0,0,0,0,0,0,0
2021-05-01 02:30,13,0,2,4,1,5,1,0,0,0,0,0,0,0
2021-05-01 02:45,13,1,3,3,0,6,0,0,0,0,0,0,0,0
2021-05-01 03:00,7,0,3,0,1,2,1,0,0,0,0,0,0,0
2021-05-01 03:15,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2021-05-01 03:30,4,0,3,0,1,0,0,0,0,0,0,0,0,0
2021-05-01 03:45,5,0,2,1,0,2,0,0,0,0,0,0,0,0
2021-05-01 04:00,6,1,2,1,1,1,0,0,0,0,0,0,0,0
2021-05-01 04:15,6,0,0,1,0,5,0,0,0,0,0,0,0,0
2021-05-01 04:30,4,0,0,2,0,2,0,0,0,0,0,0,0,0
2021-05-01 04:45,5,0,2,1,0,1,1,0,0,0,0,0,0,0
2021-05-01 05:00,3,0,1,1,0,1,0,0,0,0,0,0,0,0
2021-05-01 05:15,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2021-05-01 05:30,8,0,7,1,0,0,0,0,0,0,0,0,0,0
2021-05-01 05:45,11,0,4,3,0,4,0,0,0,0,0,0,0,0
2021-05-01 06:00,9,1,2,0,0,5,1,0,0,0,0,0,0,0
2021-05-01 06:15,14,0,5,4,0,5,0,0,0,0,0,0,0,0
2021-05-01 06:30,9,0,8,0,0,1,0,0,0,0,0,0,0,0
2021-05-01 06:45,10,0,4,3,1,2,0,0,0,0,0,0,0,0
2021-05-01 07:00,11,0,9,0,2,0,0,0,0,0,0,0,0,0
2021-05-01 07:15,11,0,8,0,2,1,0,0,0,0,0,0,0,0
2021-05-01 07:30,11,0,7,2,0,2,0,0,0,0,0,0,0,0
2021-05-01 07:45,23,0,15,1,2,5,0,0,0,0,0,0,0,0
2021-05-01 08:00,20,0,9,4,0,6,1,0,0,0,0,0,0,0
2021-05-01 08:15,28,0,13,4,4,7,0,0,0,0,0,0,0,0
2021-05-01 08:30,37,0,21,2,3,11,0,0,0,0,0,0,0,0
2021-05-01 08:45,43,0,22,4,3,13,1,0,0,0,0,0,0,0
2021-05-01 09:00,37,0,20,3,5,9,0,0,0,0,0,0,0,0
2021-05-01 09:15,53,0,30,4,8,11,0,0,0,0,0,0,0,0
2021-05-01 09:30,56,0,24,10,4,18,0,0,0,0,0,0,0,0
2021-05-01 09:45,76,0,34,6,13,22,1,0,0,0,0,0,0,0
2021-05-01 10:00,93,1,45,6,12,28,1,0,0,0,0,0,0,0
2021-05-01 10:15,93,0,42,14,9,28,0,0,0,0,0,0,0,0
2021-05-01 10:30,101,0,32,22,9,38,0,0,0,0,0,0,0,0
2021-05-01 10:45,133,1,76,10,15,30,1,0,0,0,0,0,0,0
2021-05-01 11:00,146,3,58,7,33,42,3,0,0,0,0,0,0,0
2021-05-01 11:15,134,1,61,11,10,47,4,0,0,0,0,0,0,0
2021-05-01 11:30,130,0,50,20,14,44,2,0,0,0,0,0,0,0
2021-05-01 11:45,171,2,92,15,18,43,1,0,0,0,0,0,0,0
2021-05-01 12:00,165,2,66,18,20,58,1,0,0,0,0,0,0,0
2021-05-01 12:15,154,1,51,19,14,67,2,0,0,0,0,0,0,0
2021-05-01 12:30,150,2,54,24,9,61,0,0,0,0,0,0,0,0
2021-05-01 12:45,208,2,77,26,33,68,2,0,0,0,0,0,0,0
2021-05-01 13:00,211,2,87,28,13,76,5,0,0,0,0,0,0,0
2021-05-01 13:15,189,2,66,36,11,73,1,0,0,0,0,0,0,0
2021-05-01 13:30,218,3,94,29,23,67,2,0,0,0,0,0,0,0
2021-05-01 13:45,242,1,101,22,28,90,0,0,0,0,0,0,0,0
2021-05-01 14:00,213,4,88,28,12,80,1,0,0,0,0,0,0,0
2021-05-01 14:15,231,5,91,30,26,76,3,0,0,0,0,0,0,0
2021-05-01 14:30,184,5,63,28,14,71,3,0,0,0,0,0,0,0
2021-05-01 14:45,243,4,117,27,30,60,5,0,0,0,0,0,0,0
2021-05-01 15:00,229,6,91,32,29,64,7,0,0,0,0,0,0,0
2021-05-01 15:15,199,1,93,20,26,52,7,0,0,0,0,0,0,0
2021-05-01 15:30,218,5,88,32,21,65,7,0,0,0,0,0,0,0
2021-05-01 15:45,250,1,104,33,23,88,1,0,0,0,0,0,0,0
2021-05-01 16:00,190,0,86,12,22,68,2,0,0,0,0,0,0,0
2021-05-01 16:15,273,6,103,29,32,100,3,0,0,0,0,0,0,0
2021-05-01 16:30,204,3,85,30,16,65,5,0,0,0,0,0,0,0
2021-05-01 16:45,232,6,99,31,16,79,1,0,0,0,0,0,0,0
2021-05-01 17:00,204,1,82,28,18,73,2,0,0,0,0,0,0,0
2021-05-01 17:15,168,3,68,28,14,54,1,0,0,0,0,0,0,0
2021-05-01 17:30,207,1,79,27,23,73,4,0,0,0,0,0,0,0
2021-05-01 17:45,211,5,87,26,18,71,4,0,0,0,0,0,0,0
2021-05-01 18:00,198,4,72,34,18,68,2,0,0,0,0,0,0,0
2021-05-01 18:15,143,2,62,16,12,48,3,0,0,0,0,0,0,0
2021-05-01 18:30,167,1,66,23,13,61,3,0,0,0,0,0,0,0
2021-05-01 18:45,174,0,77,22,15,60,0,0,0,0,0,0,0,0
2021-05-01 19:00,120,0,51,15,12,40,2,0,0,0,0,0,0,0
2021-05-01 19:15,162,2,53,18,34,55,0,0,0,0,0,0,0,0
2021-05-01 19:30,133,5,56,15,11,46,0,0,0,0,0,0,0,0
2021-05-01 19:45,117,0,56,17,6,36,2,0,0,0,0,0,0,0
