Datetime,100031297 (Promenade),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2021-01-01 00:00,8,0,2,2,1,3,0,0,0,0,0,0,0,0
2021-01-01 00:15,9,1,2,1,0,5,0,0,0,0,0,0,0,0
2021-01-01 00:30,26,0,13,3,3,7,0,0,0,0,0,0,0,0
2021-01-01 00:45,13,0,4,3,1,3,2,0,0,0,0,0,0,0
2021-01-01 01:00,17,2,3,4,2,6,0,0,0,0,0,0,0,0
2021-01-01 01:15,21,1,11,1,4,1,3,0,0,0,0,0,0,0
2021-01-01 01:30,43,1,18,4,7,11,2,0,0,0,0,0,0,0
2021-01-01 01:45,23,1,10,4,2,6,0,0,0,0,0,0,0,0
2021-01-01 02:00,40,2,17,6,7,6,2,0,0,0,0,0,0,0
2021-01-01 02:15,34,0,10,7,2,14,1,0,0,0,0,0,0,0
2021-01-01 02:30,29,1,10,4,3,11,0,0,0,0,0,0,0,0
2021-01-01 02:45,41,0,20,7,2,11,1,0,0,0,0,0,0,0
2021-01-01 03:00,29,0,10,7,5,7,0,0,0,0,0,0,0,0
2021-01-01 03:15,36,0,18,4,5,9,0,0,0,0,0,0,0,0
2021-01-01 03:30,28,0,9,3,6,10,0,0,0,0,0,0,0,0
2021-01-01 03:45,19,1,8,3,2,5,0,0,0,0,0,0,0,0
2021-01-01 04:00,46,1,23,6,4,10,2,0,0,0,0,0,0,0
2021-01-01 04:15,24,2,6,6,2,8,0,0,0,0,0,0,0,0
2021-01-01 04:30,28,1,8,6,3,10,0,0,0,0,0,0,0,0
2021-01-01 04:45,21,1,7,2,4,7,0,0,0,0,0,0,0,0
2021-01-01 05:00,10,0,5,2,0,3,0,0,0,0,0,0,0,0
2021-01-01 05:15,16,0,6,3,2,4,1,0,0,0,0,0,0,0
2021-01-01 05:30,16,0,8,3,1,4,0,0,0,0,0,0,0,0
2021-01-01 05:45,13,1,4,4,1,3,0,0,0,0,0,0,0,0
2021-01-01 06:00,11,1,8,0,2,0,0,0,0,0,0,0,0,0
2021-01-01 06:15,9,0,3,3,1,2,0,0,0,0,0,0,0,0
2021-01-01 06:30,6,0,2,1,1,2,0,0,0,0,0,0,0,0
2021-01-01 06:45,11,0,5,3,0,3,0,0,0,0,0,0,0,0
2021-01-01 07:00,6,0,1,1,3,0,1,0,0,0,0,0,0,0
2021-01-01 07:15,9,0,5,1,0,3,0,0,0,0,0,0,0,0
2021-01-01 07:30,9,0,7,0,1,0,1,0,0,0,0,0,0,0
2021-01-01 07:45,13,0,3,2,1,6,1,0,0,0,0,0,0,0
2021-01-01 08:00,5,0,3,0,1,1,0,0,0,0,0,0,0,0
2021-01-01 08:15,5,0,0,2,0,2,1,0,0,0,0,0,0,0
2021-01-01 08:30,5,0,4,1,0,0,0,0,0,0,0,0,0,0
2021-01-01 08:45,7,0,3,1,2,1,0,0,0,0,0,0,0,0
2021-01-01 09:00,7,0,5,1,1,0,0,0,0,0,0,0,0,0
2021-01-01 09:15,8,0,1,1,1,5,0,0,0,0,0,0,0,0
2021-01-01 09:30,14,0,6,1,3,4,0,0,0,0,0,0,0,0
2021-01-01 09:45,10,0,4,1,1,4,0,0,0,0,0,0,0,0
2021-01-01 10:00,16,1,6,4,0,5,0,0,0,0,0,0,0,0
2021-01-01 10:15,18,0,9,3,0,6,0,0,0,0,0,0,0,0
2021-01-01 10:30,16,0,6,1,2,7,0,0,0,0,0,0,0,0
2021-01-01 10:45,19,0,10,2,2,5,0,0,0,0,0,0,0,0
2021-01-01 11:00,27,0,15,3,4,4,1,0,0,0,0,0,0,0
2021-01-01 11:15,23,0,11,3,4,5,0,0,0,0,0,0,0,0
2021-01-01 11:30,32,1,14,4,2,11,0,0,0,0,0,0,0,0
2021-01-01 11:45,50,0,25,6,2,16,1,0,0,0,0,0,0,0
2021-01-01 12:00,36,0,17,6,3,10,0,0,0,0,0,0,0,0
2021-01-01 12:15,49,1,27,4,4,13,0,0,0,0,0,0,0,0
2021-01-01 12:30,54,0,23,6,8,16,1,0,0,0,0,0,0,0
2021-01-01 12:45,71,2,31,10,7,21,0,0,0,0,0,0,0,0
