Datetime,100031297 (Promenade),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2020-03-01 00:00,50,1,19,6,4,20,0,0,0,0,0,0,0,0
2020-03-01 00:15,63,1,22,13,8,18,1,0,0,0,0,0,0,0
2020-03-01 00:30,75,0,29,11,12,22,1,0,0,0,0,0,0,0
2020-03-01 00:45,39,1,13,7,7,11,0,0,0,0,0,0,0,0
2020-03-01 01:00,59,2,21,6,9,21,0,0,0,0,0,0,0,0
2020-03-01 01:15,43,2,13,10,5,10,3,0,0,0,0,0,0,0
2020-03-01 01:30,47,1,15,8,8,15,0,0,0,0,0,0,0,0
2020-03-01 01:45,30,0,12,4,7,7,0,0,0,0,0,0,0,0
2020-03-01 02:00,31,1,9,7,4,8,2,0,0,0,0,0,0,0
2020-03-01 02:15,27,1,9,3,4,9,1,0,0,0,0,0,0,0
2020-03-01 02:30,27,1,13,2,2,9,0,0,0,0,0,0,0,0
2020-03-01 02:45,24,0,7,4,6,6,1,0,0,0,0,0,0,0
2020-03-01 03:00,22,1,6,6,1,8,0,0,0,0,0,0,0,0
2020-03-01 03:15,12,0,4,3,1,4,0,0,0,0,0,0,0,0
2020-03-01 03:30,16,0,8,1,1,6,0,0,0,0,0,0,0,0
2020-03-01 03:45,26,1,7,3,4,11,0,0,0,0,0,0,0,0
2020-03-01 04:00,19,1,7,2,2,7,0,0,0,0,0,0,0,0
2020-03-01 04:15,5,0,2,1,0,2,0,0,0,0,0,0,0,0
2020-03-01 04:30,20,2,2,8,0,8,0,0,0,0,0,0,0,0
2020-03-01 04:45,11,1,3,2,0,5,0,0,0,0,0,0,0,0
2020-03-01 05:00,6,1,3,1,0,1,0,0,0,0,0,0,0,0
2020-03-01 05:15,12,0,5,2,3,1,1,0,0,0,0,0,0,0
2020-03-01 05:30,19,0,7,3,1,8,0,0,0,0,0,0,0,0
2020-03-01 05:45,18,2,6,3,1,6,0,0,0,0,0,0,0,0
2020-03-01 06:00,11,0,2,4,0,5,0,0,0,0,0,0,0,0
2020-03-01 06:15,8,1,3,2,0,2,0,0,0,0,0,0,0,0
2020-03-01 06:30,7,0,5,0,0,2,0,0,0,0,0,0,0,0
2020-03-01 06:45,7,0,5,0,2,0,0,0,0,0,0,0,0,0
2020-03-01 07:00,8,0,4,0,2,2,0,0,0,0,0,0,0,0
2020-03-01 07:15,14,0,8,2,0,4,0,0,0,0,0,0,0,0
2020-03-01 07:30,13,0,7,1,3,2,0,0,0,0,0,0,0,0
2020-03-01 07:45,18,0,12,0,1,5,0,0,0,0,0,0,0,0
2020-03-01 08:00,23,0,16,0,3,4,0,0,0,0,0,0,0,0
