Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2021-11-01 00:00,28,11,17,0,0,0
2021-11-01 00:15,22,10,12,0,0,0
2021-11-01 00:30,32,19,13,0,0,0
2021-11-01 00:45,22,15,7,0,0,0
2021-11-01 01:00,33,10,23,0,0,0
2021-11-01 01:15,20,3,17,0,0,0
2021-11-01 01:30,24,12,12,0,0,0
2021-11-01 01:45,14,4,10,0,0,0
2021-11-01 02:00,22,8,14,0,0,0
2021-11-01 02:15,23,3,20,0,0,0
2021-11-01 02:30,26,8,18,0,0,0
2021-11-01 02:45,19,6,13,0,0,0
2021-11-01 03:00,18,6,12,0,0,0
2021-11-01 03:15,24,12,12,0,0,0
2021-11-01 03:30,16,5,11,0,0,0
2021-11-01 03:45,14,1,13,0,0,0
2021-11-01 04:00,5,1,4,0,0,0
2021-11-01 04:15,5,1,4,0,0,0
2021-11-01 04:30,5,1,4,0,0,0
2021-11-01 04:45,5,1,4,0,0,0
2021-11-01 05:00,5,1,4,0,0,0
2021-11-01 05:15,5,0,5,0,0,0
2021-11-01 05:30,6,3,3,0,0,0
2021-11-01 05:45,5,3,2,0,0,0
2021-11-01 06:00,9,6,3,0,0,0
2021-11-01 06:15,7,1,6,0,0,0
2021-11-01 06:30,3,0,3,0,0,0
2021-11-01 06:45,6,3,3,0,0,0
2021-11-01 07:00,3,1,2,0,0,0
2021-11-01 07:15,7,5,2,0,0,0
2021-11-01 07:30,8,7,1,0,0,0
2021-11-01 07:45,19,13,6,0,0,0
2021-11-01 08:00,8,5,3,0,0,0
2021-11-01 08:15,12,7,5,0,0,0
2021-11-01 08:30,19,10,9,0,0,0
2021-11-01 08:45,25,15,10,0,0,0
2021-11-01 09:00,14,12,2,0,0,0
2021-11-01 09:15,16,9,7,0,0,0
2021-11-01 09:30,29,16,13,0,0,0
2021-11-01 09:45,37,20,17,0,0,0
2021-11-01 10:00,35,21,14,0,0,0
2021-11-01 10:15,44,26,18,0,0,0
2021-11-01 10:30,43,16,27,0,0,0
2021-11-01 10:45,34,21,13,0,0,0
2021-11-01 11:00,20,12,8,0,0,0
2021-11-01 11:15,43,19,24,0,0,0
2021-11-01 11:30,37,13,24,0,0,0
2021-11-01 11:45,77,23,54,0,0,0
2021-11-01 12:00,51,25,26,0,0,0
2021-11-01 12:15,60,30,30,0,0,0
2021-11-01 12:30,50,26,24,0,0,0
2021-11-01 12:45,64,43,21,0,0,0
2021-11-01 13:00,52,21,31,0,0,0
2021-11-01 13:15,55,26,29,0,0,0
2021-11-01 13:30,48,19,29,0,0,0
2021-11-01 13:45,75,31,44,0,0,0
2021-11-01 14:00,64,33,31,0,0,0
2021-11-01 14:15,62,27,35,0,0,0
2021-11-01 14:30,56,26,30,0,0,0
2021-11-01 14:45,87,37,50,0,0,0
2021-11-01 15:00,94,44,50,0,0,0
2021-11-01 15:15,82,40,42,0,0,0
2021-11-01 15:30,65,20,45,0,0,0
2021-11-01 15:45,70,32,38,0,0,0
2021-11-01 16:00,62,26,36,0,0,0
2021-11-01 16:15,75,29,46,0,0,0
2021-11-01 16:30,68,29,39,0,0,0
2021-11-01 16:45,83,45,38,0,0,0
2021-11-01 17:00,97,38,59,0,0,0
2021-11-01 17:15,55,20,35,0,0,0
2021-11-01 17:30,67,26,41,0,0,0
2021-11-01 17:45,71,30,41,0,0,0
2021-11-01 18:00,48,24,24,0,0,0
2021-11-01 18:15,64,32,32,0,0,0
2021-11-01 18:30,57,21,36,0,0,0
2021-11-01 18:45,54,26,28,0,0,0
2021-11-01 19:00,47,26,21,0,0,0
2021-11-01 19:15,44,23,21,0,0,0
2021-11-01 19:30,49,25,24,0,0,0
2021-11-01 19:45,46,23,23,0,0,0
2021-11-01 20:00,48,14,34,0,0,0
2021-11-01 20:15,46,11,35,0,0,0
2021-11-01 20:30,31,9,22,0,0,0
2021-11-01 20:45,25,7,18,0,0,0
2021-11-01 21:00,39,13,26,0,0,0
2021-11-01 21:15,27,6,21,0,0,0
2021-11-01 21:30,21,7,14,0,0,0
2021-11-01 21:45,23,7,16,0,0,0
2021-11-01 22:00,32,4,28,0,0,0
2021-11-01 22:15,29,6,23,0,0,0
2021-11-01 22:30,25,6,19,0,0,0
2021-11-01 22:45,12,5,7,0,0,0
2021-11-01 23:00,15,1,14,0,0,0
2021-11-01 23:15,9,5,4,0,0,0
2021-11-01 23:30,6,3,3,0,0,0
2021-11-01 23:45,10,1,9,0,0,0
2021-11-02 00:00,7,3,4,0,0,0
2021-11-02 00:15,5,1,4,0,0,0
2021-11-02 00:30,3,2,1,0,0,0
2021-11-02 00:45,2,2,0,0,0,0
2021-11-02 01:00,3,2,1,0,0,0
2021-11-02 01:15,2,0,2,0,0,0
2021-11-02 01:30,3,2,1,0,0,0
2021-11-02 01:45,1,1,0,0,0,0
2021-11-02 02:00,0,0,0,0,0,0
2021-11-02 02:15,0,0,0,0,0,0
2021-11-02 02:30,1,1,0,0,0,0
2021-11-02 02:45,1,0,1,0,0,0
2021-11-02 03:00,2,0,2,0,0,0
2021-11-02 03:15,1,1,0,0,0,0
2021-11-02 03:30,0,0,0,0,0,0
2021-11-02 03:45,0,0,0,0,0,0
2021-11-02 04:00,1,0,1,0,0,0
2021-11-02 04:15,0,0,0,0,0,0
2021-11-02 04:30,1,1,0,0,0,0
2021-11-02 04:45,6,6,0,0,0,0
2021-11-02 05:00,5,4,1,0,0,0
2021-11-02 05:15,13,8,5,0,0,0
2021-11-02 05:30,22,15,7,0,0,0
2021-11-02 05:45,26,24,2,0,0,0
2021-11-02 06:00,31,20,11,0,0,0
2021-11-02 06:15,29,21,8,0,0,0
2021-11-02 06:30,58,39,19,0,0,0
2021-11-02 06:45,71,45,26,0,0,0
2021-11-02 07:00,103,65,38,0,0,0
2021-11-02 07:15,115,80,35,0,0,0
2021-11-02 07:30,182,103,79,0,0,0
2021-11-02 07:45,229,145,84,0,0,0
2021-11-02 08:00,193,128,65,0,0,0
2021-11-02 08:15,172,114,58,0,0,0
2021-11-02 08:30,155,105,50,0,0,0
2021-11-02 08:45,171,119,52,0,0,0
2021-11-02 09:00,84,54,30,0,0,0
2021-11-02 09:15,108,67,41,0,0,0
2021-11-02 09:30,115,82,33,0,0,0
2021-11-02 09:45,179,111,68,0,0,0
2021-11-02 10:00,130,76,54,0,0,0
2021-11-02 10:15,129,76,53,0,0,0
2021-11-02 10:30,138,85,53,0,0,0
2021-11-02 10:45,138,70,68,0,0,0
2021-11-02 11:00,120,67,53,0,0,0
2021-11-02 11:15,136,66,70,0,0,0
2021-11-02 11:30,146,68,78,0,0,0
2021-11-02 11:45,169,84,85,0,0,0
2021-11-02 12:00,155,61,94,0,0,0
2021-11-02 12:15,153,60,93,0,0,0
2021-11-02 12:30,126,49,77,0,0,0
2021-11-02 12:45,126,60,66,0,0,0
2021-11-02 13:00,147,58,89,0,0,0
2021-11-02 13:15,153,52,101,0,0,0
2021-11-02 13:30,158,72,86,0,0,0
2021-11-02 13:45,184,77,107,0,0,0
2021-11-02 14:00,140,49,91,0,0,0
2021-11-02 14:15,163,80,83,0,0,0
2021-11-02 14:30,163,72,91,0,0,0
2021-11-02 14:45,184,86,98,0,0,0
2021-11-02 15:00,178,71,107,0,0,0
2021-11-02 15:15,205,92,113,0,0,0
2021-11-02 15:30,185,71,114,0,0,0
2021-11-02 15:45,232,84,148,0,0,0
2021-11-02 16:00,246,91,155,0,0,0
2021-11-02 16:15,190,78,112,0,0,0
2021-11-02 16:30,219,84,135,0,0,0
2021-11-02 16:45,240,89,151,0,0,0
