Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2019-07-01 00:00,8,3,5,0,0,0
2019-07-01 00:15,5,3,2,0,0,0
2019-07-01 00:30,4,0,4,0,0,0
2019-07-01 00:45,7,0,7,0,0,0
2019-07-01 01:00,4,1,3,0,0,0
2019-07-01 01:15,6,1,5,0,0,0
2019-07-01 01:30,5,3,2,0,0,0
2019-07-01 01:45,2,1,1,0,0,0
2019-07-01 02:00,1,0,1,0,0,0
2019-07-01 02:15,3,0,3,0,0,0
2019-07-01 02:30,4,3,1,0,0,0
2019-07-01 02:45,3,1,2,0,0,0
2019-07-01 03:00,2,2,0,0,0,0
2019-07-01 03:15,1,0,1,0,0,0
2019-07-01 03:30,1,0,1,0,0,0
2019-07-01 03:45,3,3,0,0,0,0
2019-07-01 04:00,0,0,0,0,0,0
2019-07-01 04:15,1,0,1,0,0,0
2019-07-01 04:30,1,0,1,0,0,0
2019-07-01 04:45,6,5,1,0,0,0
2019-07-01 05:00,1,1,0,0,0,0
2019-07-01 05:15,11,11,0,0,0,0
2019-07-01 05:30,25,21,4,0,0,0
2019-07-01 05:45,32,26,6,0,0,0
2019-07-01 06:00,33,23,10,0,0,0
2019-07-01 06:15,46,33,13,0,0,0
2019-07-01 06:30,61,42,19,0,0,0
2019-07-01 06:45,87,61,26,0,0,0
2019-07-01 07:00,100,64,36,0,0,0
2019-07-01 07:15,131,81,50,0,0,0
2019-07-01 07:30,166,107,59,0,0,0
2019-07-01 07:45,219,164,55,0,0,0
2019-07-01 08:00,181,122,59,0,0,0
2019-07-01 08:15,164,103,61,0,0,0
2019-07-01 08:30,135,91,44,0,0,0
2019-07-01 08:45,192,138,54,0,0,0
2019-07-01 09:00,135,90,45,0,0,0
2019-07-01 09:15,125,87,38,0,0,0
2019-07-01 09:30,117,87,30,0,0,0
2019-07-01 09:45,175,124,51,0,0,0
2019-07-01 10:00,147,99,48,0,0,0
2019-07-01 10:15,112,67,45,0,0,0
2019-07-01 10:30,132,78,54,0,0,0
2019-07-01 10:45,147,78,69,0,0,0
2019-07-01 11:00,138,77,61,0,0,0
2019-07-01 11:15,161,75,86,0,0,0
2019-07-01 11:30,155,80,75,0,0,0
2019-07-01 11:45,158,90,68,0,0,0
2019-07-01 12:00,174,79,95,0,0,0
2019-07-01 12:15,164,76,88,0,0,0
2019-07-01 12:30,144,69,75,0,0,0
2019-07-01 12:45,157,84,73,0,0,0
2019-07-01 13:00,191,80,111,0,0,0
2019-07-01 13:15,173,68,105,0,0,0
2019-07-01 13:30,155,86,69,0,0,0
2019-07-01 13:45,175,76,99,0,0,0
2019-07-01 14:00,187,94,93,0,0,0
2019-07-01 14:15,164,87,77,0,0,0
2019-07-01 14:30,178,88,90,0,0,0
2019-07-01 14:45,195,97,98,0,0,0
2019-07-01 15:00,198,86,112,0,0,0
2019-07-01 15:15,187,74,113,0,0,0
2019-07-01 15:30,225,94,131,0,0,0
2019-07-01 15:45,274,133,141,0,0,0
2019-07-01 16:00,244,97,147,0,0,0
2019-07-01 16:15,260,103,157,0,0,0
2019-07-01 16:30,239,84,155,0,0,0
2019-07-01 16:45,253,101,152,0,0,0
2019-07-01 17:00,251,91,160,0,0,0
2019-07-01 17:15,204,76,128,0,0,0
2019-07-01 17:30,229,76,153,0,0,0
2019-07-01 17:45,276,111,165,0,0,0
2019-07-01 18:00,248,101,147,0,0,0
2019-07-01 18:15,220,73,147,0,0,0
2019-07-01 18:30,200,73,127,0,0,0
2019-07-01 18:45,208,74,134,0,0,0
2019-07-01 19:00,198,88,110,0,0,0
2019-07-01 19:15,178,66,112,0,0,0
2019-07-01 19:30,142,48,94,0,0,0
2019-07-01 19:45,177,68,109,0,0,0
2019-07-01 20:00,112,30,82,0,0,0
2019-07-01 20:15,110,45,65,0,0,0
2019-07-01 20:30,94,37,57,0,0,0
2019-07-01 20:45,96,36,60,0,0,0
2019-07-01 21:00,66,25,41,0,0,0
2019-07-01 21:15,65,18,47,0,0,0
2019-07-01 21:30,70,29,41,0,0,0
2019-07-01 21:45,103,42,61,0,0,0
2019-07-01 22:00,59,19,40,0,0,0
2019-07-01 22:15,61,17,44,0,0,0
2019-07-01 22:30,51,19,32,0,0,0
2019-07-01 22:45,35,4,31,0,0,0
2019-07-01 23:00,40,10,30,0,0,0
2019-07-01 23:15,36,15,21,0,0,0
2019-07-01 23:30,20,1,19,0,0,0
2019-07-01 23:45,22,6,16,0,0,0
2019-07-02 00:00,17,3,14,0,0,0
2019-07-02 00:15,18,5,13,0,0,0
2019-07-02 00:30,5,3,2,0,0,0
2019-07-02 00:45,2,1,1,0,0,0
2019-07-02 01:00,5,4,1,0,0,0
2019-07-02 01:15,0,0,0,0,0,0
2019-07-02 01:30,2,0,2,0,0,0
2019-07-02 01:45,2,1,1,0,0,0
2019-07-02 02:00,7,1,6,0,0,0
2019-07-02 02:15,1,0,1,0,0,0
2019-07-02 02:30,0,0,0,0,0,0
2019-07-02 02:45,6,4,2,0,0,0
2019-07-02 03:00,4,2,2,0,0,0
2019-07-02 03:15,1,1,0,0,0,0
2019-07-02 03:30,1,0,1,0,0,0
2019-07-02 03:45,0,0,0,0,0,0
2019-07-02 04:00,3,1,2,0,0,0
2019-07-02 04:15,0,0,0,0,0,0
2019-07-02 04:30,2,1,1,0,0,0
2019-07-02 04:45,1,1,0,0,0,0
2019-07-02 05:00,3,3,0,0,0,0
2019-07-02 05:15,15,11,4,0,0,0
2019-07-02 05:30,26,16,10,0,0,0
2019-07-02 05:45,40,33,7,0,0,0
2019-07-02 06:00,41,31,10,0,0,0
2019-07-02 06:15,50,36,14,0,0,0
2019-07-02 06:30,56,41,15,0,0,0
2019-07-02 06:45,101,70,31,0,0,0
2019-07-02 07:00,97,57,40,0,0,0
2019-07-02 07:15,138,91,47,0,0,0
2019-07-02 07:30,177,123,54,0,0,0
2019-07-02 07:45,204,144,60,0,0,0
2019-07-02 08:00,214,155,59,0,0,0
2019-07-02 08:15,182,127,55,0,0,0
2019-07-02 08:30,148,93,55,0,0,0
2019-07-02 08:45,164,123,41,0,0,0
2019-07-02 09:00,120,82,38,0,0,0
2019-07-02 09:15,123,71,52,0,0,0
2019-07-02 09:30,122,83,39,0,0,0
