Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2019-06-01 00:00,40,12,28,0,0,0
2019-06-01 00:15,45,13,32,0,0,0
2019-06-01 00:30,30,13,17,0,0,0
2019-06-01 00:45,25,2,23,0,0,0
2019-06-01 01:00,29,8,21,0,0,0
2019-06-01 01:15,30,6,24,0,0,0
2019-06-01 01:30,17,5,12,0,0,0
2019-06-01 01:45,10,5,5,0,0,0
2019-06-01 02:00,10,4,6,0,0,0
2019-06-01 02:15,17,2,15,0,0,0
2019-06-01 02:30,5,2,3,0,0,0
2019-06-01 02:45,6,1,5,0,0,0
2019-06-01 03:00,12,5,7,0,0,0
2019-06-01 03:15,2,1,1,0,0,0
2019-06-01 03:30,8,1,7,0,0,0
2019-06-01 03:45,4,1,3,0,0,0
2019-06-01 04:00,6,2,4,0,0,0
2019-06-01 04:15,4,2,2,0,0,0
2019-06-01 04:30,9,3,6,0,0,0
2019-06-01 04:45,3,2,1,0,0,0
2019-06-01 05:00,3,2,1,0,0,0
2019-06-01 05:15,5,3,2,0,0,0
2019-06-01 05:30,11,8,3,0,0,0
2019-06-01 05:45,10,6,4,0,0,0
2019-06-01 06:00,9,3,6,0,0,0
2019-06-01 06:15,5,2,3,0,0,0
2019-06-01 06:30,5,3,2,0,0,0
2019-06-01 06:45,9,7,2,0,0,0
2019-06-01 07:00,12,8,4,0,0,0
2019-06-01 07:15,18,14,4,0,0,0
2019-06-01 07:30,20,9,11,0,0,0
2019-06-01 07:45,33,19,14,0,0,0
2019-06-01 08:00,26,20,6,0,0,0
2019-06-01 08:15,31,21,10,0,0,0
2019-06-01 08:30,39,26,13,0,0,0
2019-06-01 08:45,57,41,16,0,0,0
2019-06-01 09:00,69,45,24,0,0,0
2019-06-01 09:15,93,66,27,0,0,0
2019-06-01 09:30,102,71,31,0,0,0
2019-06-01 09:45,123,90,33,0,0,0
2019-06-01 10:00,155,102,53,0,0,0
2019-06-01 10:15,137,82,55,0,0,0
2019-06-01 10:30,149,98,51,0,0,0
2019-06-01 10:45,182,130,52,0,0,0
2019-06-01 11:00,136,87,49,0,0,0
2019-06-01 11:15,149,93,56,0,0,0
2019-06-01 11:30,169,105,64,0,0,0
2019-06-01 11:45,177,90,87,0,0,0
2019-06-01 12:00,178,92,86,0,0,0
2019-06-01 12:15,166,94,72,0,0,0
2019-06-01 12:30,191,85,106,0,0,0
2019-06-01 12:45,183,91,92,0,0,0
2019-06-01 13:00,182,89,93,0,0,0
2019-06-01 13:15,197,95,102,0,0,0
2019-06-01 13:30,174,73,101,0,0,0
2019-06-01 13:45,212,92,120,0,0,0
2019-06-01 14:00,182,83,99,0,0,0
2019-06-01 14:15,187,84,103,0,0,0
2019-06-01 14:30,195,92,103,0,0,0
2019-06-01 14:45,180,78,102,0,0,0
2019-06-01 15:00,155,75,80,0,0,0
2019-06-01 15:15,154,65,89,0,0,0
2019-06-01 15:30,144,63,81,0,0,0
2019-06-01 15:45,145,59,86,0,0,0
2019-06-01 16:00,144,58,86,0,0,0
2019-06-01 16:15,159,73,86,0,0,0
2019-06-01 16:30,126,65,61,0,0,0
2019-06-01 16:45,161,72,89,0,0,0
2019-06-01 17:00,132,63,69,0,0,0
2019-06-01 17:15,143,57,86,0,0,0
2019-06-01 17:30,146,39,107,0,0,0
2019-06-01 17:45,135,70,65,0,0,0
2019-06-01 18:00,152,58,94,0,0,0
2019-06-01 18:15,127,47,80,0,0,0
2019-06-01 18:30,114,32,82,0,0,0
2019-06-01 18:45,142,65,77,0,0,0
2019-06-01 19:00,144,49,95,0,0,0
2019-06-01 19:15,132,42,90,0,0,0
2019-06-01 19:30,116,48,68,0,0,0
2019-06-01 19:45,82,39,43,0,0,0
2019-06-01 20:00,120,35,85,0,0,0
2019-06-01 20:15,87,34,53,0,0,0
2019-06-01 20:30,76,28,48,0,0,0
2019-06-01 20:45,78,19,59,0,0,0
2019-06-01 21:00,60,20,40,0,0,0
2019-06-01 21:15,45,20,25,0,0,0
2019-06-01 21:30,48,23,25,0,0,0
2019-06-01 21:45,68,30,38,0,0,0
2019-06-01 22:00,56,21,35,0,0,0
2019-06-01 22:15,51,18,33,0,0,0
2019-06-01 22:30,45,15,30,0,0,0
2019-06-01 22:45,62,16,46,0,0,0
2019-06-01 23:00,67,21,46,0,0,0
2019-06-01 23:15,67,27,40,0,0,0
2019-06-01 23:30,68,34,34,0,0,0
2019-06-01 23:45,55,14,41,0,0,0
2019-06-02 00:00,53,20,33,0,0,0
2019-06-02 00:15,30,12,18,0,0,0
2019-06-02 00:30,44,10,34,0,0,0
2019-06-02 00:45,32,10,22,0,0,0
2019-06-02 01:00,32,13,19,0,0,0
2019-06-02 01:15,17,3,14,0,0,0
2019-06-02 01:30,27,7,20,0,0,0
2019-06-02 01:45,39,9,30,0,0,0
2019-06-02 02:00,17,6,11,0,0,0
2019-06-02 02:15,16,5,11,0,0,0
2019-06-02 02:30,20,11,9,0,0,0
2019-06-02 02:45,18,3,15,0,0,0
2019-06-02 03:00,13,5,8,0,0,0
2019-06-02 03:15,7,3,4,0,0,0
2019-06-02 03:30,16,6,10,0,0,0
2019-06-02 03:45,3,1,2,0,0,0
2019-06-02 04:00,9,5,4,0,0,0
2019-06-02 04:15,12,6,6,0,0,0
2019-06-02 04:30,3,2,1,0,0,0
2019-06-02 04:45,9,1,8,0,0,0
2019-06-02 05:00,3,0,3,0,0,0
2019-06-02 05:15,3,1,2,0,0,0
2019-06-02 05:30,11,8,3,0,0,0
2019-06-02 05:45,4,2,2,0,0,0
2019-06-02 06:00,3,0,3,0,0,0
2019-06-02 06:15,5,2,3,0,0,0
2019-06-02 06:30,8,4,4,0,0,0
2019-06-02 06:45,7,2,5,0,0,0
2019-06-02 07:00,7,2,5,0,0,0
2019-06-02 07:15,11,7,4,0,0,0
2019-06-02 07:30,5,5,0,0,0,0
2019-06-02 07:45,12,3,9,0,0,0
2019-06-02 08:00,9,4,5,0,0,0
2019-06-02 08:15,8,3,5,0,0,0
2019-06-02 08:30,13,7,6,0,0,0
2019-06-02 08:45,23,14,9,0,0,0
2019-06-02 09:00,28,14,14,0,0,0
2019-06-02 09:15,33,13,20,0,0,0
2019-06-02 09:30,46,30,16,0,0,0
2019-06-02 09:45,66,39,27,0,0,0
2019-06-02 10:00,39,19,20,0,0,0
2019-06-02 10:15,42,26,16,0,0,0
2019-06-02 10:30,59,40,19,0,0,0
2019-06-02 10:45,56,40,16,0,0,0
2019-06-02 11:00,51,26,25,0,0,0
2019-06-02 11:15,35,20,15,0,0,0
2019-06-02 11:30,72,46,26,0,0,0
2019-06-02 11:45,60,25,35,0,0,0
2019-06-02 12:00,69,47,22,0,0,0
2019-06-02 12:15,62,42,20,0,0,0
2019-06-02 12:30,64,22,42,0,0,0
2019-06-02 12:45,84,41,43,0,0,0
2019-06-02 13:00,68,37,31,0,0,0
2019-06-02 13:15,61,35,26,0,0,0
2019-06-02 13:30,85,49,36,0,0,0
2019-06-02 13:45,89,49,40,0,0,0
2019-06-02 14:00,85,52,33,0,0,0
2019-06-02 14:15,89,43,46,0,0,0
2019-06-02 14:30,87,46,41,0,0,0
2019-06-02 14:45,101,37,64,0,0,0
2019-06-02 15:00,79,41,38,0,0,0
2019-06-02 15:15,90,36,54,0,0,0
2019-06-02 15:30,98,47,51,0,0,0
2019-06-02 15:45,95,57,38,0,0,0
2019-06-02 16:00,100,53,47,0,0,0
2019-06-02 16:15,91,43,48,0,0,0
2019-06-02 16:30,93,37,56,0,0,0
2019-06-02 16:45,105,48,57,0,0,0
2019-06-02 17:00,87,34,53,0,0,0
2019-06-02 17:15,78,36,42,0,0,0
2019-06-02 17:30,103,41,62,0,0,0
2019-06-02 17:45,125,54,71,0,0,0
2019-06-02 18:00,124,49,75,0,0,0
2019-06-02 18:15,95,38,57,0,0,0
2019-06-02 18:30,75,31,44,0,0,0
2019-06-02 18:45,96,38,58,0,0,0
2019-06-02 19:00,99,42,57,0,0,0
2019-06-02 19:15,87,44,43,0,0,0
2019-06-02 19:30,87,34,53,0,0,0
2019-06-02 19:45,72,36,36,0,0,0
2019-06-02 20:00,60,20,40,0,0,0
2019-06-02 20:15,61,16,45,0,0,0
2019-06-02 20:30,74,30,44,0,0,0
2019-06-02 20:45,44,17,27,0,0,0
