Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2019-09-01 00:00,34,12,22,0,0,0
2019-09-01 00:15,32,9,23,0,0,0
2019-09-01 00:30,35,16,19,0,0,0
2019-09-01 00:45,40,14,26,0,0,0
2019-09-01 01:00,36,16,20,0,0,0
2019-09-01 01:15,33,13,20,0,0,0
2019-09-01 01:30,22,10,12,0,0,0
2019-09-01 01:45,25,13,12,0,0,0
2019-09-01 02:00,13,3,10,0,0,0
2019-09-01 02:15,26,13,13,0,0,0
2019-09-01 02:30,26,8,18,0,0,0
2019-09-01 02:45,16,6,10,0,0,0
2019-09-01 03:00,5,1,4,0,0,0
2019-09-01 03:15,10,3,7,0,0,0
2019-09-01 03:30,6,1,5,0,0,0
2019-09-01 03:45,12,7,5,0,0,0
2019-09-01 04:00,2,0,2,0,0,0
2019-09-01 04:15,3,0,3,0,0,0
2019-09-01 04:30,11,4,7,0,0,0
2019-09-01 04:45,6,0,6,0,0,0
2019-09-01 05:00,4,2,2,0,0,0
2019-09-01 05:15,2,0,2,0,0,0
2019-09-01 05:30,10,5,5,0,0,0
2019-09-01 05:45,7,4,3,0,0,0
2019-09-01 06:00,5,4,1,0,0,0
2019-09-01 06:15,3,3,0,0,0,0
2019-09-01 06:30,13,4,9,0,0,0
2019-09-01 06:45,7,4,3,0,0,0
2019-09-01 07:00,7,4,3,0,0,0
2019-09-01 07:15,1,1,0,0,0,0
2019-09-01 07:30,7,2,5,0,0,0
2019-09-01 07:45,12,10,2,0,0,0
2019-09-01 08:00,16,10,6,0,0,0
2019-09-01 08:15,14,4,10,0,0,0
2019-09-01 08:30,13,4,9,0,0,0
2019-09-01 08:45,16,12,4,0,0,0
2019-09-01 09:00,16,11,5,0,0,0
2019-09-01 09:15,19,13,6,0,0,0
2019-09-01 09:30,28,19,9,0,0,0
2019-09-01 09:45,53,37,16,0,0,0
2019-09-01 10:00,41,25,16,0,0,0
2019-09-01 10:15,33,19,14,0,0,0
2019-09-01 10:30,27,22,5,0,0,0
2019-09-01 10:45,44,21,23,0,0,0
2019-09-01 11:00,37,17,20,0,0,0
2019-09-01 11:15,42,32,10,0,0,0
2019-09-01 11:30,52,33,19,0,0,0
2019-09-01 11:45,58,28,30,0,0,0
2019-09-01 12:00,50,29,21,0,0,0
2019-09-01 12:15,57,29,28,0,0,0
2019-09-01 12:30,50,23,27,0,0,0
2019-09-01 12:45,72,40,32,0,0,0
2019-09-01 13:00,60,37,23,0,0,0
2019-09-01 13:15,67,36,31,0,0,0
2019-09-01 13:30,52,29,23,0,0,0
2019-09-01 13:45,50,19,31,0,0,0
2019-09-01 14:00,56,28,28,0,0,0
2019-09-01 14:15,64,30,34,0,0,0
2019-09-01 14:30,62,32,30,0,0,0
2019-09-01 14:45,79,41,38,0,0,0
2019-09-01 15:00,80,54,26,0,0,0
2019-09-01 15:15,69,46,23,0,0,0
2019-09-01 15:30,67,26,41,0,0,0
2019-09-01 15:45,61,38,23,0,0,0
2019-09-01 16:00,65,31,34,0,0,0
2019-09-01 16:15,81,39,42,0,0,0
2019-09-01 16:30,76,35,41,0,0,0
2019-09-01 16:45,91,46,45,0,0,0
2019-09-01 17:00,66,31,35,0,0,0
2019-09-01 17:15,105,52,53,0,0,0
2019-09-01 17:30,89,37,52,0,0,0
2019-09-01 17:45,103,50,53,0,0,0
2019-09-01 18:00,79,40,39,0,0,0
2019-09-01 18:15,82,32,50,0,0,0
2019-09-01 18:30,80,34,46,0,0,0
2019-09-01 18:45,55,27,28,0,0,0
2019-09-01 19:00,69,20,49,0,0,0
2019-09-01 19:15,67,30,37,0,0,0
2019-09-01 19:30,52,23,29,0,0,0
2019-09-01 19:45,68,27,41,0,0,0
2019-09-01 20:00,59,18,41,0,0,0
2019-09-01 20:15,45,16,29,0,0,0
2019-09-01 20:30,42,14,28,0,0,0
2019-09-01 20:45,37,15,22,0,0,0
2019-09-01 21:00,29,9,20,0,0,0
2019-09-01 21:15,39,9,30,0,0,0
2019-09-01 21:30,32,7,25,0,0,0
2019-09-01 21:45,22,3,19,0,0,0
2019-09-01 22:00,28,9,19,0,0,0
2019-09-01 22:15,22,6,16,0,0,0
2019-09-01 22:30,19,4,15,0,0,0
2019-09-01 22:45,18,5,13,0,0,0
2019-09-01 23:00,15,2,13,0,0,0
2019-09-01 23:15,4,3,1,0,0,0
2019-09-01 23:30,10,4,6,0,0,0
2019-09-01 23:45,8,3,5,0,0,0
2019-09-02 00:00,3,1,2,0,0,0
2019-09-02 00:15,7,2,5,0,0,0
2019-09-02 00:30,11,3,8,0,0,0
2019-09-02 00:45,6,5,1,0,0,0
2019-09-02 01:00,4,3,1,0,0,0
2019-09-02 01:15,2,0,2,0,0,0
2019-09-02 01:30,3,3,0,0,0,0
2019-09-02 01:45,1,1,0,0,0,0
2019-09-02 02:00,1,0,1,0,0,0
2019-09-02 02:15,0,0,0,0,0,0
2019-09-02 02:30,3,0,3,0,0,0
2019-09-02 02:45,1,1,0,0,0,0
2019-09-02 03:00,0,0,0,0,0,0
2019-09-02 03:15,0,0,0,0,0,0
2019-09-02 03:30,1,1,0,0,0,0
2019-09-02 03:45,0,0,0,0,0,0
2019-09-02 04:00,1,1,0,0,0,0
2019-09-02 04:15,2,0,2,0,0,0
2019-09-02 04:30,0,0,0,0,0,0
2019-09-02 04:45,7,6,1,0,0,0
2019-09-02 05:00,2,2,0,0,0,0
2019-09-02 05:15,5,4,1,0,0,0
2019-09-02 05:30,19,16,3,0,0,0
2019-09-02 05:45,23,15,8,0,0,0
2019-09-02 06:00,25,18,7,0,0,0
2019-09-02 06:15,47,37,10,0,0,0
2019-09-02 06:30,62,41,21,0,0,0
2019-09-02 06:45,78,59,19,0,0,0
2019-09-02 07:00,87,52,35,0,0,0
2019-09-02 07:15,143,104,39,0,0,0
2019-09-02 07:30,227,153,74,0,0,0
2019-09-02 07:45,214,145,69,0,0,0
2019-09-02 08:00,154,113,41,0,0,0
2019-09-02 08:15,154,103,51,0,0,0
2019-09-02 08:30,127,95,32,0,0,0
2019-09-02 08:45,153,95,58,0,0,0
2019-09-02 09:00,107,75,32,0,0,0
2019-09-02 09:15,111,73,38,0,0,0
2019-09-02 09:30,97,70,27,0,0,0
2019-09-02 09:45,116,82,34,0,0,0
2019-09-02 10:00,103,58,45,0,0,0
2019-09-02 10:15,109,62,47,0,0,0
2019-09-02 10:30,111,70,41,0,0,0
2019-09-02 10:45,118,59,59,0,0,0
2019-09-02 11:00,119,60,59,0,0,0
2019-09-02 11:15,116,57,59,0,0,0
2019-09-02 11:30,123,66,57,0,0,0
2019-09-02 11:45,151,72,79,0,0,0
2019-09-02 12:00,131,56,75,0,0,0
2019-09-02 12:15,133,55,78,0,0,0
2019-09-02 12:30,154,68,86,0,0,0
2019-09-02 12:45,147,65,82,0,0,0
2019-09-02 13:00,156,69,87,0,0,0
2019-09-02 13:15,146,64,82,0,0,0
2019-09-02 13:30,135,61,74,0,0,0
2019-09-02 13:45,150,69,81,0,0,0
2019-09-02 14:00,149,65,84,0,0,0
2019-09-02 14:15,150,64,86,0,0,0
2019-09-02 14:30,151,71,80,0,0,0
2019-09-02 14:45,195,87,108,0,0,0
2019-09-02 15:00,153,57,96,0,0,0
2019-09-02 15:15,183,77,106,0,0,0
2019-09-02 15:30,198,81,117,0,0,0
2019-09-02 15:45,217,73,144,0,0,0
2019-09-02 16:00,211,95,116,0,0,0
2019-09-02 16:15,236,108,128,0,0,0
2019-09-02 16:30,224,88,136,0,0,0
2019-09-02 16:45,230,92,138,0,0,0
2019-09-02 17:00,260,113,147,0,0,0
2019-09-02 17:15,242,86,156,0,0,0
2019-09-02 17:30,210,65,145,0,0,0
2019-09-02 17:45,246,90,156,0,0,0
2019-09-02 18:00,207,80,127,0,0,0
2019-09-02 18:15,212,71,141,0,0,0
2019-09-02 18:30,171,61,110,0,0,0
2019-09-02 18:45,129,55,74,0,0,0
2019-09-02 19:00,151,47,104,0,0,0
2019-09-02 19:15,160,68,92,0,0,0
2019-09-02 19:30,114,37,77,0,0,0
2019-09-02 19:45,128,49,79,0,0,0
2019-09-02 20:00,115,35,80,0,0,0
2019-09-02 20:15,81,32,49,0,0,0
2019-09-02 20:30,69,30,39,0,0,0
2019-09-02 20:45,54,19,35,0,0,0
2019-09-02 21:00,54,22,32,0,0,0
2019-09-02 21:15,57,17,40,0,0,0
2019-09-02 21:30,59,28,31,0,0,0
2019-09-02 21:45,49,19,30,0,0,0
2019-09-02 22:00,55,11,44,0,0,0
