Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2019-01-01 00:00,0,0,0,0,0,0
2019-01-01 00:15,8,1,7,0,0,0
2019-01-01 00:30,30,8,22,0,0,0
2019-01-01 00:45,18,6,12,0,0,0
2019-01-01 01:00,18,11,7,0,0,0
2019-01-01 01:15,14,5,9,0,0,0
2019-01-01 01:30,25,17,8,0,0,0
2019-01-01 01:45,34,11,23,0,0,0
2019-01-01 02:00,41,13,28,0,0,0
2019-01-01 02:15,44,14,30,0,0,0
2019-01-01 02:30,42,16,26,0,0,0
2019-01-01 02:45,47,15,32,0,0,0
2019-01-01 03:00,41,14,27,0,0,0
2019-01-01 03:15,41,18,23,0,0,0
2019-01-01 03:30,38,12,26,0,0,0
2019-01-01 03:45,32,17,15,0,0,0
2019-01-01 04:00,35,17,18,0,0,0
2019-01-01 04:15,22,7,15,0,0,0
2019-01-01 04:30,23,10,13,0,0,0
2019-01-01 04:45,13,4,9,0,0,0
2019-01-01 05:00,9,1,8,0,0,0
2019-01-01 05:15,11,2,9,0,0,0
2019-01-01 05:30,10,5,5,0,0,0
2019-01-01 05:45,11,2,9,0,0,0
2019-01-01 06:00,10,6,4,0,0,0
2019-01-01 06:15,4,1,3,0,0,0
2019-01-01 06:30,2,1,1,0,0,0
2019-01-01 06:45,8,3,5,0,0,0
2019-01-01 07:00,5,2,3,0,0,0
2019-01-01 07:15,3,1,2,0,0,0
2019-01-01 07:30,6,1,5,0,0,0
2019-01-01 07:45,5,1,4,0,0,0
2019-01-01 08:00,3,3,0,0,0,0
2019-01-01 08:15,4,0,4,0,0,0
2019-01-01 08:30,3,1,2,0,0,0
2019-01-01 08:45,5,3,2,0,0,0
2019-01-01 09:00,2,0,2,0,0,0
2019-01-01 09:15,8,2,6,0,0,0
2019-01-01 09:30,6,4,2,0,0,0
2019-01-01 09:45,3,2,1,0,0,0
2019-01-01 10:00,9,4,5,0,0,0
2019-01-01 10:15,4,1,3,0,0,0
2019-01-01 10:30,8,4,4,0,0,0
2019-01-01 10:45,11,7,4,0,0,0
2019-01-01 11:00,15,10,5,0,0,0
2019-01-01 11:15,11,4,7,0,0,0
2019-01-01 11:30,15,8,7,0,0,0
2019-01-01 11:45,16,10,6,0,0,0
2019-01-01 12:00,11,5,6,0,0,0
2019-01-01 12:15,18,10,8,0,0,0
2019-01-01 12:30,24,9,15,0,0,0
2019-01-01 12:45,17,7,10,0,0,0
2019-01-01 13:00,8,5,3,0,0,0
2019-01-01 13:15,17,6,11,0,0,0
2019-01-01 13:30,30,20,10,0,0,0
2019-01-01 13:45,29,15,14,0,0,0
2019-01-01 14:00,29,15,14,0,0,0
2019-01-01 14:15,43,21,22,0,0,0
2019-01-01 14:30,28,15,13,0,0,0
2019-01-01 14:45,20,9,11,0,0,0
2019-01-01 15:00,43,21,22,0,0,0
2019-01-01 15:15,37,21,16,0,0,0
2019-01-01 15:30,56,37,19,0,0,0
2019-01-01 15:45,25,17,8,0,0,0
2019-01-01 16:00,22,11,11,0,0,0
2019-01-01 16:15,26,12,14,0,0,0
2019-01-01 16:30,22,10,12,0,0,0
2019-01-01 16:45,19,9,10,0,0,0
2019-01-01 17:00,37,6,31,0,0,0
2019-01-01 17:15,15,6,9,0,0,0
2019-01-01 17:30,26,13,13,0,0,0
2019-01-01 17:45,15,9,6,0,0,0
2019-01-01 18:00,27,10,17,0,0,0
2019-01-01 18:15,22,9,13,0,0,0
2019-01-01 18:30,19,8,11,0,0,0
2019-01-01 18:45,36,10,26,0,0,0
2019-01-01 19:00,23,14,9,0,0,0
2019-01-01 19:15,17,8,9,0,0,0
2019-01-01 19:30,22,9,13,0,0,0
2019-01-01 19:45,20,13,7,0,0,0
2019-01-01 20:00,17,6,11,0,0,0
2019-01-01 20:15,12,2,10,0,0,0
2019-01-01 20:30,17,6,11,0,0,0
2019-01-01 20:45,11,7,4,0,0,0
2019-01-01 21:00,14,4,10,0,0,0
2019-01-01 21:15,14,5,9,0,0,0
2019-01-01 21:30,6,0,6,0,0,0
2019-01-01 21:45,4,2,2,0,0,0
2019-01-01 22:00,8,3,5,0,0,0
2019-01-01 22:15,12,5,7,0,0,0
2019-01-01 22:30,12,2,10,0,0,0
2019-01-01 22:45,6,4,2,0,0,0
2019-01-01 23:00,6,1,5,0,0,0
2019-01-01 23:15,5,3,2,0,0,0
2019-01-01 23:30,5,0,5,0,0,0
2019-01-01 23:45,6,0,6,0,0,0
2019-01-02 00:00,5,1,4,0,0,0
2019-01-02 00:15,4,1,3,0,0,0
2019-01-02 00:30,1,0,1,0,0,0
2019-01-02 00:45,0,0,0,0,0,0
2019-01-02 01:00,0,0,0,0,0,0
2019-01-02 01:15,0,0,0,0,0,0
2019-01-02 01:30,1,0,1,0,0,0
2019-01-02 01:45,0,0,0,0,0,0
2019-01-02 02:00,0,0,0,0,0,0
2019-01-02 02:15,0,0,0,0,0,0
2019-01-02 02:30,2,0,2,0,0,0
2019-01-02 02:45,0,0,0,0,0,0
2019-01-02 03:00,0,0,0,0,0,0
2019-01-02 03:15,0,0,0,0,0,0
2019-01-02 03:30,0,0,0,0,0,0
2019-01-02 03:45,3,2,1,0,0,0
2019-01-02 04:00,4,3,1,0,0,0
2019-01-02 04:15,0,0,0,0,0,0
2019-01-02 04:30,0,0,0,0,0,0
2019-01-02 04:45,1,1,0,0,0,0
2019-01-02 05:00,3,3,0,0,0,0
2019-01-02 05:15,9,8,1,0,0,0
2019-01-02 05:30,9,9,0,0,0,0
2019-01-02 05:45,18,16,2,0,0,0
2019-01-02 06:00,16,13,3,0,0,0
2019-01-02 06:15,34,28,6,0,0,0
2019-01-02 06:30,27,19,8,0,0,0
2019-01-02 06:45,38,26,12,0,0,0
2019-01-02 07:00,45,29,16,0,0,0
2019-01-02 07:15,66,53,13,0,0,0
2019-01-02 07:30,68,53,15,0,0,0
2019-01-02 07:45,70,46,24,0,0,0
2019-01-02 08:00,68,46,22,0,0,0
2019-01-02 08:15,81,48,33,0,0,0
2019-01-02 08:30,74,52,22,0,0,0
2019-01-02 08:45,92,64,28,0,0,0
2019-01-02 09:00,67,43,24,0,0,0
2019-01-02 09:15,71,55,16,0,0,0
2019-01-02 09:30,85,62,23,0,0,0
2019-01-02 09:45,93,66,27,0,0,0
2019-01-02 10:00,66,47,19,0,0,0
2019-01-02 10:15,84,50,34,0,0,0
2019-01-02 10:30,78,45,33,0,0,0
2019-01-02 10:45,107,78,29,0,0,0
2019-01-02 11:00,104,59,45,0,0,0
2019-01-02 11:15,108,64,44,0,0,0
2019-01-02 11:30,108,60,48,0,0,0
2019-01-02 11:45,114,64,50,0,0,0
2019-01-02 12:00,127,64,63,0,0,0
2019-01-02 12:15,108,62,46,0,0,0
2019-01-02 12:30,117,50,67,0,0,0
2019-01-02 12:45,119,50,69,0,0,0
2019-01-02 13:00,129,60,69,0,0,0
2019-01-02 13:15,148,65,83,0,0,0
2019-01-02 13:30,113,50,63,0,0,0
2019-01-02 13:45,117,51,66,0,0,0
2019-01-02 14:00,141,70,71,0,0,0
2019-01-02 14:15,151,61,90,0,0,0
2019-01-02 14:30,116,54,62,0,0,0
2019-01-02 14:45,132,55,77,0,0,0
2019-01-02 15:00,138,62,76,0,0,0
2019-01-02 15:15,145,76,69,0,0,0
2019-01-02 15:30,162,70,92,0,0,0
2019-01-02 15:45,138,60,78,0,0,0
2019-01-02 16:00,163,62,101,0,0,0
2019-01-02 16:15,159,62,97,0,0,0
2019-01-02 16:30,154,52,102,0,0,0
2019-01-02 16:45,164,54,110,0,0,0
2019-01-02 17:00,163,48,115,0,0,0
2019-01-02 17:15,124,39,85,0,0,0
2019-01-02 17:30,149,55,94,0,0,0
2019-01-02 17:45,109,47,62,0,0,0
2019-01-02 18:00,116,28,88,0,0,0
