Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2023-01-01 00:00,4,2,2,0,0,0
2023-01-01 00:15,3,0,3,0,0,0
2023-01-01 00:30,9,2,7,0,0,0
2023-01-01 00:45,7,4,3,0,0,0
2023-01-01 01:00,29,17,12,0,0,0
2023-01-01 01:15,27,9,18,0,0,0
2023-01-01 01:30,32,13,19,0,0,0
2023-01-01 01:45,20,4,16,0,0,0
2023-01-01 02:00,45,27,18,0,0,0
2023-01-01 02:15,39,13,26,0,0,0
2023-01-01 02:30,40,15,25,0,0,0
2023-01-01 02:45,44,14,30,0,0,0
2023-01-01 03:00,39,13,26,0,0,0
2023-01-01 03:15,33,8,25,0,0,0
2023-01-01 03:30,24,8,16,0,0,0
2023-01-01 03:45,19,7,12,0,0,0
2023-01-01 04:00,21,3,18,0,0,0
2023-01-01 04:15,17,7,10,0,0,0
2023-01-01 04:30,12,1,11,0,0,0
2023-01-01 04:45,17,8,9,0,0,0
2023-01-01 05:00,16,4,12,0,0,0
2023-01-01 05:15,5,2,3,0,0,0
2023-01-01 05:30,12,5,7,0,0,0
2023-01-01 05:45,6,2,4,0,0,0
2023-01-01 06:00,13,8,5,0,0,0
2023-01-01 06:15,9,2,7,0,0,0
2023-01-01 06:30,5,1,4,0,0,0
2023-01-01 06:45,5,1,4,0,0,0
2023-01-01 07:00,2,1,1,0,0,0
2023-01-01 07:15,8,2,6,0,0,0
2023-01-01 07:30,4,1,3,0,0,0
2023-01-01 07:45,0,0,0,0,0,0
2023-01-01 08:00,4,2,2,0,0,0
2023-01-01 08:15,1,1,0,0,0,0
2023-01-01 08:30,4,0,4,0,0,0
2023-01-01 08:45,2,1,1,0,0,0
2023-01-01 09:00,4,2,2,0,0,0
2023-01-01 09:15,6,3,3,0,0,0
2023-01-01 09:30,3,0,3,0,0,0
2023-01-01 09:45,7,5,2,0,0,0
2023-01-01 10:00,5,3,2,0,0,0
2023-01-01 10:15,4,1,3,0,0,0
2023-01-01 10:30,3,2,1,0,0,0
2023-01-01 10:45,3,0,3,0,0,0
2023-01-01 11:00,5,3,2,0,0,0
2023-01-01 11:15,11,10,1,0,0,0
2023-01-01 11:30,10,3,7,0,0,0
2023-01-01 11:45,7,4,3,0,0,0
2023-01-01 12:00,9,6,3,0,0,0
2023-01-01 12:15,29,18,11,0,0,0
2023-01-01 12:30,19,9,10,0,0,0
2023-01-01 12:45,22,13,9,0,0,0
2023-01-01 13:00,23,11,12,0,0,0
2023-01-01 13:15,26,16,10,0,0,0
2023-01-01 13:30,39,11,28,0,0,0
2023-01-01 13:45,34,22,12,0,0,0
2023-01-01 14:00,27,12,15,0,0,0
2023-01-01 14:15,38,23,15,0,0,0
2023-01-01 14:30,49,28,21,0,0,0
2023-01-01 14:45,33,14,19,0,0,0
2023-01-01 15:00,33,15,18,0,0,0
2023-01-01 15:15,35,21,14,0,0,0
2023-01-01 15:30,38,15,23,0,0,0
2023-01-01 15:45,35,18,17,0,0,0
2023-01-01 16:00,43,14,29,0,0,0
2023-01-01 16:15,36,14,22,0,0,0
2023-01-01 16:30,29,13,16,0,0,0
2023-01-01 16:45,30,16,14,0,0,0
2023-01-01 17:00,34,12,22,0,0,0
2023-01-01 17:15,27,11,16,0,0,0
2023-01-01 17:30,36,16,20,0,0,0
2023-01-01 17:45,38,14,24,0,0,0
2023-01-01 18:00,46,14,32,0,0,0
2023-01-01 18:15,31,7,24,0,0,0
2023-01-01 18:30,33,15,18,0,0,0
2023-01-01 18:45,21,10,11,0,0,0
2023-01-01 19:00,35,14,21,0,0,0
2023-01-01 19:15,16,6,10,0,0,0
2023-01-01 19:30,22,11,11,0,0,0
2023-01-01 19:45,17,10,7,0,0,0
2023-01-01 20:00,11,2,9,0,0,0
2023-01-01 20:15,18,10,8,0,0,0
2023-01-01 20:30,7,6,1,0,0,0
2023-01-01 20:45,10,2,8,0,0,0
2023-01-01 21:00,13,3,10,0,0,0
2023-01-01 21:15,13,4,9,0,0,0
2023-01-01 21:30,12,4,8,0,0,0
2023-01-01 21:45,6,1,5,0,0,0
2023-01-01 22:00,10,4,6,0,0,0
2023-01-01 22:15,12,2,10,0,0,0
2023-01-01 22:30,11,2,9,0,0,0
2023-01-01 22:45,10,4,6,0,0,0
2023-01-01 23:00,3,0,3,0,0,0
2023-01-01 23:15,3,3,0,0,0,0
2023-01-01 23:30,4,2,2,0,0,0
2023-01-01 23:45,2,0,2,0,0,0
2023-01-02 00:00,5,3,2,0,0,0
2023-01-02 00:15,2,2,0,0,0,0
2023-01-02 00:30,0,0,0,0,0,0
2023-01-02 00:45,0,0,0,0,0,0
2023-01-02 01:00,0,0,0,0,0,0
2023-01-02 01:15,2,1,1,0,0,0
2023-01-02 01:30,1,1,0,0,0,0
2023-01-02 01:45,2,1,1,0,0,0
2023-01-02 02:00,0,0,0,0,0,0
2023-01-02 02:15,0,0,0,0,0,0
2023-01-02 02:30,0,0,0,0,0,0
2023-01-02 02:45,0,0,0,0,0,0
2023-01-02 03:00,2,1,1,0,0,0
2023-01-02 03:15,0,0,0,0,0,0
2023-01-02 03:30,0,0,0,0,0,0
2023-01-02 03:45,0,0,0,0,0,0
2023-01-02 04:00,1,1,0,0,0,0
2023-01-02 04:15,0,0,0,0,0,0
2023-01-02 04:30,2,2,0,0,0,0
