Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2020-04-01 00:00,4,2,2,0,0,0
2020-04-01 00:15,4,1,3,0,0,0
2020-04-01 00:30,1,0,1,0,0,0
2020-04-01 00:45,2,2,0,0,0,0
2020-04-01 01:00,2,1,1,0,0,0
2020-04-01 01:15,3,2,1,0,0,0
2020-04-01 01:30,4,2,2,0,0,0
2020-04-01 01:45,2,1,1,0,0,0
2020-04-01 02:00,0,0,0,0,0,0
2020-04-01 02:15,1,1,0,0,0,0
2020-04-01 02:30,1,1,0,0,0,0
2020-04-01 02:45,0,0,0,0,0,0
2020-04-01 03:00,0,0,0,0,0,0
2020-04-01 03:15,0,0,0,0,0,0
2020-04-01 03:30,0,0,0,0,0,0
2020-04-01 03:45,1,0,1,0,0,0
2020-04-01 04:00,0,0,0,0,0,0
2020-04-01 04:15,0,0,0,0,0,0
2020-04-01 04:30,3,3,0,0,0,0
2020-04-01 04:45,4,2,2,0,0,0
2020-04-01 05:00,2,0,2,0,0,0
2020-04-01 05:15,3,2,1,0,0,0
2020-04-01 05:30,10,5,5,0,0,0
2020-04-01 05:45,23,17,6,0,0,0
2020-04-01 06:00,18,14,4,0,0,0
2020-04-01 06:15,21,19,2,0,0,0
2020-04-01 06:30,27,20,7,0,0,0
2020-04-01 06:45,38,28,10,0,0,0
2020-04-01 07:00,52,32,20,0,0,0
2020-04-01 07:15,59,37,22,0,0,0
2020-04-01 07:30,76,55,21,0,0,0
2020-04-01 07:45,98,71,27,0,0,0
2020-04-01 08:00,61,41,20,0,0,0
2020-04-01 08:15,90,54,36,0,0,0
2020-04-01 08:30,70,48,22,0,0,0
2020-04-01 08:45,79,60,19,0,0,0
2020-04-01 09:00,52,34,18,0,0,0
2020-04-01 09:15,53,32,21,0,0,0
2020-04-01 09:30,63,36,27,0,0,0
2020-04-01 09:45,57,38,19,0,0,0
2020-04-01 10:00,76,42,34,0,0,0
2020-04-01 10:15,84,50,34,0,0,0
