Datetime,100034978 (Gartenstraße),101034978 (Gartenstraße einwärts),102034978 (Gartenstraße auswärts),100034978-status,101034978-status,102034978-status
2022-09-01 00:00,6,4,2,0,0,0
2022-09-01 00:15,3,0,3,0,0,0
2022-09-01 00:30,3,0,3,0,0,0
2022-09-01 00:45,5,3,2,0,0,0
2022-09-01 01:00,3,1,2,0,0,0
2022-09-01 01:15,3,0,3,0,0,0
2022-09-01 01:30,3,2,1,0,0,0
2022-09-01 01:45,2,1,1,0,0,0
2022-09-01 02:00,4,2,2,0,0,0
2022-09-01 02:15,3,0,3,0,0,0
2022-09-01 02:30,3,0,3,0,0,0
2022-09-01 02:45,1,0,1,0,0,0
2022-09-01 03:00,0,0,0,0,0,0
2022-09-01 03:15,1,0,1,0,0,0
2022-09-01 03:30,1,1,0,0,0,0
2022-09-01 03:45,1,0,1,0,0,0
2022-09-01 04:00,0,0,0,0,0,0
2022-09-01 04:15,1,1,0,0,0,0
2022-09-01 04:30,2,2,0,0,0,0
2022-09-01 04:45,3,2,1,0,0,0
2022-09-01 05:00,1,0,1,0,0,0
2022-09-01 05:15,6,3,3,0,0,0
2022-09-01 05:30,7,3,4,0,0,0
2022-09-01 05:45,18,7,11,0,0,0
2022-09-01 06:00,25,12,13,0,0,0
2022-09-01 06:15,32,16,16,0,0,0
2022-09-01 06:30,32,15,17,0,0,0
2022-09-01 06:45,44,22,22,0,0,0
2022-09-01 07:00,53,29,24,0,0,0
2022-09-01 07:15,107,79,28,0,0,0
2022-09-01 07:30,179,148,31,0,0,0
2022-09-01 07:45,96,62,34,0,0,0
2022-09-01 08:00,63,43,20,0,0,0
2022-09-01 08:15,62,34,28,0,0,0
2022-09-01 08:30,64,38,26,0,0,0
2022-09-01 08:45,52,39,13,0,0,0
2022-09-01 09:00,46,31,15,0,0,0
2022-09-01 09:15,44,30,14,0,0,0
2022-09-01 09:30,57,40,17,0,0,0
2022-09-01 09:45,49,27,22,0,0,0
2022-09-01 10:00,27,18,9,0,0,0
2022-09-01 10:15,48,29,19,0,0,0
2022-09-01 10:30,47,34,13,0,0,0
2022-09-01 10:45,49,33,16,0,0,0
2022-09-01 11:00,43,16,27,0,0,0
2022-09-01 11:15,47,29,18,0,0,0
2022-09-01 11:30,40,21,19,0,0,0
2022-09-01 11:45,47,33,14,0,0,0
2022-09-01 12:00,44,29,15,0,0,0
2022-09-01 12:15,44,17,27,0,0,0
2022-09-01 12:30,71,39,32,0,0,0
2022-09-01 12:45,61,37,24,0,0,0
2022-09-01 13:00,69,30,39,0,0,0
2022-09-01 13:15,57,23,34,0,0,0
2022-09-01 13:30,58,26,32,0,0,0
2022-09-01 13:45,84,42,42,0,0,0
2022-09-01 14:00,91,31,60,0,0,0
2022-09-01 14:15,77,36,41,0,0,0
2022-09-01 14:30,71,37,34,0,0,0
2022-09-01 14:45,95,44,51,0,0,0
2022-09-01 15:00,79,43,36,0,0,0
2022-09-01 15:15,85,47,38,0,0,0
2022-09-01 15:30,101,60,41,0,0,0
2022-09-01 15:45,110,60,50,0,0,0
2022-09-01 16:00,103,59,44,0,0,0
2022-09-01 16:15,95,52,43,0,0,0
2022-09-01 16:30,112,66,46,0,0,0
2022-09-01 16:45,129,78,51,0,0,0
2022-09-01 17:00,98,54,44,0,0,0
2022-09-01 17:15,108,53,55,0,0,0
2022-09-01 17:30,95,47,48,0,0,0
2022-09-01 17:45,100,49,51,0,0,0
2022-09-01 18:00,97,48,49,0,0,0
2022-09-01 18:15,82,40,42,0,0,0
2022-09-01 18:30,75,38,37,0,0,0
2022-09-01 18:45,64,34,30,0,0,0
2022-09-01 19:00,70,36,34,0,0,0
2022-09-01 19:15,63,32,31,0,0,0
2022-09-01 19:30,40,25,15,0,0,0
2022-09-01 19:45,53,22,31,0,0,0
2022-09-01 20:00,61,27,34,0,0,0
2022-09-01 20:15,40,25,15,0,0,0
2022-09-01 20:30,33,11,22,0,0,0
2022-09-01 20:45,29,16,13,0,0,0
2022-09-01 21:00,28,10,18,0,0,0
2022-09-01 21:15,30,12,18,0,0,0
2022-09-01 21:30,21,6,15,0,0,0
2022-09-01 21:45,37,16,21,0,0,0
2022-09-01 22:00,18,9,9,0,0,0
2022-09-01 22:15,22,3,19,0,0,0
2022-09-01 22:30,14,2,12,0,0,0
2022-09-01 22:45,18,3,15,0,0,0
2022-09-01 23:00,10,4,6,0,0,0
2022-09-01 23:15,8,0,8,0,0,0
2022-09-01 23:30,4,1,3,0,0,0
2022-09-01 23:45,6,3,3,0,0,0
2022-09-02 00:00,4,3,1,0,0,0
2022-09-02 00:15,5,2,3,0,0,0
2022-09-02 00:30,2,0,2,0,0,0
2022-09-02 00:45,6,2,4,0,0,0
2022-09-02 01:00,1,1,0,0,0,0
2022-09-02 01:15,6,0,6,0,0,0
2022-09-02 01:30,4,1,3,0,0,0
2022-09-02 01:45,1,0,1,0,0,0
2022-09-02 02:00,2,1,1,0,0,0
2022-09-02 02:15,3,0,3,0,0,0
2022-09-02 02:30,0,0,0,0,0,0
2022-09-02 02:45,0,0,0,0,0,0
2022-09-02 03:00,0,0,0,0,0,0
2022-09-02 03:15,0,0,0,0,0,0
2022-09-02 03:30,2,1,1,0,0,0
2022-09-02 03:45,0,0,0,0,0,0
2022-09-02 04:00,1,1,0,0,0,0
2022-09-02 04:15,1,1,0,0,0,0
2022-09-02 04:30,3,3,0,0,0,0
2022-09-02 04:45,3,1,2,0,0,0
2022-09-02 05:00,4,2,2,0,0,0
2022-09-02 05:15,5,3,2,0,0,0
2022-09-02 05:30,4,2,2,0,0,0
2022-09-02 05:45,21,8,13,0,0,0
2022-09-02 06:00,22,10,12,0,0,0
2022-09-02 06:15,20,12,8,0,0,0
2022-09-02 06:30,29,15,14,0,0,0
2022-09-02 06:45,35,17,18,0,0,0
2022-09-02 07:00,48,33,15,0,0,0
2022-09-02 07:15,91,73,18,0,0,0
2022-09-02 07:30,149,117,32,0,0,0
2022-09-02 07:45,95,66,29,0,0,0
2022-09-02 08:00,65,40,25,0,0,0
2022-09-02 08:15,57,38,19,0,0,0
2022-09-02 08:30,63,39,24,0,0,0
2022-09-02 08:45,64,53,11,0,0,0
2022-09-02 09:00,44,27,17,0,0,0
2022-09-02 09:15,48,36,12,0,0,0
2022-09-02 09:30,52,33,19,0,0,0
2022-09-02 09:45,49,35,14,0,0,0
2022-09-02 10:00,41,26,15,0,0,0
2022-09-02 10:15,39,26,13,0,0,0
2022-09-02 10:30,41,24,17,0,0,0
2022-09-02 10:45,53,37,16,0,0,0
2022-09-02 11:00,35,18,17,0,0,0
2022-09-02 11:15,54,29,25,0,0,0
2022-09-02 11:30,55,31,24,0,0,0
2022-09-02 11:45,63,41,22,0,0,0
2022-09-02 12:00,79,38,41,0,0,0
2022-09-02 12:15,59,30,29,0,0,0
2022-09-02 12:30,56,23,33,0,0,0
2022-09-02 12:45,78,40,38,0,0,0
2022-09-02 13:00,80,31,49,0,0,0
2022-09-02 13:15,102,39,63,0,0,0
2022-09-02 13:30,87,47,40,0,0,0
2022-09-02 13:45,104,51,53,0,0,0
2022-09-02 14:00,85,38,47,0,0,0
2022-09-02 14:15,95,46,49,0,0,0
2022-09-02 14:30,83,45,38,0,0,0
2022-09-02 14:45,80,47,33,0,0,0
2022-09-02 15:00,88,51,37,0,0,0
2022-09-02 15:15,70,42,28,0,0,0
2022-09-02 15:30,78,43,35,0,0,0
2022-09-02 15:45,64,35,29,0,0,0
2022-09-02 16:00,87,55,32,0,0,0
2022-09-02 16:15,88,62,26,0,0,0
2022-09-02 16:30,47,24,23,0,0,0
2022-09-02 16:45,67,48,19,0,0,0
2022-09-02 17:00,75,42,33,0,0,0
2022-09-02 17:15,63,33,30,0,0,0
2022-09-02 17:30,62,35,27,0,0,0
2022-09-02 17:45,82,53,29,0,0,0
2022-09-02 18:00,61,38,23,0,0,0
2022-09-02 18:15,58,31,27,0,0,0
2022-09-02 18:30,58,32,26,0,0,0
2022-09-02 18:45,56,31,25,0,0,0
2022-09-02 19:00,48,27,21,0,0,0
2022-09-02 19:15,66,30,36,0,0,0
2022-09-02 19:30,72,29,43,0,0,0
2022-09-02 19:45,58,32,26,0,0,0
2022-09-02 20:00,50,26,24,0,0,0
2022-09-02 20:15,45,17,28,0,0,0
2022-09-02 20:30,25,14,11,0,0,0
2022-09-02 20:45,28,12,16,0,0,0
2022-09-02 21:00,44,21,23,0,0,0
2022-09-02 21:15,38,14,24,0,0,0
2022-09-02 21:30,55,33,22,0,0,0
2022-09-02 21:45,29,16,13,0,0,0
2022-09-02 22:00,28,10,18,0,0,0
2022-09-02 22:15,14,2,12,0,0,0
2022-09-02 22:30,31,6,25,0,0,0
2022-09-02 22:45,37,12,25,0,0,0
2022-09-02 23:00,20,8,12,0,0,0
2022-09-02 23:15,23,7,16,0,0,0
2022-09-02 23:30,14,7,7,0,0,0
2022-09-02 23:45,17,4,13,0,0,0
2022-09-03 00:00,11,2,9,0,0,0
2022-09-03 00:15,20,4,16,0,0,0
2022-09-03 00:30,10,6,4,0,0,0
2022-09-03 00:45,7,0,7,0,0,0
2022-09-03 01:00,3,1,2,0,0,0
2022-09-03 01:15,3,0,3,0,0,0
2022-09-03 01:30,11,1,10,0,0,0
2022-09-03 01:45,8,2,6,0,0,0
2022-09-03 02:00,5,1,4,0,0,0
2022-09-03 02:15,4,0,4,0,0,0
2022-09-03 02:30,4,1,3,0,0,0
2022-09-03 02:45,1,0,1,0,0,0
2022-09-03 03:00,3,0,3,0,0,0
2022-09-03 03:15,6,1,5,0,0,0
2022-09-03 03:30,3,2,1,0,0,0
2022-09-03 03:45,4,0,4,0,0,0
2022-09-03 04:00,3,1,2,0,0,0
2022-09-03 04:15,2,0,2,0,0,0
2022-09-03 04:30,2,1,1,0,0,0
2022-09-03 04:45,2,1,1,0,0,0
2022-09-03 05:00,3,2,1,0,0,0
2022-09-03 05:15,4,2,2,0,0,0
2022-09-03 05:30,8,4,4,0,0,0
2022-09-03 05:45,4,2,2,0,0,0
2022-09-03 06:00,5,4,1,0,0,0
2022-09-03 06:15,2,1,1,0,0,0
2022-09-03 06:30,5,1,4,0,0,0
2022-09-03 06:45,10,6,4,0,0,0
2022-09-03 07:00,9,6,3,0,0,0
2022-09-03 07:15,6,6,0,0,0,0
2022-09-03 07:30,18,15,3,0,0,0
2022-09-03 07:45,14,11,3,0,0,0
2022-09-03 08:00,23,19,4,0,0,0
2022-09-03 08:15,17,12,5,0,0,0
2022-09-03 08:30,27,14,13,0,0,0
2022-09-03 08:45,20,15,5,0,0,0
2022-09-03 09:00,33,23,10,0,0,0
2022-09-03 09:15,32,27,5,0,0,0
2022-09-03 09:30,30,22,8,0,0,0
2022-09-03 09:45,45,33,12,0,0,0
2022-09-03 10:00,68,53,15,0,0,0
2022-09-03 10:15,41,30,11,0,0,0
2022-09-03 10:30,55,39,16,0,0,0
2022-09-03 10:45,55,43,12,0,0,0
2022-09-03 11:00,43,27,16,0,0,0
2022-09-03 11:15,62,47,15,0,0,0
2022-09-03 11:30,53,34,19,0,0,0
2022-09-03 11:45,72,53,19,0,0,0
2022-09-03 12:00,64,36,28,0,0,0
2022-09-03 12:15,59,38,21,0,0,0
2022-09-03 12:30,74,47,27,0,0,0
2022-09-03 12:45,61,33,28,0,0,0
2022-09-03 13:00,51,31,20,0,0,0
2022-09-03 13:15,50,31,19,0,0,0
2022-09-03 13:30,60,30,30,0,0,0
2022-09-03 13:45,51,29,22,0,0,0
2022-09-03 14:00,55,30,25,0,0,0
2022-09-03 14:15,54,28,26,0,0,0
2022-09-03 14:30,66,33,33,0,0,0
2022-09-03 14:45,84,42,42,0,0,0
2022-09-03 15:00,61,29,32,0,0,0
2022-09-03 15:15,64,35,29,0,0,0
2022-09-03 15:30,64,39,25,0,0,0
2022-09-03 15:45,52,29,23,0,0,0
2022-09-03 16:00,57,38,19,0,0,0
2022-09-03 16:15,64,31,33,0,0,0
2022-09-03 16:30,90,49,41,0,0,0
2022-09-03 16:45,61,35,26,0,0,0
2022-09-03 17:00,49,27,22,0,0,0
2022-09-03 17:15,63,34,29,0,0,0
2022-09-03 17:30,49,29,20,0,0,0
2022-09-03 17:45,75,36,39,0,0,0
2022-09-03 18:00,78,53,25,0,0,0
2022-09-03 18:15,62,42,20,0,0,0
2022-09-03 18:30,46,28,18,0,0,0
2022-09-03 18:45,56,37,19,0,0,0
2022-09-03 19:00,45,29,16,0,0,0
2022-09-03 19:15,57,33,24,0,0,0
2022-09-03 19:30,46,26,20,0,0,0
2022-09-03 19:45,44,28,16,0,0,0
2022-09-03 20:00,39,25,14,0,0,0
