Datetime,100034978 (Gartenstraße),101034978 (Gartenstraße einwärts),102034978 (Gartenstraße auswärts),100034978-status,101034978-status,102034978-status
2020-08-01 00:00,17,11,6,0,0,0
2020-08-01 00:15,11,4,7,0,0,0
2020-08-01 00:30,15,4,11,0,0,0
2020-08-01 00:45,4,1,3,0,0,0
2020-08-01 01:00,5,2,3,0,0,0
2020-08-01 01:15,7,2,5,0,0,0
2020-08-01 01:30,8,3,5,0,0,0
2020-08-01 01:45,3,0,3,0,0,0
2020-08-01 02:00,6,3,3,0,0,0
2020-08-01 02:15,5,3,2,0,0,0
2020-08-01 02:30,4,0,4,0,0,0
2020-08-01 02:45,2,0,2,0,0,0
2020-08-01 03:00,3,1,2,0,0,0
2020-08-01 03:15,1,0,1,0,0,0
2020-08-01 03:30,4,0,4,0,0,0
2020-08-01 03:45,2,1,1,0,0,0
2020-08-01 04:00,4,3,1,0,0,0
2020-08-01 04:15,5,3,2,0,0,0
2020-08-01 04:30,2,1,1,0,0,0
2020-08-01 04:45,4,1,3,0,0,0
2020-08-01 05:00,1,1,0,0,0,0
2020-08-01 05:15,4,4,0,0,0,0
2020-08-01 05:30,3,2,1,0,0,0
2020-08-01 05:45,2,2,0,0,0,0
2020-08-01 06:00,3,1,2,0,0,0
2020-08-01 06:15,6,3,3,0,0,0
2020-08-01 06:30,5,1,4,0,0,0
2020-08-01 06:45,7,5,2,0,0,0
2020-08-01 07:00,7,6,1,0,0,0
2020-08-01 07:15,11,8,3,0,0,0
2020-08-01 07:30,10,9,1,0,0,0
2020-08-01 07:45,18,8,10,0,0,0
2020-08-01 08:00,15,7,8,0,0,0
2020-08-01 08:15,16,10,6,0,0,0
2020-08-01 08:30,20,12,8,0,0,0
2020-08-01 08:45,23,23,0,0,0,0
2020-08-01 09:00,20,12,8,0,0,0
2020-08-01 09:15,20,13,7,0,0,0
2020-08-01 09:30,40,29,11,0,0,0
2020-08-01 09:45,39,25,14,0,0,0
2020-08-01 10:00,34,24,10,0,0,0
2020-08-01 10:15,35,27,8,0,0,0
2020-08-01 10:30,41,22,19,0,0,0
2020-08-01 10:45,40,22,18,0,0,0
2020-08-01 11:00,23,12,11,0,0,0
2020-08-01 11:15,36,21,15,0,0,0
2020-08-01 11:30,45,29,16,0,0,0
2020-08-01 11:45,29,18,11,0,0,0
2020-08-01 12:00,52,36,16,0,0,0
2020-08-01 12:15,38,14,24,0,0,0
2020-08-01 12:30,24,18,6,0,0,0
2020-08-01 12:45,61,34,27,0,0,0
2020-08-01 13:00,60,35,25,0,0,0
2020-08-01 13:15,23,9,14,0,0,0
2020-08-01 13:30,53,22,31,0,0,0
2020-08-01 13:45,42,22,20,0,0,0
2020-08-01 14:00,27,14,13,0,0,0
2020-08-01 14:15,40,22,18,0,0,0
2020-08-01 14:30,42,19,23,0,0,0
2020-08-01 14:45,42,21,21,0,0,0
2020-08-01 15:00,46,23,23,0,0,0
2020-08-01 15:15,37,25,12,0,0,0
2020-08-01 15:30,29,19,10,0,0,0
2020-08-01 15:45,45,25,20,0,0,0
2020-08-01 16:00,39,20,19,0,0,0
2020-08-01 16:15,49,25,24,0,0,0
2020-08-01 16:30,33,12,21,0,0,0
2020-08-01 16:45,35,25,10,0,0,0
2020-08-01 17:00,42,19,23,0,0,0
2020-08-01 17:15,54,22,32,0,0,0
2020-08-01 17:30,48,15,33,0,0,0
2020-08-01 17:45,43,27,16,0,0,0
2020-08-01 18:00,40,18,22,0,0,0
2020-08-01 18:15,41,20,21,0,0,0
2020-08-01 18:30,34,17,17,0,0,0
2020-08-01 18:45,39,22,17,0,0,0
2020-08-01 19:00,38,21,17,0,0,0
2020-08-01 19:15,46,28,18,0,0,0
2020-08-01 19:30,32,20,12,0,0,0
2020-08-01 19:45,28,15,13,0,0,0
2020-08-01 20:00,26,16,10,0,0,0
2020-08-01 20:15,24,15,9,0,0,0
2020-08-01 20:30,18,11,7,0,0,0
2020-08-01 20:45,30,17,13,0,0,0
2020-08-01 21:00,35,21,14,0,0,0
2020-08-01 21:15,27,15,12,0,0,0
2020-08-01 21:30,19,7,12,0,0,0
2020-08-01 21:45,17,8,9,0,0,0
2020-08-01 22:00,26,11,15,0,0,0
2020-08-01 22:15,19,11,8,0,0,0
2020-08-01 22:30,20,9,11,0,0,0
2020-08-01 22:45,20,12,8,0,0,0
2020-08-01 23:00,13,6,7,0,0,0
2020-08-01 23:15,13,4,9,0,0,0
2020-08-01 23:30,18,5,13,0,0,0
2020-08-01 23:45,11,1,10,0,0,0
2020-08-02 00:00,6,4,2,0,0,0
2020-08-02 00:15,18,5,13,0,0,0
2020-08-02 00:30,12,5,7,0,0,0
2020-08-02 00:45,3,0,3,0,0,0
2020-08-02 01:00,4,1,3,0,0,0
2020-08-02 01:15,9,4,5,0,0,0
2020-08-02 01:30,2,1,1,0,0,0
2020-08-02 01:45,6,3,3,0,0,0
2020-08-02 02:00,9,0,9,0,0,0
2020-08-02 02:15,5,0,5,0,0,0
2020-08-02 02:30,7,5,2,0,0,0
2020-08-02 02:45,1,0,1,0,0,0
2020-08-02 03:00,3,0,3,0,0,0
2020-08-02 03:15,3,1,2,0,0,0
2020-08-02 03:30,1,0,1,0,0,0
2020-08-02 03:45,1,0,1,0,0,0
2020-08-02 04:00,2,1,1,0,0,0
2020-08-02 04:15,2,2,0,0,0,0
2020-08-02 04:30,4,0,4,0,0,0
2020-08-02 04:45,0,0,0,0,0,0
2020-08-02 05:00,1,0,1,0,0,0
2020-08-02 05:15,3,3,0,0,0,0
2020-08-02 05:30,4,3,1,0,0,0
2020-08-02 05:45,4,3,1,0,0,0
2020-08-02 06:00,2,0,2,0,0,0
2020-08-02 06:15,3,2,1,0,0,0
2020-08-02 06:30,3,1,2,0,0,0
2020-08-02 06:45,2,0,2,0,0,0
2020-08-02 07:00,2,2,0,0,0,0
2020-08-02 07:15,1,1,0,0,0,0
2020-08-02 07:30,7,4,3,0,0,0
2020-08-02 07:45,6,3,3,0,0,0
2020-08-02 08:00,1,1,0,0,0,0
2020-08-02 08:15,5,5,0,0,0,0
2020-08-02 08:30,4,3,1,0,0,0
2020-08-02 08:45,8,6,2,0,0,0
2020-08-02 09:00,9,4,5,0,0,0
2020-08-02 09:15,10,6,4,0,0,0
2020-08-02 09:30,10,5,5,0,0,0
2020-08-02 09:45,13,9,4,0,0,0
2020-08-02 10:00,11,5,6,0,0,0
2020-08-02 10:15,15,9,6,0,0,0
2020-08-02 10:30,20,11,9,0,0,0
2020-08-02 10:45,10,8,2,0,0,0
2020-08-02 11:00,17,11,6,0,0,0
2020-08-02 11:15,23,16,7,0,0,0
2020-08-02 11:30,20,11,9,0,0,0
2020-08-02 11:45,24,14,10,0,0,0
2020-08-02 12:00,27,16,11,0,0,0
2020-08-02 12:15,29,18,11,0,0,0
2020-08-02 12:30,40,18,22,0,0,0
2020-08-02 12:45,38,23,15,0,0,0
2020-08-02 13:00,14,6,8,0,0,0
2020-08-02 13:15,29,17,12,0,0,0
2020-08-02 13:30,37,25,12,0,0,0
2020-08-02 13:45,35,21,14,0,0,0
2020-08-02 14:00,33,13,20,0,0,0
2020-08-02 14:15,28,13,15,0,0,0
2020-08-02 14:30,30,14,16,0,0,0
2020-08-02 14:45,46,22,24,0,0,0
2020-08-02 15:00,36,18,18,0,0,0
2020-08-02 15:15,28,16,12,0,0,0
2020-08-02 15:30,46,23,23,0,0,0
2020-08-02 15:45,43,25,18,0,0,0
2020-08-02 16:00,33,20,13,0,0,0
2020-08-02 16:15,33,19,14,0,0,0
2020-08-02 16:30,22,15,7,0,0,0
2020-08-02 16:45,32,17,15,0,0,0
2020-08-02 17:00,30,20,10,0,0,0
2020-08-02 17:15,31,19,12,0,0,0
2020-08-02 17:30,36,13,23,0,0,0
2020-08-02 17:45,34,18,16,0,0,0
2020-08-02 18:00,15,9,6,0,0,0
2020-08-02 18:15,49,33,16,0,0,0
2020-08-02 18:30,20,13,7,0,0,0
2020-08-02 18:45,20,10,10,0,0,0
2020-08-02 19:00,23,18,5,0,0,0
2020-08-02 19:15,20,10,10,0,0,0
2020-08-02 19:30,28,13,15,0,0,0
2020-08-02 19:45,9,5,4,0,0,0
2020-08-02 20:00,24,13,11,0,0,0
2020-08-02 20:15,15,4,11,0,0,0
2020-08-02 20:30,16,7,9,0,0,0
2020-08-02 20:45,20,10,10,0,0,0
2020-08-02 21:00,28,10,18,0,0,0
2020-08-02 21:15,22,11,11,0,0,0
2020-08-02 21:30,18,5,13,0,0,0
2020-08-02 21:45,13,5,8,0,0,0
2020-08-02 22:00,12,4,8,0,0,0
2020-08-02 22:15,16,6,10,0,0,0
2020-08-02 22:30,9,3,6,0,0,0
2020-08-02 22:45,6,2,4,0,0,0
2020-08-02 23:00,8,3,5,0,0,0
2020-08-02 23:15,5,2,3,0,0,0
2020-08-02 23:30,6,2,4,0,0,0
2020-08-02 23:45,5,1,4,0,0,0
2020-08-03 00:00,5,0,5,0,0,0
2020-08-03 00:15,3,1,2,0,0,0
2020-08-03 00:30,1,0,1,0,0,0
2020-08-03 00:45,2,0,2,0,0,0
2020-08-03 01:00,2,2,0,0,0,0
2020-08-03 01:15,5,0,5,0,0,0
2020-08-03 01:30,2,1,1,0,0,0
2020-08-03 01:45,0,0,0,0,0,0
2020-08-03 02:00,0,0,0,0,0,0
2020-08-03 02:15,2,1,1,0,0,0
2020-08-03 02:30,2,1,1,0,0,0
2020-08-03 02:45,0,0,0,0,0,0
2020-08-03 03:00,0,0,0,0,0,0
2020-08-03 03:15,0,0,0,0,0,0
2020-08-03 03:30,0,0,0,0,0,0
2020-08-03 03:45,1,0,1,0,0,0
2020-08-03 04:00,0,0,0,0,0,0
2020-08-03 04:15,1,1,0,0,0,0
2020-08-03 04:30,2,2,0,0,0,0
2020-08-03 04:45,2,1,1,0,0,0
2020-08-03 05:00,1,0,1,0,0,0
2020-08-03 05:15,5,3,2,0,0,0
2020-08-03 05:30,6,0,6,0,0,0
2020-08-03 05:45,12,3,9,0,0,0
2020-08-03 06:00,15,5,10,0,0,0
2020-08-03 06:15,21,8,13,0,0,0
2020-08-03 06:30,28,12,16,0,0,0
2020-08-03 06:45,33,13,20,0,0,0
2020-08-03 07:00,50,24,26,0,0,0
2020-08-03 07:15,31,20,11,0,0,0
2020-08-03 07:30,56,31,25,0,0,0
2020-08-03 07:45,60,29,31,0,0,0
2020-08-03 08:00,46,21,25,0,0,0
2020-08-03 08:15,38,27,11,0,0,0
2020-08-03 08:30,47,27,20,0,0,0
2020-08-03 08:45,63,35,28,0,0,0
2020-08-03 09:00,29,20,9,0,0,0
2020-08-03 09:15,41,29,12,0,0,0
2020-08-03 09:30,46,34,12,0,0,0
2020-08-03 09:45,31,19,12,0,0,0
2020-08-03 10:00,43,20,23,0,0,0
2020-08-03 10:15,38,32,6,0,0,0
2020-08-03 10:30,39,23,16,0,0,0
2020-08-03 10:45,47,29,18,0,0,0
2020-08-03 11:00,35,19,16,0,0,0
2020-08-03 11:15,40,19,21,0,0,0
2020-08-03 11:30,41,23,18,0,0,0
2020-08-03 11:45,47,29,18,0,0,0
2020-08-03 12:00,53,35,18,0,0,0
2020-08-03 12:15,38,18,20,0,0,0
2020-08-03 12:30,50,23,27,0,0,0
2020-08-03 12:45,57,30,27,0,0,0
2020-08-03 13:00,48,29,19,0,0,0
2020-08-03 13:15,37,21,16,0,0,0
2020-08-03 13:30,35,18,17,0,0,0
2020-08-03 13:45,47,34,13,0,0,0
2020-08-03 14:00,52,25,27,0,0,0
2020-08-03 14:15,64,33,31,0,0,0
2020-08-03 14:30,56,35,21,0,0,0
2020-08-03 14:45,59,33,26,0,0,0
2020-08-03 15:00,56,45,11,0,0,0
2020-08-03 15:15,76,39,37,0,0,0
2020-08-03 15:30,71,36,35,0,0,0
2020-08-03 15:45,104,66,38,0,0,0
2020-08-03 16:00,62,44,18,0,0,0
2020-08-03 16:15,85,46,39,0,0,0
2020-08-03 16:30,75,45,30,0,0,0
2020-08-03 16:45,63,35,28,0,0,0
2020-08-03 17:00,79,50,29,0,0,0
2020-08-03 17:15,78,43,35,0,0,0
2020-08-03 17:30,84,35,49,0,0,0
2020-08-03 17:45,79,43,36,0,0,0
2020-08-03 18:00,57,22,35,0,0,0
2020-08-03 18:15,70,32,38,0,0,0
2020-08-03 18:30,57,26,31,0,0,0
2020-08-03 18:45,41,19,22,0,0,0
2020-08-03 19:00,48,26,22,0,0,0
2020-08-03 19:15,38,16,22,0,0,0
2020-08-03 19:30,26,6,20,0,0,0
2020-08-03 19:45,38,23,15,0,0,0
2020-08-03 20:00,34,17,17,0,0,0
2020-08-03 20:15,32,18,14,0,0,0
2020-08-03 20:30,27,15,12,0,0,0
2020-08-03 20:45,18,10,8,0,0,0
2020-08-03 21:00,12,5,7,0,0,0
2020-08-03 21:15,20,10,10,0,0,0
2020-08-03 21:30,26,10,16,0,0,0
2020-08-03 21:45,14,6,8,0,0,0
2020-08-03 22:00,12,5,7,0,0,0
2020-08-03 22:15,13,7,6,0,0,0
2020-08-03 22:30,6,1,5,0,0,0
2020-08-03 22:45,5,3,2,0,0,0
2020-08-03 23:00,6,3,3,0,0,0
2020-08-03 23:15,9,4,5,0,0,0
2020-08-03 23:30,3,0,3,0,0,0
2020-08-03 23:45,11,4,7,0,0,0
2020-08-04 00:00,11,5,6,0,0,0
2020-08-04 00:15,10,1,9,0,0,0
2020-08-04 00:30,2,1,1,0,0,0
2020-08-04 00:45,0,0,0,0,0,0
2020-08-04 01:00,7,1,6,0,0,0
2020-08-04 01:15,3,0,3,0,0,0
2020-08-04 01:30,0,0,0,0,0,0
2020-08-04 01:45,1,1,0,0,0,0
2020-08-04 02:00,0,0,0,0,0,0
2020-08-04 02:15,1,0,1,0,0,0
2020-08-04 02:30,1,1,0,0,0,0
2020-08-04 02:45,0,0,0,0,0,0
2020-08-04 03:00,0,0,0,0,0,0
2020-08-04 03:15,0,0,0,0,0,0
2020-08-04 03:30,0,0,0,0,0,0
2020-08-04 03:45,2,0,2,0,0,0
2020-08-04 04:00,1,0,1,0,0,0
2020-08-04 04:15,2,1,1,0,0,0
2020-08-04 04:30,1,1,0,0,0,0
2020-08-04 04:45,1,1,0,0,0,0
2020-08-04 05:00,2,2,0,0,0,0
2020-08-04 05:15,1,1,0,0,0,0
2020-08-04 05:30,7,2,5,0,0,0
2020-08-04 05:45,18,6,12,0,0,0
2020-08-04 06:00,14,3,11,0,0,0
2020-08-04 06:15,30,9,21,0,0,0
2020-08-04 06:30,32,17,15,0,0,0
2020-08-04 06:45,39,15,24,0,0,0
2020-08-04 07:00,41,15,26,0,0,0
2020-08-04 07:15,40,19,21,0,0,0
2020-08-04 07:30,55,23,32,0,0,0
2020-08-04 07:45,55,25,30,0,0,0
2020-08-04 08:00,45,24,21,0,0,0
2020-08-04 08:15,59,31,28,0,0,0
2020-08-04 08:30,52,30,22,0,0,0
2020-08-04 08:45,56,38,18,0,0,0
2020-08-04 09:00,37,25,12,0,0,0
2020-08-04 09:15,43,29,14,0,0,0
2020-08-04 09:30,31,18,13,0,0,0
2020-08-04 09:45,42,29,13,0,0,0
2020-08-04 10:00,45,29,16,0,0,0
2020-08-04 10:15,43,27,16,0,0,0
2020-08-04 10:30,46,25,21,0,0,0
2020-08-04 10:45,37,26,11,0,0,0
2020-08-04 11:00,34,23,11,0,0,0
2020-08-04 11:15,39,20,19,0,0,0
2020-08-04 11:30,36,19,17,0,0,0
2020-08-04 11:45,42,16,26,0,0,0
2020-08-04 12:00,31,17,14,0,0,0
2020-08-04 12:15,74,53,21,0,0,0
2020-08-04 12:30,47,26,21,0,0,0
2020-08-04 12:45,48,28,20,0,0,0
2020-08-04 13:00,50,25,25,0,0,0
2020-08-04 13:15,42,24,18,0,0,0
2020-08-04 13:30,36,26,10,0,0,0
2020-08-04 13:45,64,34,30,0,0,0
2020-08-04 14:00,55,35,20,0,0,0
2020-08-04 14:15,63,46,17,0,0,0
2020-08-04 14:30,54,34,20,0,0,0
2020-08-04 14:45,64,38,26,0,0,0
2020-08-04 15:00,55,40,15,0,0,0
