Datetime,100034978 (Gartenstraße),101034978 (Gartenstraße einwärts),102034978 (Gartenstraße auswärts),100034978-status,101034978-status,102034978-status
2020-09-01 00:00,3,0,3,0,0,0
2020-09-01 00:15,5,2,3,0,0,0
2020-09-01 00:30,3,2,1,0,0,0
2020-09-01 00:45,3,0,3,0,0,0
2020-09-01 01:00,2,2,0,0,0,0
2020-09-01 01:15,0,0,0,0,0,0
2020-09-01 01:30,0,0,0,0,0,0
2020-09-01 01:45,0,0,0,0,0,0
2020-09-01 02:00,0,0,0,0,0,0
2020-09-01 02:15,0,0,0,0,0,0
2020-09-01 02:30,0,0,0,0,0,0
2020-09-01 02:45,0,0,0,0,0,0
2020-09-01 03:00,2,1,1,0,0,0
2020-09-01 03:15,2,1,1,0,0,0
2020-09-01 03:30,2,2,0,0,0,0
2020-09-01 03:45,1,1,0,0,0,0
2020-09-01 04:00,1,1,0,0,0,0
2020-09-01 04:15,1,1,0,0,0,0
2020-09-01 04:30,2,1,1,0,0,0
2020-09-01 04:45,5,3,2,0,0,0
2020-09-01 05:00,2,1,1,0,0,0
2020-09-01 05:15,6,6,0,0,0,0
2020-09-01 05:30,3,2,1,0,0,0
2020-09-01 05:45,15,6,9,0,0,0
2020-09-01 06:00,21,6,15,0,0,0
2020-09-01 06:15,19,8,11,0,0,0
2020-09-01 06:30,37,21,16,0,0,0
2020-09-01 06:45,38,15,23,0,0,0
2020-09-01 07:00,43,20,23,0,0,0
2020-09-01 07:15,93,61,32,0,0,0
2020-09-01 07:30,143,103,40,0,0,0
2020-09-01 07:45,99,61,38,0,0,0
2020-09-01 08:00,75,37,38,0,0,0
2020-09-01 08:15,75,48,27,0,0,0
2020-09-01 08:30,58,42,16,0,0,0
2020-09-01 08:45,57,41,16,0,0,0
2020-09-01 09:00,30,21,9,0,0,0
2020-09-01 09:15,40,27,13,0,0,0
2020-09-01 09:30,44,27,17,0,0,0
2020-09-01 09:45,47,30,17,0,0,0
2020-09-01 10:00,50,33,17,0,0,0
2020-09-01 10:15,27,18,9,0,0,0
2020-09-01 10:30,34,23,11,0,0,0
2020-09-01 10:45,35,19,16,0,0,0
2020-09-01 11:00,27,11,16,0,0,0
2020-09-01 11:15,37,18,19,0,0,0
2020-09-01 11:30,30,17,13,0,0,0
2020-09-01 11:45,46,30,16,0,0,0
2020-09-01 12:00,22,11,11,0,0,0
2020-09-01 12:15,42,22,20,0,0,0
2020-09-01 12:30,51,23,28,0,0,0
2020-09-01 12:45,41,31,10,0,0,0
2020-09-01 13:00,65,27,38,0,0,0
2020-09-01 13:15,63,22,41,0,0,0
2020-09-01 13:30,58,21,37,0,0,0
2020-09-01 13:45,59,29,30,0,0,0
2020-09-01 14:00,73,25,48,0,0,0
2020-09-01 14:15,48,30,18,0,0,0
2020-09-01 14:30,58,29,29,0,0,0
2020-09-01 14:45,64,40,24,0,0,0
2020-09-01 15:00,80,46,34,0,0,0
