Datetime,100034978 (Gartenstraße),101034978 (Gartenstraße einwärts),102034978 (Gartenstraße auswärts),100034978-status,101034978-status,102034978-status
2023-02-01 00:00,4,2,2,0,0,0
2023-02-01 00:15,2,1,1,0,0,0
2023-02-01 00:30,2,0,2,0,0,0
2023-02-01 00:45,3,1,2,0,0,0
2023-02-01 01:00,0,0,0,0,0,0
2023-02-01 01:15,0,0,0,0,0,0
2023-02-01 01:30,1,0,1,0,0,0
2023-02-01 01:45,0,0,0,0,0,0
2023-02-01 02:00,0,0,0,0,0,0
2023-02-01 02:15,2,0,2,0,0,0
2023-02-01 02:30,0,0,0,0,0,0
2023-02-01 02:45,1,0,1,0,0,0
2023-02-01 03:00,0,0,0,0,0,0
2023-02-01 03:15,0,0,0,0,0,0
2023-02-01 03:30,0,0,0,0,0,0
2023-02-01 03:45,2,0,2,0,0,0
2023-02-01 04:00,0,0,0,0,0,0
2023-02-01 04:15,4,2,2,0,0,0
2023-02-01 04:30,1,1,0,0,0,0
2023-02-01 04:45,3,2,1,0,0,0
2023-02-01 05:00,3,2,1,0,0,0
2023-02-01 05:15,3,3,0,0,0,0
2023-02-01 05:30,6,1,5,0,0,0
2023-02-01 05:45,8,4,4,0,0,0
2023-02-01 06:00,15,7,8,0,0,0
2023-02-01 06:15,23,14,9,0,0,0
2023-02-01 06:30,28,12,16,0,0,0
2023-02-01 06:45,20,12,8,0,0,0
2023-02-01 07:00,39,27,12,0,0,0
2023-02-01 07:15,73,49,24,0,0,0
2023-02-01 07:30,138,117,21,0,0,0
2023-02-01 07:45,96,60,36,0,0,0
2023-02-01 08:00,56,37,19,0,0,0
2023-02-01 08:15,65,50,15,0,0,0
2023-02-01 08:30,64,41,23,0,0,0
2023-02-01 08:45,46,36,10,0,0,0
2023-02-01 09:00,45,33,12,0,0,0
2023-02-01 09:15,45,32,13,0,0,0
2023-02-01 09:30,33,27,6,0,0,0
2023-02-01 09:45,61,46,15,0,0,0
2023-02-01 10:00,35,24,11,0,0,0
2023-02-01 10:15,41,30,11,0,0,0
2023-02-01 10:30,35,24,11,0,0,0
2023-02-01 10:45,37,26,11,0,0,0
2023-02-01 11:00,38,29,9,0,0,0
2023-02-01 11:15,35,21,14,0,0,0
2023-02-01 11:30,48,26,22,0,0,0
2023-02-01 11:45,56,30,26,0,0,0
2023-02-01 12:00,31,17,14,0,0,0
2023-02-01 12:15,37,21,16,0,0,0
2023-02-01 12:30,36,12,24,0,0,0
2023-02-01 12:45,36,19,17,0,0,0
2023-02-01 13:00,53,21,32,0,0,0
2023-02-01 13:15,52,13,39,0,0,0
2023-02-01 13:30,45,21,24,0,0,0
2023-02-01 13:45,47,25,22,0,0,0
2023-02-01 14:00,39,11,28,0,0,0
2023-02-01 14:15,42,18,24,0,0,0
2023-02-01 14:30,41,22,19,0,0,0
2023-02-01 14:45,60,31,29,0,0,0
2023-02-01 15:00,43,21,22,0,0,0
2023-02-01 15:15,43,19,24,0,0,0
2023-02-01 15:30,66,31,35,0,0,0
2023-02-01 15:45,74,39,35,0,0,0
2023-02-01 16:00,81,41,40,0,0,0
2023-02-01 16:15,60,29,31,0,0,0
2023-02-01 16:30,70,41,29,0,0,0
2023-02-01 16:45,67,44,23,0,0,0
2023-02-01 17:00,63,35,28,0,0,0
2023-02-01 17:15,68,33,35,0,0,0
2023-02-01 17:30,63,33,30,0,0,0
2023-02-01 17:45,51,21,30,0,0,0
2023-02-01 18:00,56,17,39,0,0,0
2023-02-01 18:15,32,14,18,0,0,0
2023-02-01 18:30,33,13,20,0,0,0
2023-02-01 18:45,45,23,22,0,0,0
2023-02-01 19:00,27,14,13,0,0,0
2023-02-01 19:15,25,10,15,0,0,0
2023-02-01 19:30,29,14,15,0,0,0
2023-02-01 19:45,22,12,10,0,0,0
2023-02-01 20:00,34,12,22,0,0,0
2023-02-01 20:15,25,10,15,0,0,0
2023-02-01 20:30,15,5,10,0,0,0
2023-02-01 20:45,16,8,8,0,0,0
2023-02-01 21:00,18,9,9,0,0,0
2023-02-01 21:15,17,8,9,0,0,0
2023-02-01 21:30,12,3,9,0,0,0
2023-02-01 21:45,16,4,12,0,0,0
2023-02-01 22:00,13,4,9,0,0,0
2023-02-01 22:15,12,3,9,0,0,0
2023-02-01 22:30,5,1,4,0,0,0
2023-02-01 22:45,14,9,5,0,0,0
2023-02-01 23:00,10,4,6,0,0,0
2023-02-01 23:15,6,1,5,0,0,0
2023-02-01 23:30,8,0,8,0,0,0
2023-02-01 23:45,2,0,2,0,0,0
