Datetime,100034982 (Hüfferstraße),101034982 (Hüfferstraße stadteinwärts),102034982 (Hüfferstraße stadtauswärts),100034982-status,101034982-status,102034982-status
2019-09-01 00:00,8,1,7,0,0,0
2019-09-01 00:15,11,3,8,0,0,0
2019-09-01 00:30,7,3,4,0,0,0
2019-09-01 00:45,9,3,6,0,0,0
2019-09-01 01:00,7,4,3,0,0,0
2019-09-01 01:15,15,3,12,0,0,0
2019-09-01 01:30,18,4,14,0,0,0
2019-09-01 01:45,9,3,6,0,0,0
2019-09-01 02:00,11,1,10,0,0,0
2019-09-01 02:15,4,0,4,0,0,0
2019-09-01 02:30,4,1,3,0,0,0
2019-09-01 02:45,8,5,3,0,0,0
2019-09-01 03:00,9,0,9,0,0,0
2019-09-01 03:15,8,2,6,0,0,0
2019-09-01 03:30,5,1,4,0,0,0
2019-09-01 03:45,8,1,7,0,0,0
2019-09-01 04:00,7,3,4,0,0,0
2019-09-01 04:15,2,0,2,0,0,0
2019-09-01 04:30,1,0,1,0,0,0
2019-09-01 04:45,7,0,7,0,0,0
2019-09-01 05:00,1,0,1,0,0,0
2019-09-01 05:15,4,1,3,0,0,0
2019-09-01 05:30,3,0,3,0,0,0
2019-09-01 05:45,10,1,9,0,0,0
2019-09-01 06:00,1,0,1,0,0,0
2019-09-01 06:15,2,0,2,0,0,0
2019-09-01 06:30,4,1,3,0,0,0
2019-09-01 06:45,6,1,5,0,0,0
2019-09-01 07:00,2,2,0,0,0,0
2019-09-01 07:15,7,2,5,0,0,0
2019-09-01 07:30,3,1,2,0,0,0
2019-09-01 07:45,11,4,7,0,0,0
2019-09-01 08:00,5,1,4,0,0,0
2019-09-01 08:15,4,2,2,0,0,0
2019-09-01 08:30,6,4,2,0,0,0
2019-09-01 08:45,11,6,5,0,0,0
2019-09-01 09:00,10,6,4,0,0,0
2019-09-01 09:15,9,5,4,0,0,0
2019-09-01 09:30,13,9,4,0,0,0
2019-09-01 09:45,26,19,7,0,0,0
2019-09-01 10:00,16,3,13,0,0,0
2019-09-01 10:15,22,11,11,0,0,0
2019-09-01 10:30,12,6,6,0,0,0
2019-09-01 10:45,35,25,10,0,0,0
2019-09-01 11:00,27,16,11,0,0,0
2019-09-01 11:15,18,5,13,0,0,0
2019-09-01 11:30,32,13,19,0,0,0
2019-09-01 11:45,27,13,14,0,0,0
2019-09-01 12:00,26,13,13,0,0,0
2019-09-01 12:15,44,25,19,0,0,0
2019-09-01 12:30,52,27,25,0,0,0
2019-09-01 12:45,43,24,19,0,0,0
2019-09-01 13:00,33,13,20,0,0,0
2019-09-01 13:15,16,8,8,0,0,0
2019-09-01 13:30,22,9,13,0,0,0
2019-09-01 13:45,35,16,19,0,0,0
2019-09-01 14:00,57,31,26,0,0,0
2019-09-01 14:15,34,19,15,0,0,0
2019-09-01 14:30,45,21,24,0,0,0
2019-09-01 14:45,52,27,25,0,0,0
2019-09-01 15:00,37,19,18,0,0,0
2019-09-01 15:15,43,18,25,0,0,0
2019-09-01 15:30,49,25,24,0,0,0
2019-09-01 15:45,55,34,21,0,0,0
2019-09-01 16:00,50,30,20,0,0,0
2019-09-01 16:15,57,30,27,0,0,0
2019-09-01 16:30,45,21,24,0,0,0
2019-09-01 16:45,56,27,29,0,0,0
2019-09-01 17:00,55,23,32,0,0,0
2019-09-01 17:15,81,36,45,0,0,0
2019-09-01 17:30,69,16,53,0,0,0
2019-09-01 17:45,66,16,50,0,0,0
2019-09-01 18:00,66,26,40,0,0,0
2019-09-01 18:15,38,7,31,0,0,0
2019-09-01 18:30,61,21,40,0,0,0
2019-09-01 18:45,43,16,27,0,0,0
2019-09-01 19:00,40,19,21,0,0,0
2019-09-01 19:15,26,5,21,0,0,0
2019-09-01 19:30,36,15,21,0,0,0
2019-09-01 19:45,54,25,29,0,0,0
2019-09-01 20:00,27,8,19,0,0,0
2019-09-01 20:15,23,9,14,0,0,0
2019-09-01 20:30,37,8,29,0,0,0
2019-09-01 20:45,30,11,19,0,0,0
2019-09-01 21:00,28,13,15,0,0,0
2019-09-01 21:15,18,6,12,0,0,0
2019-09-01 21:30,27,7,20,0,0,0
2019-09-01 21:45,13,3,10,0,0,0
2019-09-01 22:00,12,1,11,0,0,0
