Datetime,100034982 (Hüfferstraße),101034982 (Hüfferstraße stadteinwärts),102034982 (Hüfferstraße stadtauswärts),100034982-status,101034982-status,102034982-status
2022-05-01 00:00,39,23,16,0,0,0
2022-05-01 00:15,16,1,15,0,0,0
2022-05-01 00:30,21,3,18,0,0,0
2022-05-01 00:45,17,5,12,0,0,0
2022-05-01 01:00,23,2,21,0,0,0
2022-05-01 01:15,28,11,17,0,0,0
2022-05-01 01:30,16,2,14,0,0,0
2022-05-01 01:45,13,2,11,0,0,0
2022-05-01 02:00,13,1,12,0,0,0
2022-05-01 02:15,11,1,10,0,0,0
2022-05-01 02:30,14,0,14,0,0,0
2022-05-01 02:45,6,2,4,0,0,0
2022-05-01 03:00,20,9,11,0,0,0
2022-05-01 03:15,11,2,9,0,0,0
2022-05-01 03:30,9,3,6,0,0,0
2022-05-01 03:45,6,0,6,0,0,0
2022-05-01 04:00,13,0,13,0,0,0
2022-05-01 04:15,6,0,6,0,0,0
2022-05-01 04:30,10,1,9,0,0,0
2022-05-01 04:45,2,2,0,0,0,0
2022-05-01 05:00,5,0,5,0,0,0
2022-05-01 05:15,2,0,2,0,0,0
2022-05-01 05:30,6,0,6,0,0,0
2022-05-01 05:45,6,4,2,0,0,0
2022-05-01 06:00,8,1,7,0,0,0
2022-05-01 06:15,5,3,2,0,0,0
2022-05-01 06:30,9,7,2,0,0,0
2022-05-01 06:45,3,3,0,0,0,0
2022-05-01 07:00,6,2,4,0,0,0
2022-05-01 07:15,6,1,5,0,0,0
2022-05-01 07:30,8,2,6,0,0,0
2022-05-01 07:45,13,5,8,0,0,0
2022-05-01 08:00,8,5,3,0,0,0
2022-05-01 08:15,11,3,8,0,0,0
2022-05-01 08:30,12,9,3,0,0,0
2022-05-01 08:45,10,5,5,0,0,0
2022-05-01 09:00,12,11,1,0,0,0
2022-05-01 09:15,9,6,3,0,0,0
2022-05-01 09:30,28,18,10,0,0,0
2022-05-01 09:45,24,18,6,0,0,0
2022-05-01 10:00,18,15,3,0,0,0
2022-05-01 10:15,31,15,16,0,0,0
2022-05-01 10:30,27,15,12,0,0,0
2022-05-01 10:45,47,30,17,0,0,0
2022-05-01 11:00,44,18,26,0,0,0
2022-05-01 11:15,57,40,17,0,0,0
2022-05-01 11:30,32,21,11,0,0,0
2022-05-01 11:45,73,39,34,0,0,0
2022-05-01 12:00,37,24,13,0,0,0
2022-05-01 12:15,64,41,23,0,0,0
2022-05-01 12:30,46,26,20,0,0,0
2022-05-01 12:45,54,30,24,0,0,0
2022-05-01 13:00,56,22,34,0,0,0
2022-05-01 13:15,49,20,29,0,0,0
2022-05-01 13:30,64,31,33,0,0,0
2022-05-01 13:45,80,37,43,0,0,0
2022-05-01 14:00,42,22,20,0,0,0
2022-05-01 14:15,49,15,34,0,0,0
2022-05-01 14:30,69,26,43,0,0,0
2022-05-01 14:45,71,39,32,0,0,0
2022-05-01 15:00,80,39,41,0,0,0
2022-05-01 15:15,52,23,29,0,0,0
2022-05-01 15:30,81,38,43,0,0,0
2022-05-01 15:45,108,54,54,0,0,0
2022-05-01 16:00,88,42,46,0,0,0
2022-05-01 16:15,48,20,28,0,0,0
2022-05-01 16:30,65,31,34,0,0,0
2022-05-01 16:45,45,19,26,0,0,0
2022-05-01 17:00,88,39,49,0,0,0
2022-05-01 17:15,40,18,22,0,0,0
2022-05-01 17:30,56,30,26,0,0,0
2022-05-01 17:45,57,17,40,0,0,0
2022-05-01 18:00,57,27,30,0,0,0
2022-05-01 18:15,48,24,24,0,0,0
2022-05-01 18:30,76,42,34,0,0,0
2022-05-01 18:45,43,15,28,0,0,0
2022-05-01 19:00,40,15,25,0,0,0
2022-05-01 19:15,58,21,37,0,0,0
2022-05-01 19:30,43,21,22,0,0,0
2022-05-01 19:45,25,9,16,0,0,0
2022-05-01 20:00,40,9,31,0,0,0
2022-05-01 20:15,44,19,25,0,0,0
2022-05-01 20:30,29,6,23,0,0,0
2022-05-01 20:45,30,10,20,0,0,0
2022-05-01 21:00,27,6,21,0,0,0
2022-05-01 21:15,34,10,24,0,0,0
2022-05-01 21:30,30,4,26,0,0,0
2022-05-01 21:45,22,3,19,0,0,0
2022-05-01 22:00,29,10,19,0,0,0
2022-05-01 22:15,13,6,7,0,0,0
2022-05-01 22:30,15,3,12,0,0,0
2022-05-01 22:45,15,4,11,0,0,0
2022-05-01 23:00,16,4,12,0,0,0
2022-05-01 23:15,8,1,7,0,0,0
2022-05-01 23:30,8,3,5,0,0,0
2022-05-01 23:45,6,2,4,0,0,0
2022-05-02 00:00,0,0,0,0,0,0
2022-05-02 00:15,5,2,3,0,0,0
2022-05-02 00:30,1,0,1,0,0,0
2022-05-02 00:45,3,0,3,0,0,0
2022-05-02 01:00,4,3,1,0,0,0
2022-05-02 01:15,4,1,3,0,0,0
2022-05-02 01:30,1,1,0,0,0,0
2022-05-02 01:45,2,0,2,0,0,0
2022-05-02 02:00,1,0,1,0,0,0
2022-05-02 02:15,0,0,0,0,0,0
2022-05-02 02:30,1,0,1,0,0,0
2022-05-02 02:45,0,0,0,0,0,0
2022-05-02 03:00,1,0,1,0,0,0
2022-05-02 03:15,0,0,0,0,0,0
2022-05-02 03:30,2,0,2,0,0,0
2022-05-02 03:45,1,1,0,0,0,0
