Datetime,100034982 (Hüfferstraße),101034982 (Hüfferstraße stadteinwärts),102034982 (Hüfferstraße stadtauswärts),100034982-status,101034982-status,102034982-status
2019-10-01 00:00,10,1,9,0,0,0
2019-10-01 00:15,1,0,1,0,0,0
2019-10-01 00:30,9,1,8,0,0,0
2019-10-01 00:45,5,0,5,0,0,0
2019-10-01 01:00,5,2,3,0,0,0
2019-10-01 01:15,2,0,2,0,0,0
2019-10-01 01:30,4,2,2,0,0,0
2019-10-01 01:45,9,2,7,0,0,0
2019-10-01 02:00,5,1,4,0,0,0
2019-10-01 02:15,4,0,4,0,0,0
2019-10-01 02:30,1,1,0,0,0,0
2019-10-01 02:45,3,1,2,0,0,0
2019-10-01 03:00,2,1,1,0,0,0
2019-10-01 03:15,0,0,0,0,0,0
2019-10-01 03:30,0,0,0,0,0,0
2019-10-01 03:45,2,0,2,0,0,0
2019-10-01 04:00,1,0,1,0,0,0
2019-10-01 04:15,1,0,1,0,0,0
2019-10-01 04:30,0,0,0,0,0,0
2019-10-01 04:45,1,0,1,0,0,0
2019-10-01 05:00,0,0,0,0,0,0
2019-10-01 05:15,1,1,0,0,0,0
2019-10-01 05:30,8,2,6,0,0,0
2019-10-01 05:45,10,5,5,0,0,0
2019-10-01 06:00,9,4,5,0,0,0
2019-10-01 06:15,11,5,6,0,0,0
2019-10-01 06:30,24,7,17,0,0,0
2019-10-01 06:45,39,16,23,0,0,0
2019-10-01 07:00,40,13,27,0,0,0
2019-10-01 07:15,83,39,44,0,0,0
2019-10-01 07:30,169,126,43,0,0,0
2019-10-01 07:45,182,89,93,0,0,0
2019-10-01 08:00,125,54,71,0,0,0
2019-10-01 08:15,127,41,86,0,0,0
2019-10-01 08:30,103,46,57,0,0,0
2019-10-01 08:45,112,43,69,0,0,0
2019-10-01 09:00,58,17,41,0,0,0
2019-10-01 09:15,51,15,36,0,0,0
2019-10-01 09:30,56,23,33,0,0,0
2019-10-01 09:45,93,39,54,0,0,0
2019-10-01 10:00,44,12,32,0,0,0
2019-10-01 10:15,48,18,30,0,0,0
2019-10-01 10:30,30,7,23,0,0,0
2019-10-01 10:45,44,17,27,0,0,0
2019-10-01 11:00,47,24,23,0,0,0
2019-10-01 11:15,46,20,26,0,0,0
2019-10-01 11:30,46,18,28,0,0,0
2019-10-01 11:45,66,35,31,0,0,0
2019-10-01 12:00,65,32,33,0,0,0
2019-10-01 12:15,67,34,33,0,0,0
2019-10-01 12:30,86,36,50,0,0,0
2019-10-01 12:45,86,23,63,0,0,0
2019-10-01 13:00,96,33,63,0,0,0
2019-10-01 13:15,98,24,74,0,0,0
2019-10-01 13:30,68,31,37,0,0,0
2019-10-01 13:45,100,57,43,0,0,0
2019-10-01 14:00,96,38,58,0,0,0
2019-10-01 14:15,89,43,46,0,0,0
2019-10-01 14:30,90,50,40,0,0,0
2019-10-01 14:45,80,42,38,0,0,0
2019-10-01 15:00,102,49,53,0,0,0
2019-10-01 15:15,107,70,37,0,0,0
2019-10-01 15:30,93,47,46,0,0,0
2019-10-01 15:45,133,78,55,0,0,0
2019-10-01 16:00,127,79,48,0,0,0
2019-10-01 16:15,103,51,52,0,0,0
2019-10-01 16:30,100,53,47,0,0,0
2019-10-01 16:45,93,36,57,0,0,0
2019-10-01 17:00,95,49,46,0,0,0
2019-10-01 17:15,121,56,65,0,0,0
2019-10-01 17:30,93,48,45,0,0,0
2019-10-01 17:45,117,59,58,0,0,0
2019-10-01 18:00,106,45,61,0,0,0
2019-10-01 18:15,79,32,47,0,0,0
2019-10-01 18:30,81,38,43,0,0,0
2019-10-01 18:45,92,37,55,0,0,0
2019-10-01 19:00,64,30,34,0,0,0
2019-10-01 19:15,79,34,45,0,0,0
2019-10-01 19:30,62,28,34,0,0,0
2019-10-01 19:45,69,42,27,0,0,0
2019-10-01 20:00,62,24,38,0,0,0
2019-10-01 20:15,38,15,23,0,0,0
2019-10-01 20:30,30,11,19,0,0,0
2019-10-01 20:45,31,19,12,0,0,0
2019-10-01 21:00,20,9,11,0,0,0
2019-10-01 21:15,28,11,17,0,0,0
2019-10-01 21:30,34,12,22,0,0,0
2019-10-01 21:45,18,7,11,0,0,0
2019-10-01 22:00,31,6,25,0,0,0
2019-10-01 22:15,31,7,24,0,0,0
2019-10-01 22:30,26,8,18,0,0,0
2019-10-01 22:45,17,3,14,0,0,0
2019-10-01 23:00,25,7,18,0,0,0
2019-10-01 23:15,24,5,19,0,0,0
2019-10-01 23:30,17,2,15,0,0,0
2019-10-01 23:45,17,1,16,0,0,0
2019-10-02 00:00,11,2,9,0,0,0
2019-10-02 00:15,16,8,8,0,0,0
2019-10-02 00:30,19,11,8,0,0,0
2019-10-02 00:45,5,3,2,0,0,0
2019-10-02 01:00,20,4,16,0,0,0
2019-10-02 01:15,13,4,9,0,0,0
2019-10-02 01:30,7,3,4,0,0,0
2019-10-02 01:45,4,3,1,0,0,0
2019-10-02 02:00,5,3,2,0,0,0
2019-10-02 02:15,14,9,5,0,0,0
2019-10-02 02:30,8,3,5,0,0,0
2019-10-02 02:45,6,3,3,0,0,0
2019-10-02 03:00,10,8,2,0,0,0
2019-10-02 03:15,12,8,4,0,0,0
2019-10-02 03:30,7,5,2,0,0,0
2019-10-02 03:45,7,1,6,0,0,0
2019-10-02 04:00,12,2,10,0,0,0
2019-10-02 04:15,5,4,1,0,0,0
2019-10-02 04:30,4,1,3,0,0,0
2019-10-02 04:45,2,2,0,0,0,0
2019-10-02 05:00,2,0,2,0,0,0
2019-10-02 05:15,5,2,3,0,0,0
2019-10-02 05:30,10,1,9,0,0,0
2019-10-02 05:45,7,4,3,0,0,0
2019-10-02 06:00,8,3,5,0,0,0
2019-10-02 06:15,17,8,9,0,0,0
2019-10-02 06:30,39,17,22,0,0,0
2019-10-02 06:45,37,16,21,0,0,0
2019-10-02 07:00,57,20,37,0,0,0
2019-10-02 07:15,105,51,54,0,0,0
2019-10-02 07:30,245,184,61,0,0,0
2019-10-02 07:45,190,88,102,0,0,0
2019-10-02 08:00,131,56,75,0,0,0
2019-10-02 08:15,136,54,82,0,0,0
2019-10-02 08:30,166,66,100,0,0,0
2019-10-02 08:45,138,62,76,0,0,0
2019-10-02 09:00,97,40,57,0,0,0
2019-10-02 09:15,107,52,55,0,0,0
2019-10-02 09:30,114,57,57,0,0,0
2019-10-02 09:45,152,75,77,0,0,0
